stage,execution_class,execution_profile,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,cache_key,repeat,input_date_count,cache_status
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.626724200001263,33.78125,2834.08984375,2991.97265625,2991.97265625,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,20.98894129999826,83.484375,2992.0,3004.65625,3004.65625,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.552829999998721,34.203125,2836.76953125,2995.22265625,2995.22265625,float64,8.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,9.051759899999524,71.984375,2995.24609375,3005.640625,3005.640625,float64,8.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.577418000000762,34.390625,2839.82421875,2998.265625,2998.265625,float64,8.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,12.10487540000031,96.171875,2998.29296875,3011.23828125,3011.23828125,float64,8.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.69177689999924,33.890625,2841.8671875,3001.1953125,3001.1953125,float64,8.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,9.121987099999387,72.53125,3001.21875,3011.46484375,3011.46484375,float64,8.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.550324800000453,33.921875,2845.25,3003.76171875,3003.76171875,float64,8.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,12.165262000000439,97.03125,3003.7890625,3016.671875,3016.671875,float64,8.0,,,,1.0,,
feature_loading,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,,,,,,,,2.9099587999990035,2.921875,866.73828125,867.9140625,867.9140625,float64,,,,,,,
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,,,,,,,,,0.00013469999976223335,0.0,867.953125,867.953125,867.953125,float64,,False,,2a7134d49199dd95af944cff7d66b33d41ed452a4068faf4bf4aeda624c9f67a,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,0.0,,,,,,,79998.0,3.1485783999996784,3.78125,867.953125,1007.4140625,1007.4140625,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,0.0,,,,,,,79998.0,0.1933519999984128,0.203125,1007.4140625,1035.6796875,1035.6796875,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,0.0,,,,,,,79793.0,0.3038736999988032,0.34375,1056.3515625,538.7265625,1056.3515625,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,1.0,,,,,,,79995.0,3.420017499998721,4.75,538.7265625,781.91796875,781.91796875,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,1.0,,,,,,,79995.0,0.2019894999993994,0.28125,781.91796875,804.07421875,804.07421875,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,1.0,,,,,,,79771.0,0.2814156999993429,0.296875,803.21484375,524.3515625,803.21484375,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,2.0,,,,,,,79984.0,3.139659099999335,3.59375,524.3515625,740.9453125,740.9453125,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,2.0,,,,,,,79984.0,0.209786699999313,0.203125,740.9453125,750.12109375,750.12109375,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,2.0,,,,,,,79842.0,0.32216630000039004,0.34375,748.30078125,579.109375,748.30078125,float64,,,,,,,
projection_spool_cache_publish,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,,,,,,,,239406.0,1.9199998860131018e-05,0.0,464.03125,464.03125,464.03125,float64,,False,,2a7134d49199dd95af944cff7d66b33d41ed452a4068faf4bf4aeda624c9f67a,,,miss
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,,,,,,,,,0.00013130000115779694,0.0,462.09765625,462.09765625,462.09765625,float64,,False,,1d738e330c31856647c7da47327129dcd4b2b6c9d509275deddbb8403b3a73fa,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,0.0,,,,,,,79982.0,1.9199136000006547,2.421875,462.09765625,660.56640625,660.56640625,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,0.0,,,,,,,79982.0,0.11143700000138779,0.109375,660.56640625,680.953125,680.953125,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,0.0,,,,,,,79751.0,0.26609020000068995,0.28125,701.88671875,574.34765625,701.88671875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,1.0,,,,,,,74000.0,1.7403322999998636,2.203125,574.34765625,714.81640625,714.81640625,float64,,,,,,37.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,1.0,,,,,,,74000.0,0.10799429999860877,0.125,714.81640625,714.37109375,714.81640625,float64,,,,,,37.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,1.0,,,,,,,73797.0,0.3313029999990249,0.34375,711.671875,585.0859375,711.671875,float64,,,,,,,
projection_spool_cache_publish,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,,,,,,,,153548.0,1.7600001228856854e-05,0.0,526.0078125,526.0078125,526.0078125,float64,,False,,1d738e330c31856647c7da47327129dcd4b2b6c9d509275deddbb8403b3a73fa,,,miss
preprocessing_fit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,,,,,,,,,1.1312054000009084,1.375,526.0078125,594.64453125,594.64453125,float64,,,,,,,
train_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,train,,,,,,,,,0.2850345999995625,0.6875,594.64453125,730.27734375,730.27734375,float64,,,,,,,
validation_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,validation,,,,,,,,,0.18153000000165775,0.15625,730.27734375,796.12109375,796.12109375,float64,,,,,,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.23924470000019937,1.953125,763.5859375,884.83203125,884.83203125,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,3.46756219999952,3.5,884.8515625,890.06640625,890.06640625,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.25233039999875473,2.171875,663.3125,834.25390625,834.25390625,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,4.8417836999997235,5.125,834.28125,841.859375,841.859375,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.22856269999829237,2.0625,848.5859375,848.94140625,848.94140625,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,3.4767380000012054,3.609375,848.9609375,847.69921875,848.9609375,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.22296559999995225,2.0,851.6484375,852.23046875,852.23046875,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,4.846182899998894,4.84375,852.25,852.109375,852.25,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.2672024000003148,2.21875,671.3515625,838.5,838.5,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,2.4402967000005447,4.859375,838.52734375,842.80859375,842.80859375,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.22436539999944216,1.9375,849.984375,851.90625,851.90625,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,3.4928909999998723,6.953125,851.92578125,852.98046875,852.98046875,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.23430959999859624,2.34375,856.44921875,856.78515625,856.78515625,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,2.445573599999989,4.875,856.8046875,856.5625,856.8046875,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.23095239999929618,2.25,858.875,859.84375,859.84375,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,3.484590699999899,7.265625,859.86328125,859.8515625,859.86328125,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.22683510000024398,1.71875,862.171875,863.015625,863.015625,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,1.5096530999999231,6.015625,863.03515625,862.8984375,863.03515625,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.223633499999778,2.21875,865.21484375,865.76171875,865.76171875,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,2.075580999999147,8.296875,865.78125,865.5546875,865.78125,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.2358961999998428,2.453125,867.87890625,704.35546875,867.87890625,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,1.506259499999942,6.0,704.4140625,713.671875,713.671875,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.2558805000007851,2.21875,687.1796875,856.3125,856.3125,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,2.072385299999951,8.296875,856.33984375,864.0078125,864.0078125,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.21984519999932672,2.265625,870.65625,871.7109375,871.7109375,float64,8.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,0.8629999000004318,6.859375,871.73046875,871.75390625,871.75390625,float64,8.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.2379294000002119,2.1875,875.6796875,875.890625,875.890625,float64,8.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,1.1676225000010163,9.25,875.91015625,875.8984375,875.91015625,float64,8.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,,,239406.0,,,0.22500749999926484,2.34375,878.2265625,878.42578125,878.42578125,float64,8.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_01,,200.0,,239406.0,,,0.8574164000001474,6.703125,878.4453125,878.296875,878.4453125,float64,8.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,,,239406.0,,,0.219327599999815,2.1875,880.61328125,882.78125,882.78125,float64,8.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,strict_current_baseline,,,structure_04,,200.0,,239406.0,,,1.1726890999998432,9.34375,882.80078125,882.71875,882.80078125,float64,8.0,,,,1.0,,
feature_loading,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,,,,,,,,5.040788199999952,5.015625,735.6796875,735.68359375,735.68359375,float64,,,,,,,
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,,,,,,,,,0.00010140000085812062,0.0,735.69140625,735.69140625,735.69140625,float64,,False,,c6947ba9d9b5c8317ccbfd2e1d05492f87031ed467c6c43abb2c12813aa11cad,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,0.0,,,,,,,79998.0,7.060341700000208,10.953125,735.69140625,1174.50390625,1174.50390625,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,0.0,,,,,,,79998.0,0.24262930000077176,0.34375,1174.50390625,1292.16015625,1292.16015625,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,0.0,,,,,,,79793.0,1.7380181999997149,1.84375,1402.046875,1037.9453125,1402.046875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,1.0,,,,,,,79995.0,7.759604099999706,15.03125,1037.9453125,1469.38671875,1469.38671875,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,1.0,,,,,,,79995.0,0.2526183999998466,0.265625,1469.38671875,1477.47265625,1477.47265625,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,1.0,,,,,,,79771.0,1.7391809999990073,1.8125,1472.4453125,1069.1953125,1472.4453125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,2.0,,,,,,,79984.0,7.397625000001426,10.875,1069.1953125,1412.2578125,1412.2578125,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,2.0,,,,,,,79984.0,0.31507129999954486,0.328125,1412.2578125,1420.359375,1420.359375,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,2.0,,,,,,,79842.0,1.7825396999996883,1.859375,1419.45703125,1055.5625,1419.45703125,float64,,,,,,,
projection_spool_cache_publish,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,,,,,,,,239406.0,1.779999911377672e-05,0.0,535.734375,535.734375,535.734375,float64,,False,,c6947ba9d9b5c8317ccbfd2e1d05492f87031ed467c6c43abb2c12813aa11cad,,,miss
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,,,,,,,,,0.00011310000081721228,0.0,534.78125,534.78125,534.78125,float64,,False,,30d7391c8f5864b37c671deb84c7150790b5faad6f954f440570f88cc52d10d6,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,0.0,,,,,,,79982.0,4.932088100000328,7.546875,534.78125,935.1640625,935.1640625,float64,,,,,,40.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,0.0,,,,,,,79982.0,0.21844480000072508,0.21875,935.1640625,1044.00390625,1044.00390625,float64,,,,,,40.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,0.0,,,,,,,79751.0,1.7875056999982917,1.859375,1153.8125,926.5546875,1153.8125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,1.0,,,,,,,74000.0,4.5086843999997654,6.984375,926.5546875,1176.921875,1176.921875,float64,,,,,,37.0,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,1.0,,,,,,,74000.0,0.15467319999879692,0.15625,1176.921875,1168.73046875,1176.921875,float64,,,,,,37.0,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,1.0,,,,,,,73797.0,1.744456500000524,1.859375,1161.30078125,921.65625,1161.30078125,float64,,,,,,,
projection_spool_cache_publish,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,,,,,,,,153548.0,2.1200001356191933e-05,0.0,610.16015625,610.16015625,610.16015625,float64,,False,,30d7391c8f5864b37c671deb84c7150790b5faad6f954f440570f88cc52d10d6,,,miss
preprocessing_fit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,,,,,,,,,8.752388999999312,10.453125,610.16015625,613.203125,613.203125,float64,,,,,,,
train_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,train,,,,,,,,,1.7496258999999554,3.125,613.203125,1380.39453125,1380.39453125,float64,,,,,,,
validation_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,validation,,,,,,,,,1.1285625000000437,1.65625,1380.39453125,1799.49609375,1799.49609375,float64,,,,,,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,2.2368366999999125,14.109375,1777.07421875,1829.359375,1829.359375,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239406.0,,,18.73586460000115,18.890625,1829.41796875,1836.87109375,1836.87109375,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,,,239406.0,,,1.8847451000001456,14.15625,1746.75390625,2237.89453125,2237.89453125,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239406.0,,,27.35986110000158,27.640625,2237.9140625,2237.87109375,2237.9140625,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,1.8277269000009255,14.171875,2240.5078125,2242.39453125,2242.39453125,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239406.0,,,18.8824366000008,19.125,2242.4140625,2242.1875,2242.4140625,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,,,239406.0,,,2.036542499999996,14.328125,1755.12109375,2242.13671875,2242.13671875,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239406.0,,,26.81297099999938,27.265625,2242.171875,2241.07421875,2242.171875,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,1.8072430000011082,14.296875,2243.69140625,2244.88671875,2244.88671875,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239406.0,,,9.644708899999387,19.328125,2244.90625,2244.734375,2244.90625,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,,,239406.0,,,1.8854575000004843,14.5625,1758.328125,2245.234375,2245.234375,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239406.0,,,13.561650699999518,27.25,2245.25390625,2245.2734375,2245.2734375,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,1.8898319999989326,14.671875,1760.828125,2247.6171875,2247.6171875,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239406.0,,,11.280902599999536,22.640625,2247.63671875,2247.6015625,2247.63671875,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,,,239406.0,,,2.0431026999995083,15.046875,2250.109375,2251.15234375,2251.15234375,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239406.0,,,19.919859099998575,39.53125,2251.17578125,2250.99609375,2251.17578125,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,2.0137703999989753,14.1875,1767.3046875,2254.50390625,2254.50390625,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239406.0,,,8.0804449999996,32.328125,2254.5234375,2254.5859375,2254.5859375,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,,,239406.0,,,1.9031334999999672,14.25,2257.1171875,1847.51171875,2257.1171875,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239406.0,,,11.317364799999268,44.96875,1847.5703125,1858.1796875,1858.1796875,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,1.942404900000838,13.578125,1771.82421875,2257.3671875,2257.3671875,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239406.0,,,7.974719199999527,31.734375,2257.38671875,2257.47265625,2257.47265625,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,,,239406.0,,,1.904790699998557,14.015625,2260.03125,1855.4453125,2260.03125,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239406.0,,,11.216507299999648,44.875,1855.50390625,1865.98828125,1865.98828125,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,,,239406.0,,,1.9337661000008666,14.96875,1777.92578125,2262.28125,2262.28125,float64,8.0,,,,0.0,,
