outer_split_id,method,model_binary_sha256,model_config_sha256,training_data_sha256,validation_search_sha256,fit_row_count,runtime_path
split_001,ridge,f8458a057467677ae2848c280530dbf11a6923fb17ff8eb8fee839a48d805311,d34db76504b50b6f37f8170f1ecfde20607d77d7684e90ccd1a4d15013df0e1e,736cf13d3851638ed50f06160d628aa1f06d66d1a37c6152d896044dc4d5fad6,01adb67e41411fde4d28ca95cab246cf8266d0202582df9f88dd52f73ffc9152,59881,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/ridge_canary/models/split_001_ridge.joblib
