outer_split_id,method,model_binary_sha256,model_config_sha256,training_data_sha256,validation_search_sha256,fit_row_count,runtime_path
split_002,elastic_net,3ee796c49676c7d918c5c10a511f7f56eb34e25542146d16d43549f25a420131,3c36760f737badf241110ef9fffd69a1bd2941c1e3965cd312af64f572988207,3db5a32f7f837296947d58c8998707ac664d2b10cff8fc7d0f3010a4b5e7d8a7,9802cf620439ffd372f20a278d9fbf158c1507706e2bae6f1306ef546ab81c24,1765345,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/elastic_remaining/models/split_002_elastic_net.joblib
split_003,elastic_net,1d99b362482300222c2a227817f08c8a91041b32c931faed85fff6bc37e040cf,60e765658717e2bfe01e8ecf95db5656c2d394492169132ced792547ce5cd600,a512c2275fe1af7be6e979e6c0a47bb2735a3c696baf585df59418ba5deb1e61,93c0ed2a83849f9e2b979b2a9bf9a9784cf7e911af54e809069a2b88cf7caae9,2012070,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/elastic_remaining/models/split_003_elastic_net.joblib
