outer_split_id,method,validation_label_sha256,mutated_validation_label_sha256,validation_metric_sha256,mutated_validation_metric_sha256,validation_search_sha256,mutated_validation_search_sha256,selected_candidate_change_required,status
split_002,elastic_net,fd1a1eb685d80b9bde977ecd071ed686fb491c8a7e4c905b0b3a2ede8e929581,4b3c21b657f87f8cc65802ce5695868f826d97f444314f3a1ec1ecedf5416d3f,ea0bd5a2fbbea13a6213455d44927e2399b521c387e0467ddcfc34d3db0a10ba,d12b284bc81aa4e34f44f5844298c50e81fb854de078d57e5c707daaded787b9,9802cf620439ffd372f20a278d9fbf158c1507706e2bae6f1306ef546ab81c24,b65bf338241c1320fe020f393bbd23a4db9ea040788a1932b7f1bc989f060db9,False,pass
split_003,elastic_net,a88c2e5f027851d70a1b923b2c0fc6856070ff2b53accd2c1bc264a397073586,298672bd62dd89e583d21ea61a5f6894b43c35baf6c9161d4161e36d84b916a3,6ae8677067359e13216d62d34c04facaca9ad6176d6b80c4b64f7f14092b245c,ba5b061d161f2bf83bc1cc7f8318bfc3e868aff5044454f0e6e8722051f1aca0,93c0ed2a83849f9e2b979b2a9bf9a9784cf7e911af54e809069a2b88cf7caae9,ae1891d394f80ca55657b268e73b51f4f9d9177c404c5ca8170a17c2363c1be4,False,pass
