factor,valid_rows,total_rows,coverage
ta_momentum_rsi,9137,133958,0.06820794577404858
ta_momentum_roc,9129,133958,0.06814822556323624
ta_volatility_bbw,9036,133958,0.06745397811254274
ta_trend_macd_diff,9137,133958,0.06820794577404858
ta_volume_cmf,9036,133958,0.06745397811254274
