datetime,holding_count,gross_return,turnover,cost,net_return,universe_return,excess_return,net_excess_return
2017-02-07,200,0.0045982776,1.0,0.0005,0.0040982775,0.008637177,-0.004038899,-0.0045388993
2017-02-08,200,0.0036111518,0.050000000000000044,2.500000000000002e-05,0.0035861519,-0.00065286475,0.0042640166,0.0042390167
2017-02-09,200,0.0067939865,0.05500000000000005,2.7500000000000025e-05,0.0067664864,0.0068009,-6.913673e-06,-3.4413766e-05
2017-02-10,200,-0.00096827536,0.05500000000000005,2.7500000000000025e-05,-0.0009957753,-0.00039142556,-0.0005768498,-0.00060434977
2017-02-13,200,-0.003824004,0.06499999999999995,3.249999999999998e-05,-0.0038565039,-0.010147673,0.006323669,0.006291169
2017-02-14,200,0.0061770696,0.05500000000000005,2.7500000000000025e-05,0.0061495695,0.0073669604,-0.0011898908,-0.0012173909
2017-02-15,200,-0.0067209564,0.040000000000000036,2.000000000000002e-05,-0.0067409566,-0.009197951,0.0024769949,0.0024569947
2017-02-16,200,0.014038849,0.06999999999999995,3.4999999999999977e-05,0.014003849,0.010477976,0.0035608727,0.0035258727
2017-02-17,200,0.0058391113,0.06000000000000005,3.0000000000000028e-05,0.005809111,0.009665596,-0.003826485,-0.0038564852
2017-02-20,200,0.0028670449,0.24,0.00012,0.002747045,0.004752396,-0.0018853513,-0.0020053512
2017-02-21,200,-0.00023356796,0.04500000000000004,2.2500000000000022e-05,-0.00025606796,-0.0011280853,0.00089451735,0.00087201735
2017-02-22,200,0.0022927525,0.06499999999999995,3.249999999999998e-05,0.0022602526,0.0029276963,-0.00063494383,-0.00066744373
2017-02-23,200,-0.007820837,0.06499999999999995,3.249999999999998e-05,-0.007853338,-0.00833778,0.0005169427,0.00048444234
2017-02-24,200,0.0028775465,0.07999999999999996,3.999999999999998e-05,0.0028375464,0.004275591,-0.0013980446,-0.0014380447
2017-02-27,200,0.0017190308,0.09999999999999998,4.999999999999999e-05,0.0016690308,0.0032024013,-0.0014833705,-0.0015333706
2017-02-28,200,-0.005987252,0.10999999999999999,5.4999999999999995e-05,-0.0060422523,-0.007422507,0.0014352547,0.0013802545
2017-03-01,200,0.0010034746,0.06999999999999995,3.4999999999999977e-05,0.0009684746,0.002556693,-0.0015532185,-0.0015882184
2017-03-02,200,0.007491888,0.08999999999999997,4.499999999999998e-05,0.007446888,0.011644672,-0.0041527837,-0.004197784
2017-03-03,200,0.0018477744,0.07499999999999996,3.7499999999999976e-05,0.0018102743,0.0026855574,-0.000837783,-0.00087528303
2017-03-06,200,-0.0030148607,0.06499999999999995,3.249999999999998e-05,-0.0030473606,-0.0043851812,0.0013703206,0.0013378207
2017-03-07,200,-0.0067730034,0.06000000000000005,3.0000000000000028e-05,-0.0068030036,-0.008204265,0.0014312612,0.001401261
2017-03-08,200,-0.0011549995,0.06499999999999995,3.249999999999998e-05,-0.0011874995,-0.00016285882,-0.0009921406,-0.0010246406
2017-03-09,200,0.0067829276,0.07499999999999996,3.7499999999999976e-05,0.0067454274,0.008487519,-0.0017045913,-0.0017420915
2017-03-10,200,-0.0019945542,0.06999999999999995,3.4999999999999977e-05,-0.0020295542,-0.0018668172,-0.00012773694,-0.00016273698
