start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,topk,cost_bps,score_weights,score_clip,min_count
2017-02-07,2020-07-29,849,-0.0184934139251709,-0.027293622493743896,-0.0063362717628479,-0.029141008853912354,-0.03784829378128052,-0.26672356800141145,-0.3622532768210744,-0.4021959900856018,0.07148409893992934,3.574204946996466e-05,200,5.0,"std_20:-1,amplitude_20:-1",3.0,100
