parent_role,stage_id,artifact_id,manifest_path,artifact_status,lineage_status,direct_parent
linear_predictions,research_linear_model_test_release_v1,research_linear_model_test_release_v1:05490ec686e66efabda95a9529520978d884defa7123448505d20b785c126429,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/current/artifact_manifest.json,pass,complete,True
linear_release_freeze,research_linear_test_release_freeze_v1,research_linear_test_release_freeze_v1:a2e6a29d43ee605d1325ffd467f27e98da07289df086381b4b147962e89060f1,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/test_release_freeze/artifact_manifest.json,pass,complete,True
market_cache_v3,market_cache_v3,market_cache_v3:2c8048cb24fa97c7dadc2202c8721ae144e2b24e57d46ba24f131149ade9b835,E:/qlib_prj/qlib_baseline/outputs/market_cache_v3/current/artifact_manifest.json,pass,complete,True
qlib_environment,qlib_environment_v1,qlib_environment_v1:9fb963c45740b9a1eef36f32d703494eb446513f7857eec3d7ca9acbb3711983,E:/qlib_prj/qlib_baseline/outputs/qlib_environment_v1/current/artifact_manifest.json,pass,reference_only,False
