fee_schedule_id,sell_stamp_tax_rate,transfer_fee_rate,fill_count,commission,stamp_tax,transfer_fee
a_share_from_2023_08_28,0.0005,1e-05,28152,1169198.3380253543,935133.8180388906,37758.420866854925
