trading_day_count,accounting_day_count,order_count,fill_count,partial_count,rejected_count,ending_nav,total_cash_fee,total_slippage_cost,outer_split_id,method
119,119,8324,7137,4144,1187,11533776.759175617,594874.2132456749,1050466.3735501897,split_001,ridge
119,119,7898,6672,4191,1226,10790001.546808803,486016.2751556587,855030.634522808,split_001,elastic_net
123,123,8639,7154,4409,1485,9400243.66293915,527912.426545975,930490.5921420822,split_003,ridge
123,123,8644,7189,4441,1455,9553842.453550557,533287.661983791,939822.9554662287,split_003,elastic_net
