outer_split_id,method,input_kind,row_count,sha256
split_001,ridge,signal,239982,911984462a46d060067ae920bb0dd73e13531634d8dbb85fd07b775ce8eadff8
split_001,elastic_net,signal,239982,65e2fca17d62196083bc62402a36db5266d059f559057b52e9d4711ae609a343
split_001,all,market,269400,5a9b33647489f86ca532916c0adbb69cfc2c11834de667f5eec0bf05867695c9
split_002,ridge,signal,247932,2ce4e1c504a648c2bc2098239993bad75a483cdb677dc1691436a8d8b2ff7437
split_002,elastic_net,signal,247932,1a09a4bafaa19b08f23386f1ba57ea19fa9e095d35dcf5fb0cdc26ec9dd1a6c4
split_002,all,market,294376,6eacc2f161b46112f5fbc14bfdb6a1486cad2226065022c9c92735ba732594e2
split_003,ridge,signal,247968,974bbc0026b40b229e408b1d0d8c7a0035448b720beea55c982e80b886cb28d1
split_003,elastic_net,signal,247968,85f16c3b8136394f125283b1829f5a7b744a968ab911cbdef1bb22c5dc36e5f0
split_003,all,market,290160,ccb248ea04cc8caa8f1f1ee267cc0d3429d977a177d97edaea7fd03dfbeaf125
