canonical_count,mature,mature_label_count,common_count,common_coverage,common_over_finite_label,finite_B,finite_S,finite_R,finite_C,finite_H,scoreable,reason,IC_B,IC_S,IC_R,IC_C,IC_H,S-B,R-B,C-B,H-B,C-R,H-C,datetime,fold,common_keys_sha256
2000,True,1754,1754,0.877,1.0,2000,2000,2000,2000,2000,True,scoreable,0.390750989844674,0.3530676827094825,0.3940794965509298,0.43621849116660805,0.40692927174759197,-0.03768330713519147,0.003328506706255785,0.045467501321934056,0.01617828190291798,0.04213899461567827,-0.029289219419016077,2015-01-05,annual_2015,718f1c1f9f2b3aa7d53ac3714e81347bc5c1086b330d7f0b74d1f591605af227
2000,True,1759,1759,0.8795,1.0,2000,2000,2000,2000,2000,True,scoreable,0.3376746737347829,0.3239816480312712,0.338278038747123,0.42475803361227893,0.3745392087192547,-0.013693025703511663,0.0006033650123400958,0.08708335987749605,0.03686453498447184,0.08647999486515595,-0.050218824893024205,2015-01-06,annual_2015,9ae66c4ab08299c766bbcef9c6f5a28ad94020d6633decfaff6b6da7463e897a
2000,True,1760,1760,0.88,1.0,2000,2000,2000,2000,2000,True,scoreable,0.33242114899874,0.3131282302928007,0.335421596828918,0.4117483569789468,0.36785840882051635,-0.0192929187059393,0.003000447830177999,0.07932720798020682,0.03543725982177637,0.07632676015002882,-0.04388994815843045,2015-01-07,annual_2015,4b6b93de9ca3950dcaafc831e82bed3c88a40ceca96713b994ecc84f89287264
2000,True,1757,1757,0.8785,1.0,2000,2000,2000,2000,2000,True,scoreable,0.2956703601363442,0.2942321349168536,0.29077646603040525,0.3756002846246584,0.3354068885753667,-0.001438225219490552,-0.004893894105938934,0.07992992448831421,0.039736528439022534,0.08482381859425314,-0.040193396049291674,2015-01-08,annual_2015,8aeb60ed02d754bb30630ecbec61c1b89eae803477ff7af01b9d3c8f5efba5e5
2000,True,1756,1756,0.878,1.0,2000,2000,2000,2000,2000,True,scoreable,0.31374520107380527,0.30519352021570817,0.3053514872384885,0.3878217563418337,0.34295476261756075,-0.0085516808580971,-0.008393713835316785,0.07407655526802842,0.02920956154375548,0.0824702691033452,-0.04486699372427294,2015-01-09,annual_2015,99f3bdac5cc829f9a56fa95f2db02fa26805e335596d9838a0d4dfcbdbb8b746
2000,True,1755,1755,0.8775,1.0,2000,2000,2000,2000,2000,True,scoreable,0.2607078026450948,0.26351109708557197,0.2551855254828628,0.33083841060155844,0.29348919721181665,0.0028032944404771665,-0.0055222771622320255,0.07013060795646364,0.032781394566721855,0.07565288511869567,-0.03734921338974179,2015-01-12,annual_2015,ab4e3748ab2a5f626e79ce583b15837fc5736b58fa175786736313f26654a75a
2000,True,1754,1754,0.877,1.0,2000,2000,2000,2000,2000,True,scoreable,0.2019896203938324,0.22150333567296954,0.19243869517851875,0.2894247301761989,0.24383980809489547,0.019513715279137145,-0.009550925215313644,0.08743510978236652,0.04185018770106308,0.09698603499768016,-0.045584922081303436,2015-01-13,annual_2015,74090ebaa8225e659d8db8758da7e68945f652154641751bcbd48ab746db6a0d
2000,True,1753,1753,0.8765,1.0,2000,2000,2000,2000,2000,True,scoreable,0.2580129434926805,0.26555577289552473,0.24625622052714055,0.3585172780187065,0.3059119666023454,0.007542829402844231,-0.01175672296553995,0.10050433452602597,0.04789902310966487,0.11226105749156592,-0.0526053114163611,2015-01-14,annual_2015,84ec185a36c7956506249ca5e75846304b5922070310b711f843ce5f6da1ef1b
2000,True,1760,1760,0.88,1.0,2000,2000,2000,2000,2000,True,scoreable,0.3156998172699817,0.3045048338175819,0.30914736211257804,0.4053114342811106,0.3521196088039599,-0.011194983452399776,-0.006552455157403658,0.08961161701112891,0.03641979153397823,0.09616407216853257,-0.05319182547715068,2015-01-15,annual_2015,47afb02c781f85fc94d6d23b7512e5d289cd36033b7a70e1b5ee2de321682126
2000,True,1750,1750,0.875,1.0,2000,2000,2000,2000,2000,True,scoreable,0.1481743619933229,0.15363515399726954,0.14540992264427038,0.23769819272643594,0.19207891869530147,0.005460792003946641,-0.0027644393490525165,0.08952383073311304,0.04390455670197857,0.09228827008216556,-0.04561927403113447,2015-01-16,annual_2015,01b816618f24c12f4797cd15b81e4a57c1471dc3b677766c587702e6b47d5ab6
2000,True,1757,1757,0.8785,1.0,2000,2000,2000,2000,2000,True,scoreable,0.11154290177821824,0.09202725891881135,0.11012171429723856,0.17826044265134913,0.14230310733360557,-0.019515642859406893,-0.001421187480979677,0.06671754087313089,0.030760205555387332,0.06813872835411057,-0.03595733531774356,2015-01-19,annual_2015,124559a7de55733f3dcb47c48f296222f16b06ccb823ab931c0b36453ac1e592
2000,True,1749,1749,0.8745,1.0,2000,2000,2000,2000,2000,True,scoreable,0.11375626727141476,0.11161527108036717,0.1088283132467057,0.2073287517194843,0.17494191873430617,-0.0021409961910475866,-0.004927954024709066,0.09357248444806955,0.06118565146289141,0.09850043847277862,-0.03238683298517814,2015-01-20,annual_2015,a4f37cd4e5e5de58574ba9d120d4e8a19221369b314e7202e1c668ac1fd69d83
2000,True,1747,1747,0.8735,1.0,2000,2000,2000,2000,2000,True,scoreable,0.12709711536542775,0.11847856319056127,0.12270463938716951,0.17307580458241456,0.1613714237658992,-0.008618552174866484,-0.004392475978258245,0.04597868921698681,0.03427430840047144,0.05037116519524505,-0.01170438081651537,2015-01-21,annual_2015,2cfcecbf40d641ea96738bac5dfab3927a957a02c2879a889446a9352fb46b62
2000,True,1742,1742,0.871,1.0,2000,2000,2000,2000,2000,True,scoreable,0.11766252853396861,0.10861650654210468,0.12020672661741759,0.2125380792500961,0.1846547373619832,-0.009046021991863926,0.0025441980834489814,0.0948755507161275,0.0669922088280146,0.09233135263267851,-0.027883341888112895,2015-01-22,annual_2015,527911978c66ada9944069c2b0bfe4e2392e46541db029cf827988b86b49563e
2000,True,1739,1739,0.8695,1.0,2000,2000,2000,2000,2000,True,scoreable,0.12634904388240656,0.10652227719266313,0.12701655583740265,0.22969970145797594,0.18638294596608115,-0.019826766689743425,0.0006675119549960917,0.10335065757556938,0.060033902083674595,0.10268314562057329,-0.04331675549189479,2015-01-23,annual_2015,1a2aa5085138f1e528da2d0b89fbce17a3518c25fa49f7a7404db401418ccd83
2000,True,1742,1742,0.871,1.0,2000,2000,2000,2000,2000,True,scoreable,0.08486947895044894,0.08388762210318644,0.0868218900260675,0.19172435864016593,0.15536861095517218,-0.0009818568472624994,0.0019524110756185542,0.10685487968971699,0.07049913200472324,0.10490246861409844,-0.03635574768499375,2015-01-26,annual_2015,126aa40a3940331a130d17f2098e872570e4fb2262d057c6e6a2fd822234ea06
2000,True,1750,1750,0.875,1.0,2000,2000,2000,2000,2000,True,scoreable,0.05463506381207939,0.048239849387936164,0.055225295534174934,0.17059228850744046,0.12953784634044396,-0.006395214424143224,0.0005902317220955466,0.11595722469536107,0.07490278252836458,0.11536699297326553,-0.041054442166996497,2015-01-27,annual_2015,27fd56c0c567fa58bc51f276dc2615dc1f189a12466cd31daaf3341951a1c0ef
2000,True,1744,1744,0.872,1.0,2000,2000,2000,2000,2000,True,scoreable,0.06766812117841797,0.08162271004912074,0.06924766184339252,0.18732099855858145,0.14840231167875523,0.013954588870702764,0.001579540664974552,0.11965287738016347,0.08073419050033726,0.11807333671518892,-0.03891868687982622,2015-01-28,annual_2015,18830b72602ccb8fa90c17c19d258737bf31c0df43ab6ba78027d2443e6f95b2
2000,True,1738,1738,0.869,1.0,2000,2000,2000,2000,2000,True,scoreable,0.06384419335734264,0.08091768536204984,0.06418013262270525,0.16073869714089833,0.12533374892855215,0.017073492004707203,0.0003359392653626142,0.0968945037835557,0.06148955557120951,0.09655856451819309,-0.03540494821234619,2015-01-29,annual_2015,e12341bff4bdc100e41de5b0b0811c8f88d026d33b5ee5cf65392b673f82d6b2
2000,True,1727,1727,0.8635,1.0,2000,2000,2000,2000,2000,True,scoreable,0.07647534308791167,0.07891984275314524,0.07201392257212033,0.17199322990968857,0.13325486234365333,0.0024444996652335793,-0.004461420515791334,0.0955178868217769,0.056779519255741664,0.09997930733756824,-0.03873836756603524,2015-01-30,annual_2015,29d5242d6b77a84dce89bfee5a8550e6a82973163105376302970629296886e8
2000,True,1755,1755,0.8775,1.0,2000,2000,2000,2000,2000,True,scoreable,0.12211825509167605,0.114568924330253,0.11294304620459279,0.23731787714545474,0.1890821563199304,-0.0075493307614230565,-0.009175208887083258,0.11519962205377869,0.06696390122825434,0.12437483094086195,-0.04823572082552435,2015-02-02,annual_2015,c4107e06e4b275e1e729363112b4c866b56980ce3e9c76353206260429e95e61
