batch_id,status,factor_count,factors,evaluator_status_rows,failure_rows,metric_rows,context_metric_rows,output_dir
batch_001,pass,5,"alpha360_CLOSE59,alpha360_CLOSE58,alpha360_CLOSE57,alpha360_CLOSE56,alpha360_CLOSE55",15,10,90,0,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_smoke_batch1\runs\batch_001
