instrument,row_count,can_buy_rate,can_sell_rate,avg_tradability_score,suspended_rate,low_liquidity_rate,core_missing_rate
SZ300433,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH600036,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300408,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH600028,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH601939,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH601288,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300498,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH600547,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH601857,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300144,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH601328,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300316,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH601398,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH601989,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH600837,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH600519,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SH600741,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300003,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300496,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ000725,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300033,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300015,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ300014,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
SZ000333,727,0.9986244841815681,0.9986244841815681,99.97248968363137,0.0,0.0,0.0
