datetime,instrument_count,can_buy_count,can_sell_count,can_buy_rate,can_sell_rate,avg_tradability_score,suspended_count,limit_up_count,limit_down_count,low_liquidity_count,core_missing_count
2021-04-13,1973,1160,1950,0.5879371515458692,0.988342625443487,88.90775468829194,10,20,12,785,10
2021-04-14,1973,1155,1959,0.5854029396857577,0.9929042067916878,88.99645210339584,10,25,2,785,10
2021-04-15,1973,1157,1944,0.5864166244298024,0.9853015712113533,88.63659401926002,14,18,14,784,14
2021-04-16,1973,1140,1955,0.5778003041054233,0.9908768373035985,88.71515458692346,10,37,3,785,10
2021-04-19,1973,1138,1958,0.5767866193613786,0.9923973644196655,88.62899138367968,10,42,4,785,10
2021-04-20,1973,1164,1958,0.5899645210339585,0.9923973644196655,89.08261530663964,10,17,4,785,10
2021-04-21,1973,1164,1958,0.5899645210339585,0.9923973644196655,89.24480486568677,8,13,5,786,8
2021-04-22,1973,1162,1962,0.5889508362899138,0.9944247339077547,89.17891535732387,9,18,2,786,9
2021-04-23,1973,1159,1953,0.587430309173847,0.9898631525595539,88.92295995945261,14,16,5,784,14
2021-04-26,1973,1160,1947,0.5879371515458692,0.9868220983274202,88.88748099341105,12,16,8,785,12
2021-04-27,1972,1162,1946,0.5892494929006086,0.986815415821501,88.84127789046653,15,13,9,783,15
