datetime,instrument,alpha158_ROC10,alpha158_ROC30,alpha158_ROC60,alpha158_MIN5,alpha158_MIN10,alpha158_MIN30,alpha158_MIN60,alpha158_QTLD10,alpha158_QTLD30,alpha158_QTLD60,alpha158_IMIN20,alpha158_IMIN30,alpha158_IMIN60,alpha158_VSUMN60
2024-08-02,SH600000,1.030714,0.9304354,0.88828623,0.979955,0.9728807,0.91449684,0.888322,0.9914822,0.94842404,0.92910135,0.05,0.033333335,0.016666668,0.5029031
2024-08-05,SH600000,1.0238571,0.9381344,0.9139809,0.9952254,0.98333246,0.93125117,0.9024463,1.0009483,0.9682892,0.9402089,0.05,0.033333335,0.05,0.5099603
2024-08-06,SH600000,1.0424201,0.9599157,0.9318114,0.9939321,0.9939321,0.9516812,0.9177456,1.0157475,0.9933846,0.9592074,1.0,0.033333335,0.033333335,0.50023663
2024-08-07,SH600000,1.028915,0.9530035,0.91474897,0.9856146,0.9856146,0.9437516,0.91006565,1.0019724,0.98945004,0.95188284,0.95,0.033333335,0.016666668,0.51130944
2024-08-08,SH600000,1.0167444,0.94621027,0.9082018,0.9773628,0.9773628,0.94041526,0.9070529,0.99358374,0.98184776,0.9448025,0.9,0.033333335,0.016666668,0.5034975
2024-08-09,SH600000,0.97656304,0.9306354,0.9069074,0.9601475,0.9601475,0.9272662,0.90355533,0.98074096,0.965718,0.92931074,0.85,0.033333335,0.33333334,0.5190018
2024-08-12,SH600000,0.99421084,0.9308922,0.9174325,0.95458907,0.95458907,0.92864054,0.89832455,0.9750633,0.96556914,0.9241624,0.8,0.16666667,0.31666666,0.53412527
2024-08-13,SH600000,0.9767257,0.95786047,0.9342971,0.9569243,0.95348513,0.92756665,0.8972857,0.9739357,0.9670691,0.9230936,0.75,0.13333334,0.3,0.5527038
2024-08-14,SH600000,0.98014927,0.9600811,0.947765,0.9673292,0.9556956,0.92971706,0.8993659,0.9761936,0.9715569,0.92523366,0.7,0.1,0.28333333,0.5293397
2024-08-15,SH600000,0.9805356,0.938126,0.94139373,0.962259,0.9370936,0.91162074,0.8818603,0.9571926,0.95345604,0.9072246,0.65,0.06666667,0.26666668,0.5245997
2024-08-16,SH600000,0.9570646,0.909008,0.9286516,0.95931286,0.9254571,0.90030056,0.8709097,0.9453066,0.94585377,0.895959,0.6,0.033333335,0.25,0.5222834
2024-08-19,SH600000,0.9290336,0.9015005,0.9026019,0.94345766,0.9080029,0.8993444,0.85448426,0.927478,0.9290336,0.87906116,0.55,0.033333335,0.23333333,0.50334805
2024-08-20,SH600000,0.92481357,0.9353356,0.9245349,0.955094,0.9225174,0.9192019,0.8650232,0.95398235,0.94071496,0.8899032,0.5,0.6666667,0.21666667,0.5038265
2024-08-21,SH600000,0.9274479,0.9355554,0.91940963,0.9497993,0.92523354,0.9141062,0.8602278,0.9555956,0.9361652,0.8849699,0.45,0.6333333,0.2,0.49822703
2024-08-22,SH600000,0.93005794,0.92068636,0.908903,0.9655738,0.9334151,0.90900403,0.8554264,0.95202595,0.9320425,0.88003033,0.4,0.6,0.18333334,0.5050117
2024-08-23,SH600000,0.9477787,0.94743377,0.90024835,0.97996104,0.94329786,0.9100073,0.8563705,0.9541804,0.9330712,0.88100165,0.35,0.56666666,0.16666667,0.52294105
2024-08-26,SH600000,0.96616095,0.9645529,0.90589386,0.9931843,0.95829916,0.9222866,0.86792606,0.9808152,0.9456617,0.8928896,0.3,0.53333336,0.15,0.5035661
2024-08-27,SH600000,0.96727955,0.9623855,0.8993917,0.9931843,0.95829916,0.9222866,0.86792606,0.99409914,0.9456617,0.8928896,0.25,0.5,0.13333334,0.5255489
2024-08-28,SH600000,0.9716317,0.9886668,0.90989727,0.99319726,0.96484256,0.92858416,0.87385243,1.0027031,0.9521188,0.89898634,0.2,0.46666667,0.11666667,0.5072552
2024-08-29,SH600000,1.0222206,1.0257062,0.9352988,0.9976608,0.9976608,0.9579164,0.90145576,1.0343766,0.9821945,0.92738366,0.15,0.43333334,0.1,0.48486736
2024-08-30,SH600000,1.0497864,1.0355723,0.9439534,0.9940688,0.9940688,0.97153234,0.9142692,1.0398438,0.9961555,0.94056565,0.1,0.4,0.083333336,0.4736794
2024-09-02,SH600000,1.0751129,1.0226449,0.9554503,0.99523246,0.99523246,0.97620565,0.918667,1.0162363,1.0,0.94508994,0.05,0.36666667,0.06666667,0.5006145
2024-09-03,SH600000,1.079997,1.041165,0.9528898,0.9939394,0.9939394,0.99273527,0.9342224,1.0208459,1.0166917,0.9619958,1.0,0.33333334,0.05,0.5010739
2024-09-04,SH600000,1.07686,1.02761,0.94022834,0.98555833,0.98555833,0.98436433,0.9263449,1.0066861,1.0071636,0.9587643,0.95,0.3,0.033333335,0.5045019
2024-09-05,SH600000,1.0829042,1.0240281,0.9425416,0.98555833,0.98555833,0.98436433,0.9263449,1.0,1.0059698,0.9654802,0.9,0.26666668,0.016666668,0.5044191
2024-09-06,SH600000,1.0676094,0.98814255,0.9314332,0.9727108,0.9727108,0.97153234,0.9176789,0.98696417,0.99403447,0.96251285,0.85,0.23333333,0.033333335,0.5106253
2024-09-09,SH600000,1.0597169,1.0179299,0.93235534,0.97854835,0.97854835,0.9773628,0.9231862,0.99288726,1.0,0.97682446,0.8,0.2,0.016666668,0.5025821
2024-09-10,SH600000,1.0447773,0.9870708,0.9181154,0.9683007,0.96475285,0.96358407,0.9112904,0.97888964,0.98590213,0.9673338,0.75,0.16666667,0.06666667,0.49564722
2024-09-11,SH600000,1.0690849,1.0181367,0.96109277,0.9951515,0.9939394,0.99273527,0.9388596,1.0068032,1.0142835,0.9972908,0.7,0.13333334,0.05,0.5098128
2024-09-12,SH600000,1.0094562,1.0118018,0.9338807,0.9669422,0.9669422,0.9669422,0.91449684,0.9806773,0.9879637,0.9725846,1.0,1.0,0.033333335,0.48719615
2024-09-13,SH600000,1.0095918,1.0143505,0.94378763,0.9808183,0.9808183,0.9808183,0.9276203,0.9947505,0.9992862,0.9877909,0.95,0.96666664,0.016666668,0.5101288
2024-09-18,SH600000,1.0083575,1.0071636,0.94485486,0.9843314,0.9843314,0.9843314,0.93792236,0.99831355,1.0,0.9915678,0.9,0.93333334,0.016666668,0.5140444
2024-09-19,SH600000,0.9683014,0.9671354,0.92836845,0.9612348,0.9612348,0.9612348,0.9204046,0.97653574,0.979334,0.97255707,0.85,0.9,0.016666668,0.5015871
2024-09-20,SH600000,0.97767556,0.9764354,0.9305464,0.9623568,0.9623568,0.9623568,0.9215124,0.97767556,0.983979,0.9760998,0.8,0.8666667,0.016666668,0.49391717
2024-09-23,SH600000,0.96410066,0.97100717,0.918777,0.957148,0.9489946,0.9489946,0.91315,0.9668633,0.9703165,0.9638561,0.75,0.8333333,0.016666668,0.5121566
2024-09-24,SH600000,0.9273957,0.9383922,0.87330097,0.90870553,0.9009648,0.9009648,0.87013936,0.9179291,0.9212076,0.9153063,0.7,0.8,0.016666668,0.46513677
2024-09-25,SH600000,0.8830226,0.904089,0.8416094,0.87462544,0.86300457,0.86300457,0.83957374,0.87925416,0.8823945,0.8767419,0.65,0.76666665,0.083333336,0.43949932
2024-09-26,SH600000,0.86377686,0.8729257,0.83614105,0.85671926,0.8322938,0.8322938,0.8096968,0.8479651,0.85099375,0.8463499,0.6,0.73333335,0.06666667,0.47939628
2024-09-27,SH600000,0.835881,0.8682771,0.83361644,0.85715467,0.8297808,0.8297808,0.807252,0.85572124,0.84842426,0.8442977,0.55,0.7,0.05,0.4941191
2024-09-30,SH600000,0.8361118,0.8627727,0.8093896,0.8548916,0.8154178,0.80847174,0.7865215,0.8369331,0.82663643,0.8239642,0.5,0.6666667,0.033333335,0.41986638
2024-10-08,SH600000,0.79523414,0.8428335,0.7661424,0.8809393,0.78668153,0.7799802,0.7588035,0.81124645,0.7975047,0.7975047,0.45,0.6333333,0.016666668,0.4218176
2024-10-09,SH600000,0.839609,0.91021866,0.8205626,0.9516086,0.83758223,0.8264535,0.81860006,0.86865485,0.84502226,0.84562373,0.4,0.6,0.016666668,0.46375474
2024-10-10,SH600000,0.826388,0.86420566,0.8083223,0.9311169,0.8176649,0.79435295,0.79435295,0.8727448,0.8122004,0.81277853,0.35,0.56666666,0.78333336,0.47646073
2024-10-11,SH600000,0.8376314,0.8818748,0.8250427,0.9665543,0.8326929,0.80610025,0.80610025,0.9261916,0.82421166,0.82479835,0.3,0.53333336,0.76666665,0.49146098
2024-10-14,SH600000,0.82980126,0.86633635,0.79762405,0.95283866,0.8326913,0.7874769,0.7874769,0.93941855,0.8051699,0.80650705,0.25,0.5,0.75,0.47421324
2024-10-15,SH600000,0.8868496,0.87806654,0.8319099,0.966806,0.9024439,0.79902023,0.79902023,0.9623478,0.81697255,0.8183294,0.2,0.46666667,0.73333335,0.4982359
2024-10-16,SH600000,0.91779757,0.8588328,0.8283896,0.9690472,0.91201067,0.7920635,0.7920635,0.95761985,0.8098595,0.81120455,0.15,0.43333334,0.71666664,0.49766144
2024-10-17,SH600000,0.96282125,0.8689023,0.83621895,0.98040897,0.9393189,0.8013502,0.8013502,0.9868781,0.8193549,0.8207156,0.1,0.4,0.7,0.5003663
2024-10-18,SH600000,0.9724125,0.8689748,0.8591265,0.9871921,0.96750027,0.80688924,0.80688924,0.9996085,0.82501835,0.82638854,0.05,0.36666667,0.68333334,0.51475114
2024-10-21,SH600000,0.99706674,0.8415424,0.8631753,0.9793307,0.9753728,0.80610025,0.80610025,0.99980444,0.82421166,0.82558054,0.1,0.33333334,0.6666667,0.5008743
2024-10-22,SH600000,1.0365286,0.83218926,0.86179215,0.9822118,0.9782422,0.80847174,0.80847174,1.001569,0.82663643,0.8280093,0.05,0.3,0.65,0.50973916
2024-10-23,SH600000,0.97346914,0.8241644,0.84282756,0.9774194,0.9774194,0.804527,0.804527,0.99785316,0.8226031,0.82396924,0.05,0.26666668,0.6333333,0.51497436
2024-10-24,SH600000,1.0167769,0.8136174,0.8471099,0.9812495,0.9812495,0.8076797,0.8076797,1.0007837,0.83038205,0.8271981,0.05,0.23333333,0.6166667,0.50877607
2024-10-25,SH600000,1.0079458,0.82543886,0.8482291,0.9871123,0.9871123,0.81250536,0.81250536,1.0057777,0.8394949,0.83214045,0.05,0.2,0.6,0.5046648
2024-10-28,SH600000,1.0338209,0.82706904,0.8469419,0.9890656,0.9890618,0.81411004,0.81411004,1.0059742,0.8443128,0.83378386,0.05,0.16666667,0.5833333,0.5148275
2024-10-29,SH600000,1.026041,0.84387815,0.83387196,0.9960118,0.9960079,0.8198275,0.8198275,1.0086141,0.8516843,0.8398384,0.05,0.13333334,0.56666666,0.50803745
2024-10-30,SH600000,1.0402248,0.8430356,0.85815114,0.9969819,0.9969819,0.82392406,0.82392406,1.0106434,0.8569519,0.8440349,0.05,0.1,0.55,0.5023148
2024-10-31,SH600000,1.0386144,0.86377686,0.852609,0.9867886,0.9867886,0.8322938,0.8322938,1.0141965,0.87479335,0.8534166,0.05,0.06666667,0.53333336,0.489963
2024-11-01,SH600000,1.0211117,0.8299812,0.84503436,0.9768652,0.9768652,0.82392406,0.82392406,1.0,0.9052342,0.84728295,0.95,0.033333335,0.51666665,0.49974132
