datetime,instrument,score,method,signal_artifact_id,profile_name,profile_type,research_run_family_id,split_id
2024-08-01,SH600000,-0.42660981208897536,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_001
2024-08-01,SH600004,0.11666373354427235,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_001
2024-08-01,SH600006,-1.2497648098738108,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_001
2024-08-01,SH600008,-0.36445336703251713,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_001
2024-08-01,SH600009,0.13486480608466583,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_001
2025-02-05,SH600000,-0.14695372871413542,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_002
2025-02-05,SH600004,0.3707182373145708,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_002
2025-02-05,SH600006,0.8201144684752626,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_002
2025-02-05,SH600008,-0.001572132311215516,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_002
2025-02-05,SH600009,0.7944870838545641,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_002
2025-08-05,SH600000,-0.4583913230973466,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_003
2025-08-05,SH600006,0.4742951765202438,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_003
2025-08-05,SH600008,0.9047756111265838,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_003
2025-08-05,SH600009,0.21795470246841436,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_003
2025-08-05,SH600010,-0.7489350709659899,stability_weight,factor_score_construction_v1:4eb1ff773d53b66b94c5f52e113383de30d3082603e754ce5d50af9e7577ab20,full_research,full_research,full_research_factor_trial_v1,split_003
