event_id,datetime,instrument,side,requested_shares,executed_shares,unfilled_shares,base_price,fill_price,gross_value,status,reason,commission,stamp_tax,slippage_cost,cash_fee,implementation_cost,split_id
event_000333,2024-08-07,SZ002316,buy,66700.0,0.0,66700.0,2.990000099744814,2.990000099744814,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_001
event_000447,2024-08-08,SZ002316,buy,67500.0,0.0,67500.0,2.8400001512233444,2.8400001512233444,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_001
event_002607,2025-03-14,SZ002647,buy,34600.0,0.0,34600.0,5.789999864425132,5.789999864425132,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005320,2025-04-24,SH600696,buy,25200.0,0.0,25200.0,7.30999960839148,7.30999960839148,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005441,2025-04-25,SH600696,buy,23100.0,0.0,23100.0,6.939999767746361,6.939999767746361,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005552,2025-04-28,SH600696,buy,26000.0,0.0,26000.0,6.590000351317527,6.590000351317527,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005628,2025-04-29,SH600696,buy,27300.0,0.0,27300.0,6.259999733154233,6.259999733154233,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005828,2025-05-06,SH603580,buy,10799.999999999998,0.0,10799.999999999998,15.070001107376557,15.070001107376557,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005948,2025-05-07,SH603398,buy,27000.0,0.0,27000.0,6.749999593725167,6.749999593725167,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
