split_id,kind,rows,sha256
split_001,signal,239982,ebaaceb954588b570161eba680cf806a44dfc429cfc6e80cdb08fca5ba652c26
split_001,market,269400,79e3c64bbe95bcae76fadeda0a580417fd56b4fc980372e6c5cac14a9a15f257
split_002,signal,247932,ba8e64b4e5896c44306c4df5e2ef4706a8727fd27b6509904a064fa8a8b92b4b
split_002,market,294376,a2a0c65b42b904aff3dd5ed9cf26c2c2602613bd30d48dc0226aa95717f2c2da
split_003,signal,247968,dc4b0cd8fd54dac462d0391e57f1b487433accd6cd093437dbd75c964ab31b84
split_003,market,290160,fa892c1d8f4891e07ef9e14bb1190de40837f1eda35efb213c7db6bdbfdfccc0
