outer_split_id,factor,test_family,metric,observation_count,contiguous_segment_count,eligible_block_count,legacy_p_value,gap_aware_p_value,p_value_absolute_difference,legacy_ci_lower,legacy_ci_upper,gap_aware_ci_lower,gap_aware_ci_upper,ci_endpoint_max_absolute_difference
split_001,alpha158_BETA10,gap_audit|split_001,rank_ic,688,1,669,0.0297029702970297,0.0297029702970297,0.0,-0.061194811928207034,-0.009636784322162657,-0.061194811928207034,-0.009636784322162657,0.0
split_001,alpha158_BETA20,gap_audit|split_001,rank_ic,688,1,669,0.019801980198019802,0.019801980198019802,0.0,-0.08865784399753786,-0.022503476057681313,-0.08865784399753786,-0.022503476057681313,0.0
split_001,alpha158_BETA30,gap_audit|split_001,rank_ic,688,1,669,0.009900990099009901,0.009900990099009901,0.0,-0.12098417445221664,-0.04274223372288856,-0.12098417445221664,-0.04274223372288856,0.0
split_001,alpha158_BETA5,gap_audit|split_001,rank_ic,688,1,669,0.04950495049504951,0.04950495049504951,0.0,-0.034181456377610615,0.0018294895370537419,-0.034181456377610615,0.0018294895370537419,0.0
split_001,alpha158_BETA60,gap_audit|split_001,rank_ic,688,1,669,0.009900990099009901,0.009900990099009901,0.0,-0.1120955529531692,-0.03843404588167724,-0.1120955529531692,-0.03843404588167724,0.0
split_001,alpha158_CNTD10,gap_audit|split_001,rank_ic,688,1,669,0.22772277227722773,0.22772277227722773,0.0,-0.04643786602284769,0.003292777911562912,-0.04643786602284769,0.003292777911562912,0.0
split_001,alpha158_CNTD20,gap_audit|split_001,rank_ic,688,1,669,0.09900990099009901,0.09900990099009901,0.0,-0.07052316184945885,-0.0010343166293582742,-0.07052316184945885,-0.0010343166293582742,0.0
split_001,alpha158_CNTD30,gap_audit|split_001,rank_ic,688,1,669,0.009900990099009901,0.009900990099009901,0.0,-0.08050465256471756,-0.008062411232908746,-0.08050465256471756,-0.008062411232908746,0.0
split_001,alpha158_CNTD5,gap_audit|split_001,rank_ic,688,1,669,0.16831683168316833,0.16831683168316833,0.0,-0.02578915626244866,0.0032738424139720744,-0.02578915626244866,0.0032738424139720744,0.0
split_001,alpha158_CNTD60,gap_audit|split_001,rank_ic,688,1,669,0.07920792079207921,0.07920792079207921,0.0,-0.08447115786893787,-0.004983866058637786,-0.08447115786893787,-0.004983866058637786,0.0
split_001,alpha158_CNTN10,gap_audit|split_001,rank_ic,688,1,669,0.40594059405940597,0.40594059405940597,0.0,-0.011278778100413037,0.04231394569155733,-0.011278778100413037,0.04231394569155733,0.0
split_001,alpha158_CNTN20,gap_audit|split_001,rank_ic,688,1,669,0.21782178217821782,0.21782178217821782,0.0,-0.009420448850449722,0.04963109460158464,-0.009420448850449722,0.04963109460158464,0.0
split_001,alpha158_CNTN30,gap_audit|split_001,rank_ic,688,1,669,0.12871287128712872,0.12871287128712872,0.0,-0.015256908922334778,0.07524103100177165,-0.015256908922334778,0.07524103100177165,0.0
split_001,alpha158_CNTN60,gap_audit|split_001,rank_ic,688,1,669,0.32673267326732675,0.32673267326732675,0.0,-0.018399960675745796,0.06447133425768942,-0.018399960675745796,0.06447133425768942,0.0
split_001,alpha158_CNTP10,gap_audit|split_001,rank_ic,688,1,669,0.04950495049504951,0.04950495049504951,0.0,-0.04592174285833221,-0.002327321554643165,-0.04592174285833221,-0.002327321554643165,0.0
split_001,alpha158_CNTP20,gap_audit|split_001,rank_ic,688,1,669,0.04950495049504951,0.04950495049504951,0.0,-0.07105697900126842,-0.002823697614436377,-0.07105697900126842,-0.002823697614436377,0.0
split_001,alpha158_CNTP30,gap_audit|split_001,rank_ic,688,1,669,0.009900990099009901,0.009900990099009901,0.0,-0.08968738184558667,-0.01828496980155305,-0.08968738184558667,-0.01828496980155305,0.0
split_001,alpha158_CNTP5,gap_audit|split_001,rank_ic,688,1,669,0.07920792079207921,0.07920792079207921,0.0,-0.03198788753813245,0.0020407651453656986,-0.03198788753813245,0.0020407651453656986,0.0
split_001,alpha158_CNTP60,gap_audit|split_001,rank_ic,688,1,669,0.04950495049504951,0.04950495049504951,0.0,-0.09417879635556092,-0.003685598787407783,-0.09417879635556092,-0.003685598787407783,0.0
split_001,alpha158_CORD10,gap_audit|split_001,rank_ic,688,1,669,0.009900990099009901,0.009900990099009901,0.0,-0.0485243651397846,-0.005668902784118284,-0.0485243651397846,-0.005668902784118284,0.0
split_002,alpha158_BETA10,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.05594911055732277,-0.012975321035673355,-0.05594911055732277,-0.012975321035673355,0.0
split_002,alpha158_BETA20,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.09500137844448424,-0.026988992925055896,-0.09500137844448424,-0.026988992925055896,0.0
split_002,alpha158_BETA30,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.11971354029105338,-0.044045004261073446,-0.11971354029105338,-0.044045004261073446,0.0
split_002,alpha158_BETA5,gap_audit|split_002,rank_ic,808,1,789,0.07920792079207921,0.07920792079207921,0.0,-0.0374092659639145,-0.0016341505779365884,-0.0374092659639145,-0.0016341505779365884,0.0
