outer_split_id,factor,test_family,metric,observation_count,contiguous_segment_count,eligible_block_count,legacy_p_value,gap_aware_p_value,p_value_absolute_difference,legacy_ci_lower,legacy_ci_upper,gap_aware_ci_lower,gap_aware_ci_upper,ci_endpoint_max_absolute_difference
split_002,alpha158_BETA60,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.11229046253805683,-0.02290196326698707,-0.11229046253805683,-0.02290196326698707,0.0
split_002,alpha158_CNTD10,gap_audit|split_002,rank_ic,808,1,789,0.12871287128712872,0.12871287128712872,0.0,-0.043434986565059494,0.005293549376020768,-0.043434986565059494,0.005293549376020768,0.0
split_002,alpha158_CNTD20,gap_audit|split_002,rank_ic,808,1,789,0.0594059405940594,0.0594059405940594,0.0,-0.05495278501144994,0.0016838047266387185,-0.05495278501144994,0.0016838047266387185,0.0
split_002,alpha158_CNTD30,gap_audit|split_002,rank_ic,808,1,789,0.0297029702970297,0.0297029702970297,0.0,-0.07408792053648094,-0.016156008882857967,-0.07408792053648094,-0.016156008882857967,0.0
split_002,alpha158_CNTD5,gap_audit|split_002,rank_ic,808,1,789,0.19801980198019803,0.19801980198019803,0.0,-0.026845542653761743,0.005086172845593817,-0.026845542653761743,0.005086172845593817,0.0
split_002,alpha158_CNTD60,gap_audit|split_002,rank_ic,808,1,789,0.0594059405940594,0.0594059405940594,0.0,-0.07055092876494434,-0.0017804561665526117,-0.07055092876494434,-0.0017804561665526117,0.0
split_002,alpha158_CNTN10,gap_audit|split_002,rank_ic,808,1,789,0.25742574257425743,0.25742574257425743,0.0,-0.01066406123290925,0.03321127879665882,-0.01066406123290925,0.03321127879665882,0.0
split_002,alpha158_CNTN20,gap_audit|split_002,rank_ic,808,1,789,0.1485148514851485,0.1485148514851485,0.0,-0.005184292039682521,0.04664112728395648,-0.005184292039682521,0.04664112728395648,0.0
split_002,alpha158_CNTN30,gap_audit|split_002,rank_ic,808,1,789,0.09900990099009901,0.09900990099009901,0.0,-0.0038576015812750233,0.0642408325193552,-0.0038576015812750233,0.0642408325193552,0.0
split_002,alpha158_CNTN60,gap_audit|split_002,rank_ic,808,1,789,0.3069306930693069,0.3069306930693069,0.0,-0.015289499207330873,0.058398122843132755,-0.015289499207330873,0.058398122843132755,0.0
split_002,alpha158_CNTP10,gap_audit|split_002,rank_ic,808,1,789,0.0297029702970297,0.0297029702970297,0.0,-0.043996204148129124,-0.0029968960187709733,-0.043996204148129124,-0.0029968960187709733,0.0
split_002,alpha158_CNTP20,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.07170516754538815,-0.007974577979221,-0.07170516754538815,-0.007974577979221,0.0
split_002,alpha158_CNTP30,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.08633839692424508,-0.02733805468929324,-0.08633839692424508,-0.02733805468929324,0.0
split_002,alpha158_CNTP5,gap_audit|split_002,rank_ic,808,1,789,0.039603960396039604,0.039603960396039604,0.0,-0.03539302879318078,-0.0031230820018355553,-0.03539302879318078,-0.0031230820018355553,0.0
split_002,alpha158_CNTP60,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.07964711922917306,-0.022853232057927674,-0.07964711922917306,-0.022853232057927674,0.0
split_002,alpha158_CORD10,gap_audit|split_002,rank_ic,808,1,789,0.009900990099009901,0.009900990099009901,0.0,-0.0641515624017009,-0.017129870639453478,-0.0641515624017009,-0.017129870639453478,0.0
split_003,alpha158_BETA10,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.06324245839037229,-0.015556022634233002,-0.06324245839037229,-0.015556022634233002,0.0
split_003,alpha158_BETA20,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.0884255723034938,-0.032518481472424934,-0.0884255723034938,-0.032518481472424934,0.0
split_003,alpha158_BETA30,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.09978708547742587,-0.028564133409224604,-0.09978708547742587,-0.028564133409224604,0.0
split_003,alpha158_BETA5,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.04349198874505056,-0.008839300768275604,-0.04349198874505056,-0.008839300768275604,0.0
split_003,alpha158_BETA60,gap_audit|split_003,rank_ic,926,1,907,0.0297029702970297,0.0297029702970297,0.0,-0.11003556589248761,-0.03274064485840553,-0.11003556589248761,-0.03274064485840553,0.0
split_003,alpha158_CNTD10,gap_audit|split_003,rank_ic,926,1,907,0.039603960396039604,0.039603960396039604,0.0,-0.042075626923387496,-0.004275237520799089,-0.042075626923387496,-0.004275237520799089,0.0
split_003,alpha158_CNTD20,gap_audit|split_003,rank_ic,926,1,907,0.039603960396039604,0.039603960396039604,0.0,-0.06031616381759601,-0.0073280025875433405,-0.06031616381759601,-0.0073280025875433405,0.0
split_003,alpha158_CNTD30,gap_audit|split_003,rank_ic,926,1,907,0.0297029702970297,0.0297029702970297,0.0,-0.07569494364164782,-0.017289363302709814,-0.07569494364164782,-0.017289363302709814,0.0
split_003,alpha158_CNTD5,gap_audit|split_003,rank_ic,926,1,907,0.019801980198019802,0.019801980198019802,0.0,-0.02898358342980803,-0.003364599675021309,-0.02898358342980803,-0.003364599675021309,0.0
split_003,alpha158_CNTD60,gap_audit|split_003,rank_ic,926,1,907,0.039603960396039604,0.039603960396039604,0.0,-0.06480118894335704,-0.006053752095159334,-0.06480118894335704,-0.006053752095159334,0.0
split_003,alpha158_CNTN10,gap_audit|split_003,rank_ic,926,1,907,0.15841584158415842,0.15841584158415842,0.0,-0.0036571442631785755,0.03474865348539303,-0.0036571442631785755,0.03474865348539303,0.0
split_003,alpha158_CNTN20,gap_audit|split_003,rank_ic,926,1,907,0.1485148514851485,0.1485148514851485,0.0,-0.0004575555267380127,0.04579775772817493,-0.0004575555267380127,0.04579775772817493,0.0
split_003,alpha158_CNTN30,gap_audit|split_003,rank_ic,926,1,907,0.10891089108910891,0.10891089108910891,0.0,-0.0003003682936385012,0.05682345698516812,-0.0003003682936385012,0.05682345698516812,0.0
split_003,alpha158_CNTN60,gap_audit|split_003,rank_ic,926,1,907,0.31683168316831684,0.31683168316831684,0.0,-0.01119610996308474,0.046004095016747924,-0.01119610996308474,0.046004095016747924,0.0
split_003,alpha158_CNTP10,gap_audit|split_003,rank_ic,926,1,907,0.019801980198019802,0.019801980198019802,0.0,-0.046603058172316664,-0.008940059874976775,-0.046603058172316664,-0.008940059874976775,0.0
split_003,alpha158_CNTP20,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.06472302715023984,-0.02150815941373141,-0.06472302715023984,-0.02150815941373141,0.0
split_003,alpha158_CNTP30,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.08632572336804883,-0.01814378942852038,-0.08632572336804883,-0.01814378942852038,0.0
split_003,alpha158_CNTP5,gap_audit|split_003,rank_ic,926,1,907,0.019801980198019802,0.019801980198019802,0.0,-0.03387847723756246,-0.009151373238583494,-0.03387847723756246,-0.009151373238583494,0.0
split_003,alpha158_CNTP60,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.07767754171761883,-0.0281349293835707,-0.07767754171761883,-0.0281349293835707,0.0
split_003,alpha158_CORD10,gap_audit|split_003,rank_ic,926,1,907,0.009900990099009901,0.009900990099009901,0.0,-0.054155203389326306,-0.012899843627136039,-0.054155203389326306,-0.012899843627136039,0.0
