datetime,nav,return,total_turnover,turnover,total_cost,cost,value,cash,bench,calendar_complete,stock_value,accounting_error,outer_split_id,method
2024-12-13,12336892.478534628,-0.017093648627705457,512247896.4331518,0.7603095686681938,411022.9614727964,0.0006464637162296099,9788568.871114835,2548323.607419792,0.0,True,9788568.871114837,-1.862645149230957e-09,split_001,equal_weight
2024-12-16,12231495.235917266,-0.007995613424467118,520806211.92108923,0.6937172795198102,417779.18097257876,0.000547643542451046,9960252.099184752,2271243.1367325145,0.0,True,9960252.099184755,-3.725290298461914e-09,split_001,equal_weight
2024-12-17,12140678.492486797,-0.007029436694147423,526829023.3913342,0.4924018980573376,422615.4029674017,0.0003953909069613665,9951558.13380512,2189120.358681676,0.0,True,9951558.133805119,3.725290298461914e-09,split_001,equal_weight
2024-12-18,12118613.16065095,-0.0013561245799750808,533344412.57545704,0.5366577484244294,428216.4622820129,0.00046134648224787294,9239200.3322169,2879412.828434049,0.0,True,9239200.332216896,3.725290298461914e-09,split_001,equal_weight
2024-12-19,12099665.022051109,-0.0012539147190116537,538789439.513198,0.44931106105614005,431968.8934657053,0.00030964196430301747,10523045.034607934,1576619.9874431747,0.0,True,10523045.034607936,-1.862645149230957e-09,split_001,equal_weight
2024-12-20,12084734.861100314,-0.0007845405939119417,545400556.2472636,0.5463884100937557,437406.37603396457,0.0004493911656520837,10288701.505126376,1796033.3559739385,0.0,True,10288701.505126378,-1.862645149230957e-09,split_001,equal_weight
2024-12-23,12018012.40158943,-0.005089473608092451,552081316.4164265,0.552826375253607,442623.89640848304,0.0004317447121916761,10601778.683270317,1416233.7183191134,0.0,True,10601778.683270315,1.862645149230957e-09,split_001,equal_weight
2024-12-24,12096665.012560789,0.007079656199561025,559516471.3378694,0.6186676026777553,449054.68144243927,0.0005350955564919979,9811506.526921088,2285158.4856397007,0.0,True,9811506.526921088,0.0,split_001,equal_weight
2024-12-25,12018967.231520196,-0.006079673741603747,564664758.9078312,0.4255956137179933,453208.6858451888,0.00034340079670191304,9746194.583370918,2272772.648149278,0.0,True,9746194.583370918,0.0,split_001,equal_weight
2024-12-26,11999705.345930824,-0.0012254636276741169,569821189.6920561,0.429024448182364,457741.7642501261,0.0003771603930368592,9001651.211222736,2998054.1347080884,0.0,True,9001651.211222734,1.862645149230957e-09,split_001,equal_weight
2024-12-27,12022113.19873345,0.0022372620531876707,575830891.0042561,0.5008207400890887,462180.39686738356,0.00036989513403032397,9847017.757707765,2175095.441025686,0.0,True,9847017.757707767,-1.862645149230957e-09,split_001,equal_weight
2024-12-30,11971898.03715212,-0.003737651647249447,582449815.3045994,0.5505624669247491,467461.08724804816,0.0004392481000113133,9901764.914643073,2070133.1225090476,0.0,True,9901764.914643075,-1.862645149230957e-09,split_001,equal_weight
2024-12-31,11741289.10870471,-0.01886798155468415,588284581.4900681,0.48737185760869123,472184.464355913,0.000394538701650054,9620659.005930876,2120630.102773834,0.0,True,9620659.005930876,0.0,split_001,equal_weight
2025-01-02,11532083.256853579,-0.017301028511197233,595659766.9600859,0.6281410330446598,478253.938579135,0.0005169342281779127,9177673.416602798,2354409.8402507813,0.0,True,9177673.4166028,-1.862645149230957e-09,split_001,equal_weight
2025-01-03,11396775.752261054,-0.0113461717012829,601293575.1254885,0.4885334279957135,482716.4464659094,0.00038696459151232177,9274145.487647366,2122630.264613687,0.0,True,9274145.487647362,3.725290298461914e-09,split_001,equal_weight
2025-01-06,11438447.04507342,0.004198218191493913,608031195.8490808,0.5911865662756045,488891.30494106247,0.0005418074909412855,7813148.425610288,3625298.619463131,0.0,True,7813148.425610288,9.313225746154785e-10,split_001,equal_weight
2025-01-07,11500327.312122405,0.005831803086119596,614604205.5719622,0.5746417933291439,493717.80866995244,0.00042195445849170315,8793346.406113194,2706980.90600921,0.0,True,8793346.40611319,3.725290298461914e-09,split_001,equal_weight
2025-01-08,11405843.613494482,-0.007668046751399921,622217191.0601904,0.6619798968854924,500016.45981211914,0.0005476932065687674,8388629.055113275,3017214.558381208,0.0,True,8388629.055113275,0.0,split_001,equal_weight
2025-01-09,11400344.641010424,-3.793803578354207e-05,628239469.0864819,0.5279993510665368,505082.71699302667,0.0004441808385758981,7984509.307516807,3415835.333493617,0.0,True,7984509.307516807,9.313225746154785e-10,split_001,equal_weight
2025-01-10,11258878.66861054,-0.011995576160712973,633644607.3969508,0.4741206060582612,509794.98699329497,0.0004133445214732249,7145949.9203920625,4112928.748218477,0.0,True,7145949.920392061,1.862645149230957e-09,split_001,equal_weight
2025-01-13,11328951.168199876,0.006586897916135821,638829492.4767365,0.46051522823858376,513883.57184425474,0.0003631431665001097,7407705.047748999,3921246.1204508776,0.0,True,7407705.047749,-9.313225746154785e-10,split_001,equal_weight
2025-01-14,11593592.499266122,0.023775924551503073,645241877.0064986,0.566017492224828,518598.52900079236,0.0004161865548306368,8593668.471302073,2999924.0279640476,0.0,True,8593668.471302072,1.862645149230957e-09,split_001,equal_weight
2025-01-15,11543030.61776447,-0.0038631059552471383,652266917.2249838,0.6059416198154216,524373.1342758212,0.000498085927670334,8278090.478797133,3264940.1389673366,0.0,True,8278090.478797133,-9.313225746154785e-10,split_001,equal_weight
2025-01-16,11583263.960780492,0.004005589251149422,659916942.5130613,0.6627397553900839,530376.4306280044,0.0005200797391063204,8594924.5276316,2988339.433148892,0.0,True,8594924.527631601,-1.862645149230957e-09,split_001,equal_weight
2025-01-17,11577774.733101191,-6.7077480704033e-05,666116422.2424105,0.5352100884810993,535088.6821424864,0.00040681551680400133,9149473.893268881,2428300.839832309,0.0,True,9149473.893268885,-3.725290298461914e-09,split_001,equal_weight
2025-01-20,11684017.923187573,0.00959868983552495,672331031.4386364,0.5367706091618915,539976.9607047209,0.0004222122709175497,9516718.3937233,2167299.529464272,0.0,True,9516718.393723298,3.725290298461914e-09,split_001,equal_weight
2025-01-21,11639600.719119206,-0.003266560571538164,679708353.2690142,0.6314028169827709,546227.6125080576,0.000534974513427605,8830810.787440345,2808789.9316788623,0.0,True,8830810.787440345,0.0,split_001,equal_weight
2025-01-22,11575259.08821889,-0.005094244212947693,685804119.4556218,0.5237092176705593,551274.2748039787,0.0004335769256785138,8497071.18246978,3078187.90574911,0.0,True,8497071.182469778,1.862645149230957e-09,split_001,equal_weight
2025-01-23,11577410.61937778,0.000668362856482772,692578944.6860408,0.585284975375992,556859.2168738183,0.00048248959502978495,8264888.72754188,3312521.8918359,0.0,True,8264888.727541878,2.7939677238464355e-09,split_001,equal_weight
2025-01-24,11607617.176507927,0.0029813479303842216,698429760.1529158,0.5053647710380271,561168.9489329618,0.0003722535375855147,9063261.543529907,2544355.63297802,0.0,True,9063261.54352991,-1.862645149230957e-09,split_001,equal_weight
2025-01-27,11559113.542855252,-0.003878021093897298,702875447.9913057,0.38299745510105876,564657.9983252554,0.0003005827414221472,9256874.775836742,2302238.767018509,0.0,True,9256874.775836738,5.587935447692871e-09,split_001,equal_weight
2024-08-02,9971300.08918627,-0.0027466387683744466,4063432.4038861166,0.40634324038861164,1233.5231299857426,0.00012335231299857426,4035966.0162023734,5935334.072983895,0.0,True,4035966.016202372,2.3283064365386963e-09,split_001,stability_weight
2024-08-05,9857940.428422049,-0.010984708258419691,9971354.794653412,0.5924926878065129,5061.3614573414225,0.00038388558092910223,5768590.097396786,4089350.3310252633,0.0,True,5768590.097396785,0.0,split_001,stability_weight
2024-08-06,9911707.872185826,0.005769723431705387,13945107.33935681,0.4031016999500648,8171.507571786341,0.0003154965418007458,6051008.311758818,3860699.560427008,0.0,True,6051008.311758818,0.0,split_001,stability_weight
2024-08-07,9940037.481145922,0.003152316502984411,17648355.239614077,0.3736235922216088,11086.738909942429,0.0002941199817174588,6265812.171500249,3674225.3096456737,0.0,True,6265812.171500247,1.862645149230957e-09,split_001,stability_weight
2024-08-08,9934377.23960722,-0.0001767818900896706,22395538.50226719,0.477582028403563,14989.761835164863,0.00039265676136791394,6157267.43950766,3777109.80009956,0.0,True,6157267.43950766,0.0,split_001,stability_weight
2024-08-09,9898822.488789584,-0.003262133344914739,26339486.06205499,0.39699997943139675,18137.249398516138,0.0003168278682636093,6223124.742311001,3675697.7464785827,0.0,True,6223124.742310996,5.587935447692871e-09,split_001,stability_weight
2024-08-12,9874169.422198873,-0.0021989659644944728,29579641.027440537,0.3273273128248355,21023.142247806845,0.00029153900401375824,5733636.271651609,4140533.1505472646,0.0,True,5733636.271651608,9.313225746154785e-10,split_001,stability_weight
2024-08-13,9902467.670490686,0.0032023819857345715,33608179.09235648,0.40798753724633086,24345.756237734822,0.0003364955418385019,5711363.746156493,4191103.9243341917,0.0,True,5711363.7461564895,4.6566128730773926e-09,split_001,stability_weight
2024-08-14,9815755.908605825,-0.008477493275281394,37510363.12154961,0.3940617792493904,27109.41503731931,0.000279087889155163,6471391.038676583,3344364.8699292424,0.0,True,6471391.038676584,-1.862645149230957e-09,split_001,stability_weight
2024-08-15,9859091.333409049,0.00480682070688266,42171358.000643104,0.47484828702871845,30956.568989288153,0.00039193659538700463,6390541.144831284,3468550.1885777637,0.0,True,6390541.144831283,1.862645149230957e-09,split_001,stability_weight
2024-08-16,9814289.759785663,-0.00422896392442624,46273054.19227013,0.41603186875121,34064.401036063166,0.00031522499809324674,6766968.552113334,3047321.20767233,0.0,True,6766968.552113333,9.313225746154785e-10,split_001,stability_weight
2024-08-19,9807744.870386936,-0.00030759481986792345,50552390.629674666,0.4360311894335177,37590.465743997855,0.0003592786431049592,6652166.620462932,3155578.249924005,0.0,True,6652166.620462931,0.0,split_001,stability_weight
2024-08-20,9662595.354091592,-0.014506713069245945,54399464.953332014,0.39224861316213805,40461.84134826947,0.00029276613963943074,7028046.997804807,2634548.356286786,0.0,True,7028046.997804807,-9.313225746154785e-10,split_001,stability_weight
2024-08-21,9612481.47708495,-0.004882285968571854,58248782.12047715,0.39837300705292944,43400.16463764302,0.0003040925529525907,7350459.066441605,2262022.410643345,0.0,True,7350459.066441605,0.0,split_001,stability_weight
2024-08-22,9508460.925262038,-0.010430326993229742,62426319.46077981,0.43459509911789473,47159.39143819493,0.000391077663922003,6522102.39000875,2986358.5352532878,0.0,True,6522102.390008751,-1.862645149230957e-09,split_001,stability_weight
2024-08-23,9506320.193062704,0.00010778446211881314,66015321.1877171,0.37745348644195925,50324.98798393566,0.00033292417885742015,6054112.366113544,3452207.826949159,0.0,True,6054112.366113544,9.313225746154785e-10,split_001,stability_weight
2024-08-26,9532721.6759535,0.0031421058698455373,70010856.09511457,0.4203030011879084,53793.369572393225,0.00036485007006061503,5640155.468268533,3892566.207684966,0.0,True,5640155.46826853,3.725290298461914e-09,split_001,stability_weight
2024-08-27,9449701.402557995,-0.008349333545435638,74740856.59490848,0.4961857337894835,57221.77009955802,0.00035964550772661435,6370475.476775362,3079225.925782633,0.0,True,6370475.476775361,9.313225746154785e-10,split_001,stability_weight
2024-08-28,9444504.69293736,-0.0001674856127947005,78881750.99025263,0.4382037292970157,60835.79069005961,0.0003824481257707561,5858693.495531408,3585811.197405952,0.0,True,5858693.495531409,-1.862645149230957e-09,split_001,stability_weight
2024-08-29,9559752.12198065,0.012602392159484293,83524172.84856667,0.49154741399892155,64611.71353925486,0.000399801045365449,5958757.84923181,3600994.2727488405,0.0,True,5958757.849231811,-1.862645149230957e-09,split_001,stability_weight
2024-08-30,9653147.439515214,0.010290038548205286,89902623.67310801,0.6672192691979357,69586.61385115898,0.0005204005552053363,6395971.820935438,3257175.618579775,0.0,True,6395971.820935438,9.313225746154785e-10,split_001,stability_weight
2024-09-02,9504713.035155974,-0.014885692049404224,96083917.92561474,0.6403397742795857,74327.2381182807,0.0004910962250214832,6721163.365050557,2783549.670105417,0.0,True,6721163.365050559,-9.313225746154785e-10,split_001,stability_weight
2024-09-03,9485646.741416918,-0.0016078082610680772,100574510.64817317,0.47245957936327454,78111.7757203317,0.0003981748410554613,6481598.930438277,3004047.8109786413,0.0,True,6481598.930438279,-2.7939677238464355e-09,split_001,stability_weight
2024-09-04,9427684.181422064,-0.005899002985430003,103647647.11241557,0.32397753658949235,80118.47726883295,0.00021155136842061035,7481080.99948494,1946603.1819371239,0.0,True,7481080.999484941,-9.313225746154785e-10,split_001,stability_weight
2024-09-05,9444954.817255402,0.002162479154353978,107305417.06099612,0.3879818074292783,83235.01195165301,0.0003305726648079084,7229929.092780507,2215025.724474895,0.0,True,7229929.092780508,-9.313225746154785e-10,split_001,stability_weight
2024-09-06,9348612.842282899,-0.009917905759768995,110654140.48505014,0.3545515557084611,85902.815141341,0.00028245801502555174,7260266.7662844565,2088346.0759984432,0.0,True,7260266.7662844565,-9.313225746154785e-10,split_001,stability_weight
2024-09-09,9263100.91971032,-0.008821909659061085,114035156.806637,0.361659679208753,88942.11978176223,0.0003251075524996336,6671317.480088758,2591783.439621561,0.0,True,6671317.480088759,-9.313225746154785e-10,split_001,stability_weight
