outer_split_id,cohort,sw_l1_code,sw_l1_name,mean_share,mean_universe_share,mean_active_share,industry_hhi
split_002,Universe,801980.SI,美容护理,0.003000831327220329,0.003000831327220329,0.0,0.06289123446403896
split_002,Top10,801010.SI,农林牧渔,0.02903225806451613,0.013669007057130556,0.015363251007385574,0.07113293444328825
split_002,Top10,801030.SI,基础化工,0.020967741935483872,0.045726435895463956,-0.02475869395998008,0.07113293444328825
split_002,Top10,801040.SI,钢铁,0.009677419354838712,0.008042632954324688,0.0016347864005140213,0.07113293444328825
split_002,Top10,801050.SI,有色金属,0.023387096774193553,0.041055555595938695,-0.01766845882174514,0.07113293444328825
split_002,Top10,801080.SI,电子,0.0564516129032258,0.1364284924478126,-0.07997687954458678,0.07113293444328825
split_002,Top10,801110.SI,家用电器,0.010483870967741938,0.014903281601810306,-0.004419410634068366,0.07113293444328825
split_002,Top10,801120.SI,食品饮料,0.02661290322580646,0.020299482028947564,0.0063134211968588864,0.07113293444328825
split_002,Top10,801130.SI,纺织服饰,0.012903225806451615,0.008324866797036354,0.004578359009415262,0.07113293444328825
split_002,Top10,801140.SI,轻工制造,0.008064516129032258,0.009050590525816042,-0.0009860743967837835,0.07113293444328825
split_002,Top10,801150.SI,医药生物,0.10967741935483871,0.07216127062974481,0.037516148725093915,0.07113293444328825
split_002,Top10,801160.SI,公用事业,0.13064516129032258,0.022982483328509166,0.1076626779618134,0.07113293444328825
split_002,Top10,801170.SI,交通运输,0.051612903225806445,0.022337094037024656,0.029275809188781803,0.07113293444328825
split_002,Top10,801180.SI,房地产,0.004032258064516129,0.014354888449584996,-0.010322630385068865,0.07113293444328825
split_002,Top10,801200.SI,商贸零售,0.010483870967741938,0.014245589675024156,-0.0037617187072822157,0.07113293444328825
split_002,Top10,801210.SI,社会服务,0.01370967741935484,0.014213573755863051,-0.0005038963365082079,0.07113293444328825
split_002,Top10,801230.SI,综合,0.0,0.0015204498298424295,-0.0015204498298424295,0.07113293444328825
split_002,Top10,801710.SI,建筑材料,0.0008064516129032258,0.007683753918032349,-0.006877302305129122,0.07113293444328825
split_002,Top10,801720.SI,建筑装饰,0.05725806451612903,0.015044493352863265,0.04221357116326578,0.07113293444328825
split_002,Top10,801730.SI,电力设备,0.04032258064516129,0.08172420813154488,-0.04140162748638357,0.07113293444328825
split_002,Top10,801740.SI,国防军工,0.0008064516129032258,0.040926430521276334,-0.0401199789083731,0.07113293444328825
split_002,Top10,801750.SI,计算机,0.036290322580645164,0.10472606981830547,-0.0684357472376603,0.07113293444328825
split_002,Top10,801760.SI,传媒,0.04193548387096774,0.0422782357992584,-0.00034275192829066246,0.07113293444328825
split_002,Top10,801770.SI,通信,0.02661290322580645,0.039998873964735934,-0.013385970738929472,0.07113293444328825
split_002,Top10,801780.SI,银行,0.1435483870967742,0.018327641265820024,0.1252207458309542,0.07113293444328825
split_002,Top10,801790.SI,非银金融,0.020967741935483872,0.03554199995877688,-0.014574258023293025,0.07113293444328825
split_002,Top10,801880.SI,汽车,0.029032258064516134,0.05061032971763742,-0.02157807165312127,0.07113293444328825
split_002,Top10,801890.SI,机械设备,0.03629032258064516,0.07205522525987394,-0.03576490267922879,0.07113293444328825
split_002,Top10,801950.SI,煤炭,0.008870967741935484,0.009535034554475727,-0.000664066812540242,0.07113293444328825
split_002,Top10,801960.SI,石油石化,0.028225806451612906,0.008708175471619695,0.019517630979993213,0.07113293444328825
split_002,Top10,801970.SI,环保,0.011290322580645162,0.009748534360741676,0.0015417882199034883,0.07113293444328825
split_002,Top10,801980.SI,美容护理,0.0,0.003000831327220329,-0.003000831327220329,0.07113293444328825
split_002,Top20,801010.SI,农林牧渔,0.02661290322580645,0.013669007057130556,0.0129438961686759,0.06972814776274713
split_002,Top20,801030.SI,基础化工,0.022177419354838714,0.045726435895463956,-0.023549016540625245,0.06972814776274713
split_002,Top20,801040.SI,钢铁,0.012096774193548387,0.008042632954324688,0.0040541412392237006,0.06972814776274713
split_002,Top20,801050.SI,有色金属,0.021774193548387097,0.041055555595938695,-0.01928136204755159,0.06972814776274713
split_002,Top20,801080.SI,电子,0.05362903225806452,0.1364284924478126,-0.08279946018974808,0.06972814776274713
split_002,Top20,801110.SI,家用电器,0.012500000000000002,0.014903281601810306,-0.0024032816018103014,0.06972814776274713
split_002,Top20,801120.SI,食品饮料,0.028225806451612902,0.020299482028947564,0.007926324422665339,0.06972814776274713
split_002,Top20,801130.SI,纺织服饰,0.014919354838709677,0.008324866797036354,0.006594488041673326,0.06972814776274713
split_002,Top20,801140.SI,轻工制造,0.008870967741935484,0.009050590525816042,-0.00017962278388055733,0.06972814776274713
split_002,Top20,801150.SI,医药生物,0.1064516129032258,0.07216127062974481,0.034290342273481024,0.06972814776274713
split_002,Top20,801160.SI,公用事业,0.13427419354838713,0.022982483328509166,0.11129171021987794,0.06972814776274713
split_002,Top20,801170.SI,交通运输,0.05766129032258065,0.022337094037024656,0.035324196285556,0.06972814776274713
split_002,Top20,801180.SI,房地产,0.00403225806451613,0.014354888449584996,-0.010322630385068865,0.06972814776274713
split_002,Top20,801200.SI,商贸零售,0.0076612903225806465,0.014245589675024156,-0.006584299352443504,0.06972814776274713
split_002,Top20,801210.SI,社会服务,0.012903225806451613,0.014213573755863051,-0.001310347949411433,0.06972814776274713
split_002,Top20,801230.SI,综合,0.0,0.0015204498298424295,-0.0015204498298424295,0.06972814776274713
split_002,Top20,801710.SI,建筑材料,0.001209677419354839,0.007683753918032349,-0.006474076498677509,0.06972814776274713
split_002,Top20,801720.SI,建筑装饰,0.06330645161290323,0.015044493352863265,0.04826195826003997,0.06972814776274713
split_002,Top20,801730.SI,电力设备,0.033467741935483866,0.08172420813154488,-0.048256466196060985,0.06972814776274713
split_002,Top20,801740.SI,国防军工,0.0036290322580645167,0.040926430521276334,-0.03729739826321182,0.06972814776274713
split_002,Top20,801750.SI,计算机,0.036290322580645164,0.10472606981830547,-0.0684357472376603,0.06972814776274713
split_002,Top20,801760.SI,传媒,0.033467741935483866,0.0422782357992584,-0.008810493863774534,0.06972814776274713
split_002,Top20,801770.SI,通信,0.02379032258064516,0.039998873964735934,-0.016208551384090764,0.06972814776274713
split_002,Top20,801780.SI,银行,0.13749999999999998,0.018327641265820024,0.11917235873417997,0.06972814776274713
split_002,Top20,801790.SI,非银金融,0.029435483870967744,0.03554199995877688,-0.006106516087809152,0.06972814776274713
split_002,Top20,801880.SI,汽车,0.031048387096774197,0.05061032971763742,-0.01956194262086321,0.06972814776274713
split_002,Top20,801890.SI,机械设备,0.030241935483870965,0.07205522525987394,-0.04181328977600298,0.06972814776274713
split_002,Top20,801950.SI,煤炭,0.010887096774193548,0.009535034554475727,0.0013520622197178212,0.06972814776274713
split_002,Top20,801960.SI,石油石化,0.02620967741935484,0.008708175471619695,0.017501501947735143,0.06972814776274713
split_002,Top20,801970.SI,环保,0.015725806451612905,0.009748534360741676,0.005977272090871229,0.06972814776274713
split_002,Top20,801980.SI,美容护理,0.0,0.003000831327220329,-0.003000831327220329,0.06972814776274713
split_002,Top50,801010.SI,农林牧渔,0.03225806451612903,0.013669007057130556,0.018589057458998477,0.061829630593132165
split_002,Top50,801030.SI,基础化工,0.029838709677419355,0.045726435895463956,-0.0158877262180446,0.061829630593132165
split_002,Top50,801040.SI,钢铁,0.012580645161290323,0.008042632954324688,0.004538012206965636,0.061829630593132165
split_002,Top50,801050.SI,有色金属,0.02661290322580645,0.041055555595938695,-0.01444265237013224,0.061829630593132165
split_002,Top50,801080.SI,电子,0.0614516129032258,0.1364284924478126,-0.0749768795445868,0.061829630593132165
split_002,Top50,801110.SI,家用电器,0.011774193548387098,0.014903281601810306,-0.003129088053423204,0.061829630593132165
split_002,Top50,801120.SI,食品饮料,0.02951612903225807,0.020299482028947564,0.009216647003310499,0.061829630593132165
split_002,Top50,801130.SI,纺织服饰,0.013870967741935485,0.008324866797036354,0.005546100944899134,0.061829630593132165
split_002,Top50,801140.SI,轻工制造,0.007258064516129033,0.009050590525816042,-0.0017925260096870097,0.061829630593132165
split_002,Top50,801150.SI,医药生物,0.10435483870967742,0.07216127062974481,0.032193568079932636,0.061829630593132165
split_002,Top50,801160.SI,公用事业,0.11806451612903227,0.022982483328509166,0.09508203280052306,0.061829630593132165
split_002,Top50,801170.SI,交通运输,0.06225806451612904,0.022337094037024656,0.03992097047910439,0.061829630593132165
split_002,Top50,801180.SI,房地产,0.0032258064516129032,0.014354888449584996,-0.01112908199797209,0.061829630593132165
split_002,Top50,801200.SI,商贸零售,0.005322580645161291,0.014245589675024156,-0.008923009029862861,0.061829630593132165
split_002,Top50,801210.SI,社会服务,0.010483870967741938,0.014213573755863051,-0.0037297027881211106,0.061829630593132165
split_002,Top50,801230.SI,综合,0.00016129032258064516,0.0015204498298424295,-0.0013591595072617844,0.061829630593132165
split_002,Top50,801710.SI,建筑材料,0.003064516129032258,0.007683753918032349,-0.004619237789000088,0.061829630593132165
split_002,Top50,801720.SI,建筑装饰,0.05532258064516129,0.015044493352863265,0.04027808729229803,0.061829630593132165
split_002,Top50,801730.SI,电力设备,0.033709677419354836,0.08172420813154488,-0.04801453071219002,0.061829630593132165
split_002,Top50,801740.SI,国防军工,0.007419354838709678,0.040926430521276334,-0.03350707568256665,0.061829630593132165
split_002,Top50,801750.SI,计算机,0.03951612903225807,0.10472606981830547,-0.06520994078604739,0.061829630593132165
split_002,Top50,801760.SI,传媒,0.028709677419354842,0.0422782357992584,-0.013568558379903568,0.061829630593132165
split_002,Top50,801770.SI,通信,0.02274193548387097,0.039998873964735934,-0.017256938480864962,0.061829630593132165
split_002,Top50,801780.SI,银行,0.11403225806451615,0.018327641265820024,0.09570461679869609,0.061829630593132165
split_002,Top50,801790.SI,非银金融,0.03790322580645161,0.03554199995877688,0.0023612258476747197,0.061829630593132165
split_002,Top50,801880.SI,汽车,0.03612903225806451,0.05061032971763742,-0.014481297459572887,0.061829630593132165
split_002,Top50,801890.SI,机械设备,0.03209677419354839,0.07205522525987394,-0.039958451066325576,0.061829630593132165
split_002,Top50,801950.SI,煤炭,0.013548387096774193,0.009535034554475727,0.004013352542298467,0.061829630593132165
split_002,Top50,801960.SI,石油石化,0.02564516129032258,0.008708175471619695,0.01693698581870289,0.061829630593132165
split_002,Top50,801970.SI,环保,0.019032258064516132,0.009748534360741676,0.009283723703774454,0.061829630593132165
split_002,Top50,801980.SI,美容护理,0.001935483870967742,0.003000831327220329,-0.0010653474562525866,0.061829630593132165
split_002,Top100,801010.SI,农林牧渔,0.032177419354838706,0.013669007057130556,0.018508412297708155,0.05603814386056192
split_002,Top100,801030.SI,基础化工,0.036290322580645164,0.045726435895463956,-0.009436113314818794,0.05603814386056192
split_002,Top100,801040.SI,钢铁,0.012419354838709677,0.008042632954324688,0.004376721884384991,0.05603814386056192
split_002,Top100,801050.SI,有色金属,0.03064516129032258,0.041055555595938695,-0.010410394305616112,0.05603814386056192
split_002,Top100,801080.SI,电子,0.06653225806451614,0.1364284924478126,-0.06989623438329645,0.05603814386056192
split_002,Top100,801110.SI,家用电器,0.01217741935483871,0.014903281601810306,-0.002725862246971592,0.05603814386056192
split_002,Top100,801120.SI,食品饮料,0.02758064516129032,0.020299482028947564,0.007281163132342756,0.05603814386056192
split_002,Top100,801130.SI,纺织服饰,0.012500000000000002,0.008324866797036354,0.0041751332029636495,0.05603814386056192
split_002,Top100,801140.SI,轻工制造,0.007903225806451614,0.009050590525816042,-0.0011473647193644284,0.05603814386056192
split_002,Top100,801150.SI,医药生物,0.10758064516129034,0.07216127062974481,0.03541937453154556,0.05603814386056192
split_002,Top100,801160.SI,公用事业,0.09887096774193552,0.022982483328509166,0.07588848441342631,0.05603814386056192
split_002,Top100,801170.SI,交通运输,0.06282258064516129,0.022337094037024656,0.04048548660813664,0.05603814386056192
split_002,Top100,801180.SI,房地产,0.004838709677419355,0.014354888449584996,-0.009516178772165637,0.05603814386056192
split_002,Top100,801200.SI,商贸零售,0.004919354838709678,0.014245589675024156,-0.009326234836314473,0.05603814386056192
split_002,Top100,801210.SI,社会服务,0.01120967741935484,0.014213573755863051,-0.0030038963365082065,0.05603814386056192
split_002,Top100,801230.SI,综合,0.0007258064516129032,0.0015204498298424295,-0.0007946433782295262,0.05603814386056192
split_002,Top100,801710.SI,建筑材料,0.003790322580645161,0.007683753918032349,-0.0038934313373871865,0.05603814386056192
split_002,Top100,801720.SI,建筑装饰,0.04766129032258064,0.015044493352863265,0.03261679696971738,0.05603814386056192
split_002,Top100,801730.SI,电力设备,0.04064516129032258,0.08172420813154488,-0.04107904684122229,0.05603814386056192
split_002,Top100,801740.SI,国防军工,0.01,0.040926430521276334,-0.03092643052127633,0.05603814386056192
split_002,Top100,801750.SI,计算机,0.03935483870967742,0.10472606981830547,-0.06537123110862804,0.05603814386056192
split_002,Top100,801760.SI,传媒,0.030080645161290318,0.0422782357992584,-0.012197590637968086,0.05603814386056192
split_002,Top100,801770.SI,通信,0.0225,0.039998873964735934,-0.01749887396473593,0.05603814386056192
split_002,Top100,801780.SI,银行,0.08903225806451613,0.018327641265820024,0.07070461679869611,0.05603814386056192
split_002,Top100,801790.SI,非银金融,0.05290322580645162,0.03554199995877688,0.017361225847674723,0.05603814386056192
split_002,Top100,801880.SI,汽车,0.03459677419354839,0.05061032971763742,-0.016013555524089017,0.05603814386056192
split_002,Top100,801890.SI,机械设备,0.03685483870967742,0.07205522525987394,-0.03520038655019654,0.05603814386056192
split_002,Top100,801950.SI,煤炭,0.017741935483870968,0.009535034554475727,0.008206900929395243,0.05603814386056192
split_002,Top100,801960.SI,石油石化,0.025564516129032256,0.008708175471619695,0.016856340657412566,0.05603814386056192
split_002,Top100,801970.SI,环保,0.017822580645161287,0.009748534360741676,0.008074046284419614,0.05603814386056192
split_002,Top100,801980.SI,美容护理,0.0020161290322580645,0.003000831327220329,-0.0009847022949622639,0.05603814386056192
split_003,Universe,801010.SI,农林牧渔,0.013651009674894606,0.013651009674894606,0.0,0.06422808033683854
split_003,Universe,801030.SI,基础化工,0.047155023166916214,0.047155023166916214,0.0,0.06422808033683854
split_003,Universe,801040.SI,钢铁,0.007472692330375206,0.007472692330375206,0.0,0.06422808033683854
split_003,Universe,801050.SI,有色金属,0.04559838592889393,0.04559838592889393,0.0,0.06422808033683854
split_003,Universe,801080.SI,电子,0.13593679547683366,0.13593679547683366,0.0,0.06422808033683854
split_003,Universe,801110.SI,家用电器,0.012925116437905091,0.012925116437905091,0.0,0.06422808033683854
split_003,Universe,801120.SI,食品饮料,0.021309387686917175,0.021309387686917175,0.0,0.06422808033683854
split_003,Universe,801130.SI,纺织服饰,0.0065412629302154714,0.0065412629302154714,0.0,0.06422808033683854
split_003,Universe,801140.SI,轻工制造,0.011227285594991627,0.011227285594991627,0.0,0.06422808033683854
split_003,Universe,801150.SI,医药生物,0.06973072964240522,0.06973072964240522,0.0,0.06422808033683854
split_003,Universe,801160.SI,公用事业,0.01853463313197817,0.01853463313197817,0.0,0.06422808033683854
split_003,Universe,801170.SI,交通运输,0.020107522520341838,0.020107522520341838,0.0,0.06422808033683854
split_003,Universe,801180.SI,房地产,0.011812120399539106,0.011812120399539106,0.0,0.06422808033683854
split_003,Universe,801200.SI,商贸零售,0.01643757843515384,0.01643757843515384,0.0,0.06422808033683854
split_003,Universe,801210.SI,社会服务,0.013050023625345563,0.013050023625345563,0.0,0.06422808033683854
split_003,Universe,801230.SI,综合,0.0020002582905324605,0.0020002582905324605,0.0,0.06422808033683854
split_003,Universe,801710.SI,建筑材料,0.0066339463202491475,0.0066339463202491475,0.0,0.06422808033683854
split_003,Universe,801720.SI,建筑装饰,0.015586671078201117,0.015586671078201117,0.0,0.06422808033683854
split_003,Universe,801730.SI,电力设备,0.08595439245826533,0.08595439245826533,0.0,0.06422808033683854
split_003,Universe,801740.SI,国防军工,0.044590329505545166,0.044590329505545166,0.0,0.06422808033683854
split_003,Universe,801750.SI,计算机,0.10122700165107255,0.10122700165107255,0.0,0.06422808033683854
split_003,Universe,801760.SI,传媒,0.03465404665424836,0.03465404665424836,0.0,0.06422808033683854
split_003,Universe,801770.SI,通信,0.04034392594073847,0.04034392594073847,0.0,0.06422808033683854
split_003,Universe,801780.SI,银行,0.01770797786886275,0.01770797786886275,0.0,0.06422808033683854
split_003,Universe,801790.SI,非银金融,0.03511341528194108,0.03511341528194108,0.0,0.06422808033683854
split_003,Universe,801880.SI,汽车,0.054200600924069524,0.054200600924069524,0.0,0.06422808033683854
split_003,Universe,801890.SI,机械设备,0.08236111379457044,0.08236111379457044,0.0,0.06422808033683854
split_003,Universe,801950.SI,煤炭,0.008412337604673695,0.008412337604673695,0.0,0.06422808033683854
split_003,Universe,801960.SI,石油石化,0.00716627705017868,0.00716627705017868,0.0,0.06422808033683854
split_003,Universe,801970.SI,环保,0.008803654327648182,0.008803654327648182,0.0,0.06422808033683854
split_003,Universe,801980.SI,美容护理,0.0037383552342382578,0.0037383552342382578,0.0,0.06422808033683854
split_003,Top10,801010.SI,农林牧渔,0.046774193548387105,0.013651009674894606,0.0331231838734925,0.07126040582726326
