instrument,row_count,can_buy_rate,can_sell_rate,avg_tradability_score,suspended_rate,low_liquidity_rate,core_missing_rate
SZ300498,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600036,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601169,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ002352,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600000,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600031,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600016,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ002311,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601328,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601398,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600887,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601166,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601288,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601225,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601818,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601006,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601111,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600406,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ002415,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ300012,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ300054,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600015,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ300002,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ300001,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601988,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601668,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ000333,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601939,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ002714,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH601985,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600519,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600795,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ300315,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600900,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600029,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SZ300408,587,0.9982964224872232,0.9982964224872232,99.96592844974447,0.0,0.0,0.0
SH600426,587,0.9965928449744463,0.9982964224872232,99.92333901192504,0.0,0.0017035775127768314,0.0
