stage,execution_class,execution_profile,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,cache_key,input_date_count,cache_status
feature_projection,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,1.0,,,,45,,,73972.0,2.678090500005055,3.328125,317.109375,435.13671875,435.13671875,float64,1,,,,37.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,1.0,,,,45,,,73972.0,0.1694835999951465,0.15625,435.13671875,437.6875,437.6875,float64,1,,,,37.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,1.0,,,,45,,,73720.0,0.3574483000120381,0.34375,436.14453125,334.8046875,436.14453125,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,,,,,45,,,153643.0,2.6900001103058457e-05,0.0,274.3515625,274.3515625,274.3515625,float64,1,False,,025262f4a1797eac225351ee3b675d7cd3685b2c7645d2a5f4fee83072728e48,,miss
preprocessing_fit,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,train,,,,,45,,,,1.6873958000069251,2.03125,274.3515625,323.01171875,323.01171875,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,train,,,,,45,239362.0,,239362.0,0.3888837000122294,0.828125,323.01171875,474.6640625,474.6640625,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,,,,,45,,153643.0,153643.0,0.2553038000041852,0.609375,474.6640625,528.4296875,528.4296875,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,,,,45,239362.0,,,0.4262291000050027,3.703125,528.4296875,546.015625,546.015625,float64,1,False,f2653aa21af23d4a15f95a542053da8091ffea585a44aa56f30c13e408ffe5b3,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_01,,200.0,45,239362.0,,,4.916148000003886,5.25,546.015625,545.3359375,546.015625,float64,1,,f2653aa21af23d4a15f95a542053da8091ffea585a44aa56f30c13e408ffe5b3,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,45,,153643.0,,0.0864005000039469,1.15625,545.3359375,547.55078125,547.55078125,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,45,,153643.0,,0.1038292000012006,1.578125,547.55078125,551.66015625,551.66015625,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,45,,153643.0,,0.1893490999937057,2.234375,551.66015625,551.66015625,551.66015625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,45,,153643.0,,0.0881124000006821,0.703125,551.66015625,551.66015625,551.66015625,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,,200.0,45,239362.0,,,6.087462099996628,6.15625,551.66015625,548.76171875,551.66015625,float64,1,,f2653aa21af23d4a15f95a542053da8091ffea585a44aa56f30c13e408ffe5b3,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,45,,153643.0,,0.1157601000013528,1.390625,548.76171875,550.015625,550.015625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,45,,153643.0,,0.095968299996457,1.03125,550.015625,552.82421875,552.82421875,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,45,,153643.0,,0.1572868000075686,2.234375,552.82421875,552.82421875,552.82421875,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,45,,153643.0,,0.0968111999973189,1.1875,552.82421875,552.98046875,552.98046875,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,,,,100,,,,6.17989659999148,5.984375,388.4375,391.78125,391.78125,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,,,,,100,,,,0.000166400001035,0.0,392.04296875,392.04296875,392.04296875,float64,1,False,,452ebc9df08e547bc87f7bfeb9e9cd4faaeedfd719d8d41518f4eedf7ebe8d16,,
feature_projection,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,0.0,,,,100,,,79996.0,6.820019099992351,9.359375,392.04296875,583.4296875,583.4296875,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,0.0,,,,100,,,79996.0,0.2872012999869184,0.296875,583.4296875,638.546875,638.546875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,0.0,,,,100,,,79763.0,0.9160661000059918,0.984375,688.9609375,496.1796875,688.9609375,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,1.0,,,,100,,,79997.0,6.800626800002647,9.15625,496.1796875,737.63671875,737.63671875,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,1.0,,,,100,,,79997.0,0.2525586999981897,0.25,737.63671875,745.78125,745.78125,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,1.0,,,,100,,,79750.0,0.9224909000040498,0.96875,743.46875,531.0546875,743.46875,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,2.0,,,,100,,,79988.0,6.760507600003621,12.28125,531.0546875,905.75,905.75,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,2.0,,,,100,,,79988.0,0.2831205999973463,0.34375,905.75,913.88671875,913.88671875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,2.0,,,,100,,,79849.0,1.148817900000722,1.28125,912.2421875,544.28515625,912.2421875,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,,,,,100,,,239362.0,2.249999670311809e-05,0.0,390.1875,390.1875,390.1875,float64,1,False,,452ebc9df08e547bc87f7bfeb9e9cd4faaeedfd719d8d41518f4eedf7ebe8d16,,miss
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,100,,,,0.0003546999942045,0.0,388.26953125,388.26953125,388.26953125,float64,1,False,,8621a755cdaf317aa2ede1f39394138a183eaa85c67b4071c9aaf77e9dfccbbc,,
feature_projection,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,0.0,,,,100,,,80000.0,4.633676199999172,6.484375,388.26953125,653.1953125,653.1953125,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,0.0,,,,100,,,80000.0,0.2920050999964587,0.3125,653.1953125,701.38671875,701.38671875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,0.0,,,,100,,,79923.0,1.0638592999894172,1.078125,753.73046875,530.93359375,753.73046875,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,1.0,,,,100,,,73972.0,3.3252625999884917,4.78125,530.93359375,743.234375,743.234375,float64,1,,,,37.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,1.0,,,,100,,,73972.0,0.1316125000012107,0.140625,743.234375,741.50390625,743.234375,float64,1,,,,37.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,1.0,,,,100,,,73720.0,0.8649447999923723,0.875,740.12890625,518.85546875,740.12890625,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,100,,,153643.0,3.0800001695752144e-05,0.0,380.75,380.75,380.75,float64,1,False,,8621a755cdaf317aa2ede1f39394138a183eaa85c67b4071c9aaf77e9dfccbbc,,miss
preprocessing_fit,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,,,,,100,,,,3.7776633000030415,4.53125,380.75,468.25,468.25,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,train,,,,,100,239362.0,,239362.0,0.8339560000022175,2.109375,468.25,805.296875,805.296875,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,100,,153643.0,153643.0,0.6108271000121022,1.0625,805.296875,933.55078125,933.55078125,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,,,,100,239362.0,,,0.9669682999956422,6.734375,933.55078125,948.2265625,948.2265625,float64,1,False,dbb3ec2eb7f6a3c3c8c8e2fdf16c14bb65f5a9683755e3583f582399f424ac7d,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,100,239362.0,,,9.732314100008807,9.46875,948.2265625,947.9609375,948.2265625,float64,1,,dbb3ec2eb7f6a3c3c8c8e2fdf16c14bb65f5a9683755e3583f582399f424ac7d,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,100,,153643.0,,0.09602779999841,1.359375,947.9609375,950.13671875,950.13671875,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,100,,153643.0,,0.117261999999755,1.0625,950.13671875,954.15625,954.15625,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,100,,153643.0,,0.206078899995191,2.140625,954.15625,954.1640625,954.1640625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,100,,153643.0,,0.1213156000012531,0.65625,954.1640625,954.17578125,954.17578125,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,100,239362.0,,,12.600476399995388,12.609375,954.17578125,952.39453125,954.17578125,float64,1,,dbb3ec2eb7f6a3c3c8c8e2fdf16c14bb65f5a9683755e3583f582399f424ac7d,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,100,,153643.0,,0.1210551999974995,1.53125,952.39453125,953.31640625,953.31640625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,100,,153643.0,,0.1284977999894181,1.3125,953.31640625,956.1015625,956.1015625,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,100,,153643.0,,0.2474488000007113,2.734375,956.1015625,956.1015625,956.1015625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,100,,153643.0,,0.123944200007827,0.5625,956.1015625,956.1015625,956.1015625,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,,,,46,,,,4.754630499999621,4.671875,611.88671875,614.0390625,614.0390625,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,,,,0.000191300001461,0.0,613.1640625,613.1640625,613.1640625,float64,1,False,,2a7134d49199dd95af944cff7d66b33d41ed452a4068faf4bf4aeda624c9f67a,,
feature_projection,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,0.0,,,,46,,,79998.0,4.604786100011552,5.71875,613.1640625,648.3359375,648.3359375,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,0.0,,,,46,,,79998.0,0.3391348000004655,0.34375,648.3359375,677.85546875,677.85546875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,0.0,,,,46,,,79793.0,0.5165704000100959,0.5625,705.75390625,454.92578125,705.75390625,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,1.0,,,,46,,,79995.0,4.423245700003463,6.75,454.92578125,697.52734375,697.52734375,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,1.0,,,,46,,,79995.0,0.2463587000092957,0.296875,697.52734375,707.9375,707.9375,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,1.0,,,,46,,,79771.0,0.3402720000012778,0.375,708.8359375,464.5546875,708.8359375,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,2.0,,,,46,,,79984.0,3.811766399987391,4.453125,464.5546875,631.86328125,631.86328125,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,2.0,,,,46,,,79984.0,0.2721330000058515,0.28125,631.86328125,637.0625,637.0625,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,2.0,,,,46,,,79842.0,0.3367297999939183,0.34375,638.80859375,468.64453125,638.80859375,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,,,239406.0,3.509999078232795e-05,0.0,397.109375,397.109375,397.109375,float64,1,False,,2a7134d49199dd95af944cff7d66b33d41ed452a4068faf4bf4aeda624c9f67a,,miss
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,,,,,46,,,,0.0002082999999402,0.0,397.24609375,397.24609375,397.24609375,float64,1,False,,1d738e330c31856647c7da47327129dcd4b2b6c9d509275deddbb8403b3a73fa,,
feature_projection,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,0.0,,,,46,,,79982.0,2.8982238000025973,3.65625,397.24609375,542.3046875,542.3046875,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,0.0,,,,46,,,79982.0,0.16121020000719,0.1875,542.3046875,566.08984375,566.08984375,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,0.0,,,,46,,,79751.0,0.4665441999968607,0.53125,593.34765625,471.7890625,593.34765625,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,1.0,,,,46,,,74000.0,2.8714990000007674,3.84375,471.7890625,597.86328125,597.86328125,float64,1,,,,37.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,1.0,,,,46,,,74000.0,0.1637698999984422,0.203125,597.86328125,598.5234375,598.5234375,float64,1,,,,37.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,1.0,,,,46,,,73797.0,0.3760043000074802,0.421875,596.50390625,469.78125,596.50390625,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,,,,,46,,,153548.0,2.269999822601676e-05,0.0,400.58203125,400.58203125,400.58203125,float64,1,False,,1d738e330c31856647c7da47327129dcd4b2b6c9d509275deddbb8403b3a73fa,,miss
preprocessing_fit,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,,,,1.6746988000086276,2.09375,400.58203125,462.00390625,462.00390625,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,239406.0,,239406.0,0.4165277000138303,0.765625,462.00390625,606.1328125,606.1328125,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,,,,,46,,153548.0,153548.0,0.3162420000007842,0.484375,606.1328125,689.0546875,689.0546875,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,,,,46,239406.0,,,0.4726917999942088,3.671875,689.0546875,691.1328125,691.1328125,float64,1,False,036693257a20203de70d6325364ca6dab5ca8746245777bdd9df4e918756904a,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,,200.0,46,239406.0,,,5.629905299996608,5.796875,691.1328125,692.796875,692.796875,float64,1,,036693257a20203de70d6325364ca6dab5ca8746245777bdd9df4e918756904a,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,46,,153548.0,,0.0817653000121936,0.921875,692.796875,694.89453125,694.89453125,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,46,,153548.0,,0.1056976999971084,1.390625,694.89453125,698.578125,698.578125,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,46,,153548.0,,0.1703638000035425,2.0625,698.578125,698.578125,698.578125,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,46,,153548.0,,0.1362342000065837,0.71875,698.578125,697.578125,698.578125,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,,200.0,46,239406.0,,,6.425783600003342,6.53125,697.578125,694.125,697.578125,float64,1,,036693257a20203de70d6325364ca6dab5ca8746245777bdd9df4e918756904a,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,46,,153548.0,,0.1353665000060573,1.40625,694.125,695.0546875,695.0546875,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,46,,153548.0,,0.1162356000131694,0.546875,695.0546875,697.796875,697.796875,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,46,,153548.0,,0.1878035999980056,2.0625,697.796875,697.796875,697.796875,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,46,,153548.0,,0.1218060999963199,1.046875,697.796875,697.796875,697.796875,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,,,,314,,,,6.461760099991807,6.328125,527.12109375,529.16796875,529.16796875,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,,,,,314,,,,0.0001236999960383,0.0,529.359375,529.359375,529.359375,float64,1,False,,c6947ba9d9b5c8317ccbfd2e1d05492f87031ed467c6c43abb2c12813aa11cad,,
feature_projection,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,0.0,,,,314,,,79998.0,11.573611900006654,18.703125,529.359375,804.4453125,804.4453125,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,0.0,,,,314,,,79998.0,0.4531359999964479,0.4375,804.4453125,937.2109375,937.2109375,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,0.0,,,,314,,,79793.0,3.168690400008927,3.25,1050.6953125,784.25390625,1050.6953125,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,1.0,,,,314,,,79995.0,11.274945099998147,25.125,784.25390625,1161.94921875,1161.94921875,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,1.0,,,,314,,,79995.0,0.3711361999885412,0.421875,1161.94921875,1167.8125,1167.8125,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,1.0,,,,314,,,79771.0,2.970859599998221,3.234375,1168.89453125,792.87890625,1168.89453125,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,2.0,,,,314,,,79984.0,10.420489199997974,18.4375,792.87890625,1080.71484375,1080.71484375,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,2.0,,,,314,,,79984.0,0.3504771000007167,0.375,1080.71484375,1088.21484375,1088.21484375,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,2.0,,,,314,,,79842.0,2.6934441000048537,2.875,1089.4453125,801.09765625,1089.4453125,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,,,,,314,,,239406.0,2.089999907184392e-05,0.0,458.54296875,458.54296875,458.54296875,float64,1,False,,c6947ba9d9b5c8317ccbfd2e1d05492f87031ed467c6c43abb2c12813aa11cad,,miss
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,,,,,314,,,,0.0006358999962685,0.0,457.640625,457.640625,457.640625,float64,1,False,,30d7391c8f5864b37c671deb84c7150790b5faad6f954f440570f88cc52d10d6,,
feature_projection,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,0.0,,,,314,,,79982.0,6.735170999992988,11.15625,457.640625,766.32421875,766.32421875,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,0.0,,,,314,,,79982.0,0.2855095999984769,0.28125,766.32421875,890.65234375,890.65234375,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,0.0,,,,314,,,79751.0,2.732060399997863,2.75,1006.140625,799.48828125,1006.140625,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,1.0,,,,314,,,74000.0,6.577567200001795,12.0,799.48828125,986.4453125,986.4453125,float64,1,,,,37.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,1.0,,,,314,,,74000.0,0.2087239000102272,0.328125,986.4453125,979.265625,986.4453125,float64,1,,,,37.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,1.0,,,,314,,,73797.0,2.5043424000032246,2.640625,972.51171875,765.375,972.51171875,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,,,,,314,,,153548.0,2.819999644998461e-05,0.0,462.296875,462.296875,462.296875,float64,1,False,,30d7391c8f5864b37c671deb84c7150790b5faad6f954f440570f88cc52d10d6,,miss
preprocessing_fit,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,,,,,314,,,,12.211919300010775,14.203125,462.296875,552.6640625,552.6640625,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,train,,,,,314,239406.0,,239406.0,2.604237200008356,5.265625,552.6640625,1322.51171875,1322.51171875,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,validation,,,,,314,,153548.0,153548.0,1.9314986999961548,3.84375,1322.51171875,1703.546875,1703.546875,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,,,,314,239406.0,,,3.018562800003565,20.28125,1703.546875,1762.5859375,1762.5859375,float64,1,False,003053e0cc6a688686ea8d3edfccf61f53632392fbc4359962f41bae441979a5,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,,200.0,314,239406.0,,,27.100326500003572,27.28125,1762.5859375,1770.23828125,1770.23828125,float64,1,,003053e0cc6a688686ea8d3edfccf61f53632392fbc4359962f41bae441979a5,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,314,,153548.0,,0.1328040999942459,1.375,1770.23828125,1772.265625,1772.265625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,314,,153548.0,,0.0980898999987403,0.921875,1772.265625,1775.078125,1775.078125,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,314,,153548.0,,0.1855491999885998,2.234375,1775.078125,1775.08203125,1775.08203125,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,314,,153548.0,,0.1212436999921919,0.84375,1775.08203125,1775.08203125,1775.08203125,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,current_plus_existing_conditional_signal,,,structure_04,,200.0,314,239406.0,,,41.52846460000728,42.0625,1775.08203125,1777.54296875,1777.54296875,float64,1,,003053e0cc6a688686ea8d3edfccf61f53632392fbc4359962f41bae441979a5,,,
