api,parameters_json,retrieval_time_utc,status,row_count,columns,content_sha256,elapsed_seconds,error
income,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600519.SH""}",2026-08-30T06:18:53.981971+00:00,accessible_nonempty,119,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",8ce916a4836a1002aa3bab1f59d6b03f45545515d730a855bced40aaffc90d19,0.082,
balancesheet,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600519.SH""}",2026-08-30T06:18:54.056795+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",a627d1a2f6affe59a07d59aac0bc4d8d0c741029fd36b008ce78ebe40248e1aa,0.072,
cashflow,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600519.SH""}",2026-08-30T06:18:54.152638+00:00,accessible_nonempty,98,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",b46fb31042239eed0542ea789bdda10a83341aef317a4cf9ad54ad7982e72474,0.092,
fina_indicator,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 19980101, ""ts_code"": ""600519.SH""}",2026-08-30T06:18:54.243714+00:00,accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",ee99c9cba6414f922d5e6e14717b9a3638fb7f7a9d5cc779d673c9209cf92459,0.089,
income,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:54.331771+00:00,accessible_nonempty,128,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",60d798911f38537ece168d0163aad0f65bbc53caca77e034adbd609671d64ecf,0.085,
balancesheet,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:54.437017+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",547d90555b4aa289b8acf690eacbb34a0d8bd8c6ca97eac6c42fb5d40e012738,0.102,
cashflow,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:54.529705+00:00,accessible_nonempty,97,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",e2866b9dadbb4df2843ad62afd2cf693343c77fa52971aa8a25b0b99de766a8d,0.088,
fina_indicator,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 19980101, ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:54.604782+00:00,accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",778901208d40c4c0a5f57a8ec86378a5e1882b25e611424147255f8ad2f5f6cb,0.072,
income,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:54.689297+00:00,accessible_nonempty,122,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",c9d12ac847ecd5f3be2c790a831028303751960abe9296590a4031bcb4389fa6,0.081,
balancesheet,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:54.784522+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",bda58aa945d9e58ce896b4a7528fbcb336e49800414602a53455fefb8a51a22f,0.093,
cashflow,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:54.900390+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",2d9a7c2c324711e3cf962aa7173f352603dcff04f389855732f4b0347d024c79,0.111,
fina_indicator,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 19980101, ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:54.992353+00:00,accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",40cdf1849f9f3586e8de662e5f695dd25533abe09a46022270099dc3037d183b,0.088,
income,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600036.SH""}",2026-08-30T06:18:55.110787+00:00,accessible_nonempty,116,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",627f6dd9d618da387d1e861a4acb719f2862fe3429e8525f84f694ce14b36ebf,0.116,
balancesheet,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600036.SH""}",2026-08-30T06:18:55.207332+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",b0354e13c098e0357f3907c1330d5b90f88fc1eef9eaf93f71f74301a4e7848e,0.092,
cashflow,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600036.SH""}",2026-08-30T06:18:55.299981+00:00,accessible_nonempty,91,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",63a18f17a1f7b6bdad8c134abcc1e81ddae7c1e189cb897d74b1ab0f096da413,0.088,
fina_indicator,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 19980101, ""ts_code"": ""600036.SH""}",2026-08-30T06:18:55.389693+00:00,accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",c8868d6f9c444a288d50f2a8aea0b0118b062b8ef8dd5c540396ffda66e4687f,0.088,
