factor,valid_rows,total_rows,coverage,missing_rate,min,max,mean
alpha360_CLOSE12,88214,88797,0.993434462875998,0.0065655371240019855,0.4705195426940918,3.503875970840454,1.002427101135254
alpha360_CLOSE11,88216,88797,0.9934569861594423,0.0065430138405576654,0.45154061913490295,3.21212100982666,1.0021241903305054
alpha360_CLOSE10,88218,88797,0.9934795094428865,0.006520490557113456,0.44705885648727417,2.878980875015259,1.0018035173416138
alpha360_CLOSE9,88231,88797,0.9936259107852743,0.006374089214725709,0.46022409200668335,2.605095624923706,1.00148606300354
alpha360_CLOSE8,88245,88797,0.9937835737693841,0.006216426230615912,0.4831932783126831,2.3376622200012207,1.0011085271835327
alpha360_CLOSE7,88259,88797,0.9939412367534939,0.006058763246506116,0.5112107992172241,2.112149477005005,1.000756859779358
alpha360_CLOSE6,88273,88797,0.9940988997376038,0.005901100262396208,0.5624075531959534,1.911214828491211,1.0005406141281128
alpha360_CLOSE5,88287,88797,0.9942565627217136,0.005743437278286412,0.6190605759620667,1.71848726272583,1.0003044605255127
alpha360_CLOSE4,88300,88797,0.9944029640641012,0.005597035935898775,0.6812070608139038,1.545454502105713,1.0001718997955322
alpha360_CLOSE3,88315,88797,0.9945718886899332,0.005428111310066819,0.7494356632232666,1.386440634727478,1.0000905990600586
alpha360_CLOSE2,88335,88797,0.9947971215243758,0.005202878475624173,0.8216561079025269,1.251082181930542,1.0000673532485962
alpha360_CLOSE1,88357,88797,0.9950448776422627,0.004955122357737318,0.897849440574646,1.125541090965271,0.9999861121177673
alpha360_OPEN59,88183,88797,0.993085351982612,0.006914648017387948,0.23023152351379395,6.0732741355896,1.0285015106201172
alpha360_OPEN58,88183,88797,0.993085351982612,0.006914648017387948,0.2376800775527954,5.945126056671143,1.0278539657592773
alpha360_OPEN57,88186,88797,0.9931191369077784,0.0068808630922215785,0.2501998841762543,5.758314609527588,1.0272455215454102
alpha360_OPEN56,88189,88797,0.9931529218329448,0.0068470781670552094,0.26537835597991943,5.885441303253174,1.026505947113037
alpha360_OPEN55,88193,88797,0.9931979683998333,0.00680203160016668,0.26675060391426086,5.82424259185791,1.025808334350586
alpha360_OPEN54,88198,88797,0.993254276608444,0.006745723391555991,0.2667962610721588,5.4691057205200195,1.0252048969268799
alpha360_OPEN53,88202,88797,0.9932993231753325,0.006700676824667462,0.2632579803466797,5.5265727043151855,1.024844765663147
alpha360_OPEN52,88207,88797,0.9933556313839431,0.006644368616056884,0.2702452540397644,5.4691057205200195,1.0244191884994507
alpha360_OPEN51,88210,88797,0.9933894163091096,0.006610583690890404,0.287974089384079,5.9494948387146,1.0237571001052856
alpha360_OPEN50,88212,88797,0.9934119395925538,0.006588060407446195,0.2851599156856537,5.5867204666137695,1.0231412649154663
alpha360_OPEN49,88216,88797,0.9934569861594423,0.0065430138405576654,0.2672678530216217,5.2656450271606445,1.022489309310913
alpha360_OPEN48,88221,88797,0.993513294368053,0.006486705631946976,0.280961811542511,5.5867204666137695,1.0219440460205078
alpha360_OPEN47,88223,88797,0.9935358176514972,0.006464182348502767,0.27977848052978516,5.2656450271606445,1.0216172933578491
alpha360_OPEN46,88226,88797,0.9935696025766636,0.006430397423336398,0.29160964488983154,5.2656450271606445,1.0212340354919434
alpha360_OPEN45,88227,88797,0.9935808642183858,0.006419135781614238,0.29762011766433716,5.160457134246826,1.0208605527877808
alpha360_OPEN44,88229,88797,0.99360338750183,0.006396612498170029,0.2953273057937622,5.110842704772949,1.0203347206115723
alpha360_OPEN43,88228,88797,0.9935921258601079,0.006407874139892078,0.30809131264686584,5.006678581237793,1.0197910070419312
alpha360_OPEN42,88226,88797,0.9935696025766636,0.006430397423336398,0.3106919229030609,4.952775478363037,1.0190964937210083
alpha360_OPEN41,88223,88797,0.9935358176514972,0.006464182348502767,0.30407145619392395,4.952775478363037,1.0182143449783325
alpha360_OPEN40,88217,88797,0.9934682478011645,0.006531752198835505,0.2988469898700714,5.006678581237793,1.0174145698547363
alpha360_OPEN39,88208,88797,0.9933668930256653,0.006633106974334724,0.31284046173095703,4.747265338897705,1.0165276527404785
alpha360_OPEN38,88207,88797,0.9933556313839431,0.006644368616056884,0.32240796089172363,5.006678581237793,1.0156272649765015
alpha360_OPEN37,88206,88797,0.9933443697422211,0.006655630257778933,0.2989926040172577,5.006678581237793,1.0148229598999023
alpha360_OPEN36,88205,88797,0.9933331081004989,0.006666891899501093,0.31736457347869873,5.006678581237793,1.0139844417572021
alpha360_OPEN35,88201,88797,0.9932880615336104,0.006711938466389622,0.33993569016456604,4.53575325012207,1.0132867097854614
alpha360_OPEN34,88200,88797,0.9932767998918882,0.006723200108111782,0.316997766494751,4.321803092956543,1.0126155614852905
alpha360_OPEN33,88200,88797,0.9932767998918882,0.006723200108111782,0.3197222054004669,3.96632981300354,1.011967420578003
alpha360_OPEN32,88196,88797,0.9932317533249997,0.006768246675000311,0.3342575132846832,3.588744640350342,1.011260747909546
alpha360_OPEN31,88193,88797,0.9931979683998333,0.00680203160016668,0.3287544250488281,3.1884617805480957,1.010520577430725
alpha360_OPEN30,88187,88797,0.9931303985495006,0.0068696014504994185,0.34268826246261597,2.881201982498169,1.0097028017044067
alpha360_OPEN29,88184,88797,0.9930966136243341,0.006903386375665899,0.3551189601421356,4.818181991577148,1.0090733766555786
alpha360_OPEN28,88187,88797,0.9931303985495006,0.0068696014504994185,0.348643034696579,4.52439022064209,1.0084370374679565
alpha360_OPEN27,88188,88797,0.9931416601912226,0.0068583398087773695,0.3776204288005829,4.264368057250977,1.007787823677063
alpha360_OPEN26,88189,88797,0.9931529218329448,0.0068470781670552094,0.3605252802371979,4.52439022064209,1.0071375370025635
alpha360_OPEN25,88191,88797,0.9931754451163891,0.006824554883610889,0.372658371925354,4.264368057250977,1.0065761804580688
alpha360_OPEN24,88193,88797,0.9931979683998333,0.00680203160016668,0.3852353096008301,4.264368057250977,1.0061461925506592
alpha360_OPEN23,88195,88797,0.9932204916832776,0.00677950831672236,0.3837045133113861,4.05464506149292,1.0057060718536377
alpha360_OPEN22,88197,88797,0.9932430149667218,0.006756985033278151,0.37588632106781006,4.05464506149292,1.0051828622817993
alpha360_OPEN21,88199,88797,0.9932655382501661,0.006734461749833942,0.3949185311794281,4.05464506149292,1.0046708583831787
alpha360_OPEN20,88200,88797,0.9932767998918882,0.006723200108111782,0.41510698199272156,3.844559669494629,1.0041522979736328
alpha360_OPEN19,88201,88797,0.9932880615336104,0.006711938466389622,0.43618303537368774,3.844559669494629,1.0036728382110596
alpha360_OPEN18,88202,88797,0.9932993231753325,0.006700676824667462,0.44187429547309875,4.05464506149292,1.0033026933670044
alpha360_OPEN17,88203,88797,0.9933105848170546,0.006689415182945413,0.4298454821109772,3.844559669494629,1.0029159784317017
alpha360_OPEN16,88204,88797,0.9933218464587767,0.006678153541223253,0.42164096236228943,4.05464506149292,1.002617359161377
alpha360_OPEN15,88207,88797,0.9933556313839431,0.006644368616056884,0.4489865303039551,4.201680660247803,1.0023788213729858
alpha360_OPEN14,88212,88797,0.9934119395925538,0.006588060407446195,0.4300549328327179,4.201680660247803,1.0021098852157593
alpha360_OPEN13,88212,88797,0.9934119395925538,0.006588060407446195,0.4218464195728302,3.8759689331054688,1.0020408630371094
alpha360_OPEN12,88214,88797,0.993434462875998,0.0065655371240019855,0.4477672874927521,3.503875970840454,1.001877784729004
alpha360_OPEN11,88216,88797,0.9934569861594423,0.0065430138405576654,0.4760545790195465,3.21212100982666,1.0016632080078125
alpha360_OPEN10,88218,88797,0.9934795094428865,0.006520490557113456,0.4590824246406555,2.878980875015259,1.0013593435287476
alpha360_OPEN9,88231,88797,0.9936259107852743,0.006374089214725709,0.4438265562057495,2.605095624923706,1.0010218620300293
alpha360_OPEN8,88245,88797,0.9937835737693841,0.006216426230615912,0.45695656538009644,2.3376622200012207,1.0007072687149048
alpha360_OPEN7,88259,88797,0.9939412367534939,0.006058763246506116,0.48191723227500916,2.112149477005005,1.000299334526062
alpha360_OPEN6,88273,88797,0.9940988997376038,0.005901100262396208,0.5137068629264832,1.9113942384719849,1.000008463859558
alpha360_OPEN5,88287,88797,0.9942565627217136,0.005743437278286412,0.5634764432907104,1.8215422630310059,0.9997691512107849
alpha360_OPEN4,88300,88797,0.9944029640641012,0.005597035935898775,0.6091064810752869,1.68863844871521,0.9995548129081726
alpha360_OPEN3,88315,88797,0.9945718886899332,0.005428111310066819,0.6701055765151978,1.5472620725631714,0.9994039535522461
alpha360_OPEN2,88335,88797,0.9947971215243758,0.005202878475624173,0.7346451282501221,1.3921324014663696,0.9993193745613098
alpha360_OPEN1,88357,88797,0.9950448776422627,0.004955122357737318,0.7803336977958679,1.3078116178512573,0.9992800951004028
alpha360_OPEN0,88438,88797,0.9959570706217552,0.004042929378244797,0.836056649684906,1.2032866477966309,0.9992281198501587
alpha360_HIGH59,88183,88797,0.993085351982612,0.006914648017387948,0.23670530319213867,6.135885238647461,1.0474661588668823
alpha360_HIGH58,88183,88797,0.993085351982612,0.006914648017387948,0.24854792654514313,6.007706642150879,1.0467568635940552
alpha360_HIGH57,88186,88797,0.9931191369077784,0.0068808630922215785,0.2609894573688507,5.993348121643066,1.0460293292999268
alpha360_HIGH56,88189,88797,0.9931529218329448,0.0068470781670552094,0.2736567258834839,6.0732741355896,1.0452516078948975
alpha360_HIGH55,88193,88797,0.9931979683998333,0.00680203160016668,0.27577438950538635,5.886868953704834,1.0445188283920288
alpha360_HIGH54,88198,88797,0.993254276608444,0.006745723391555991,0.26836565136909485,5.6334943771362305,1.043898344039917
alpha360_HIGH53,88202,88797,0.9932993231753325,0.006700676824667462,0.2754988968372345,5.7029523849487305,1.043502926826477
alpha360_HIGH52,88207,88797,0.9933556313839431,0.006644368616056884,0.28927382826805115,5.948051929473877,1.0429447889328003
alpha360_HIGH51,88210,88797,0.9933894163091096,0.006610583690890404,0.29495763778686523,6.200000286102295,1.0422725677490234
alpha360_HIGH50,88212,88797,0.9934119395925538,0.006588060407446195,0.28798484802246094,5.821950912475586,1.0415828227996826
alpha360_HIGH49,88216,88797,0.9934569861594423,0.0065430138405576654,0.2845704257488251,5.5853657722473145,1.0409740209579468
alpha360_HIGH48,88221,88797,0.993513294368053,0.006486705631946976,0.28480684757232666,5.821950912475586,1.040438175201416
alpha360_HIGH47,88223,88797,0.9935358176514972,0.006464182348502767,0.2926865220069885,5.487356185913086,1.0400936603546143
alpha360_HIGH46,88226,88797,0.9935696025766636,0.006430397423336398,0.3003487288951874,5.487356185913086,1.039682149887085
alpha360_HIGH45,88227,88797,0.9935808642183858,0.006419135781614238,0.29992014169692993,5.371088027954102,1.039236307144165
alpha360_HIGH44,88229,88797,0.99360338750183,0.006396612498170029,0.31265947222709656,5.217486381530762,1.038634181022644
alpha360_HIGH43,88228,88797,0.9935921258601079,0.006407874139892078,0.3213214874267578,5.217486381530762,1.0380449295043945
alpha360_HIGH42,88226,88797,0.9935696025766636,0.006430397423336398,0.31652432680130005,5.110842704772949,1.037256121635437
alpha360_HIGH41,88223,88797,0.9935358176514972,0.006464182348502767,0.31281182169914246,5.110842704772949,1.0363683700561523
alpha360_HIGH40,88217,88797,0.9934682478011645,0.006531752198835505,0.3238835334777832,5.217486381530762,1.0355112552642822
alpha360_HIGH39,88208,88797,0.9933668930256653,0.006633106974334724,0.3344632685184479,5.005464553833008,1.0345765352249146
alpha360_HIGH38,88207,88797,0.9933556313839431,0.006644368616056884,0.32470759749412537,5.217486381530762,1.0336942672729492
alpha360_HIGH37,88206,88797,0.9933443697422211,0.006655630257778933,0.3330317735671997,5.217486381530762,1.0328295230865479
alpha360_HIGH36,88205,88797,0.9933331081004989,0.006666891899501093,0.34503620862960815,5.217486381530762,1.0319756269454956
alpha360_HIGH35,88201,88797,0.9932880615336104,0.006711938466389622,0.33993569016456604,4.7267327308654785,1.0313096046447754
alpha360_HIGH34,88200,88797,0.9932767998918882,0.006723200108111782,0.34256210923194885,4.5037736892700195,1.0306349992752075
alpha360_HIGH33,88200,88797,0.9932767998918882,0.006723200108111782,0.3405199646949768,4.133333206176758,1.0299874544143677
alpha360_HIGH32,88196,88797,0.9932317533249997,0.006768246675000311,0.34640294313430786,3.6723077297210693,1.0292357206344604
alpha360_HIGH31,88193,88797,0.9931979683998333,0.00680203160016668,0.34815284609794617,3.3038063049316406,1.0284489393234253
alpha360_HIGH30,88187,88797,0.9931303985495006,0.0068696014504994185,0.36104676127433777,3.0025157928466797,1.0276188850402832
alpha360_HIGH29,88184,88797,0.9930966136243341,0.006903386375665899,0.3746411204338074,4.818181991577148,1.026968002319336
alpha360_HIGH28,88187,88797,0.9931303985495006,0.0068696014504994185,0.37051793932914734,4.52439022064209,1.026301383972168
alpha360_HIGH27,88188,88797,0.9931416601912226,0.0068583398087773695,0.3852248191833496,4.264368057250977,1.0256612300872803
alpha360_HIGH26,88189,88797,0.9931529218329448,0.0068470781670552094,0.38969600200653076,4.52439022064209,1.0250438451766968
alpha360_HIGH25,88191,88797,0.9931754451163891,0.006824554883610889,0.3883390724658966,4.264368057250977,1.0244944095611572
alpha360_HIGH24,88193,88797,0.9931979683998333,0.00680203160016668,0.4042067229747772,4.264368057250977,1.0240778923034668
alpha360_HIGH23,88195,88797,0.9932204916832776,0.00677950831672236,0.39137861132621765,4.05464506149292,1.023595929145813
alpha360_HIGH22,88197,88797,0.9932430149667218,0.006756985033278151,0.39378565549850464,4.05464506149292,1.0230343341827393
alpha360_HIGH21,88199,88797,0.9932655382501661,0.006734461749833942,0.4137241840362549,4.05464506149292,1.0225321054458618
alpha360_HIGH20,88200,88797,0.9932767998918882,0.006723200108111782,0.4348739683628082,3.844559669494629,1.0220390558242798
alpha360_HIGH19,88201,88797,0.9932880615336104,0.006711938466389622,0.4560448229312897,3.844559669494629,1.0215753316879272
alpha360_HIGH18,88202,88797,0.9932993231753325,0.006700676824667462,0.4577866792678833,4.05464506149292,1.0212428569793701
alpha360_HIGH17,88203,88797,0.9933105848170546,0.006689415182945413,0.4298454821109772,3.844559669494629,1.0208622217178345
alpha360_HIGH16,88204,88797,0.9933218464587767,0.006678153541223253,0.4562670588493347,4.05464506149292,1.0205742120742798
alpha360_HIGH15,88207,88797,0.9933556313839431,0.006644368616056884,0.461340069770813,4.201680660247803,1.0203255414962769
alpha360_HIGH14,88212,88797,0.9934119395925538,0.006588060407446195,0.4300549328327179,4.201680660247803,1.020089864730835
alpha360_HIGH13,88212,88797,0.9934119395925538,0.006588060407446195,0.45648014545440674,3.8759689331054688,1.0199884176254272
alpha360_HIGH12,88214,88797,0.993434462875998,0.0065655371240019855,0.4941553771495819,3.503875970840454,1.0198262929916382
alpha360_HIGH11,88216,88797,0.9934569861594423,0.0065430138405576654,0.4852123260498047,3.21212100982666,1.0195962190628052
alpha360_HIGH10,88218,88797,0.9934795094428865,0.006520490557113456,0.46564075350761414,2.878980875015259,1.0193003416061401
alpha360_HIGH9,88231,88797,0.9936259107852743,0.006374089214725709,0.47006261348724365,2.605095624923706,1.0189870595932007
alpha360_HIGH8,88245,88797,0.9937835737693841,0.006216426230615912,0.4908456802368164,2.3376622200012207,1.0186302661895752
alpha360_HIGH7,88259,88797,0.9939412367534939,0.006058763246506116,0.5206673741340637,2.112149477005005,1.0182451009750366
alpha360_HIGH6,88273,88797,0.9940988997376038,0.005901100262396208,0.5627802610397339,1.9417942762374878,1.0179965496063232
alpha360_HIGH5,88287,88797,0.9942565627217136,0.005743437278286412,0.6191415786743164,1.9024996757507324,1.0177757740020752
alpha360_HIGH4,88300,88797,0.9944029640641012,0.005597035935898775,0.6815096735954285,1.7636891603469849,1.0175974369049072
alpha360_HIGH3,88315,88797,0.9945718886899332,0.005428111310066819,0.7498766779899597,1.5886180400848389,1.0174797773361206
alpha360_HIGH2,88335,88797,0.9947971215243758,0.005202878475624173,0.8216561079025269,1.4293649196624756,1.0174272060394287
alpha360_HIGH1,88357,88797,0.9950448776422627,0.004955122357737318,0.9020978808403015,1.3078116178512573,1.0173803567886353
alpha360_HIGH0,88438,88797,0.9959570706217552,0.004042929378244797,1.0,1.206020712852478,1.0173661708831787
alpha360_LOW59,88183,88797,0.993085351982612,0.006914648017387948,0.22874058783054352,5.885441303253174,1.0104613304138184
alpha360_LOW58,88183,88797,0.993085351982612,0.006914648017387948,0.23481598496437073,5.632225036621094,1.0098820924758911
alpha360_LOW57,88186,88797,0.9931191369077784,0.0068808630922215785,0.24917978048324585,5.699556350708008,1.0092837810516357
alpha360_LOW56,88189,88797,0.9931529218329448,0.0068470781670552094,0.2571784555912018,5.8228302001953125,1.0086749792099
alpha360_LOW55,88193,88797,0.9931979683998333,0.00680203160016668,0.26604437828063965,5.636363506317139,1.0081093311309814
alpha360_LOW54,88198,88797,0.993254276608444,0.006745723391555991,0.2582038640975952,5.383117198944092,1.0077316761016846
alpha360_LOW53,88202,88797,0.9932993231753325,0.006700676824667462,0.2628656327724457,5.467779159545898,1.0073925256729126
alpha360_LOW52,88207,88797,0.9933556313839431,0.006644368616056884,0.26895052194595337,5.384552478790283,1.0069336891174316
alpha360_LOW51,88210,88797,0.9933894163091096,0.006610583690890404,0.282677561044693,5.636363506317139,1.0063269138336182
alpha360_LOW50,88212,88797,0.9934119395925538,0.006588060407446195,0.2709176242351532,5.383117198944092,1.005722165107727
alpha360_LOW49,88216,88797,0.9934569861594423,0.0065430138405576654,0.2631089687347412,5.107799053192139,1.0051922798156738
alpha360_LOW48,88221,88797,0.993513294368053,0.006486705631946976,0.27413490414619446,5.292682647705078,1.004854679107666
alpha360_LOW47,88223,88797,0.9935358176514972,0.006464182348502767,0.27977848052978516,5.107799053192139,1.004597544670105
alpha360_LOW46,88226,88797,0.9935696025766636,0.006430397423336398,0.28884992003440857,5.107799053192139,1.0042331218719482
alpha360_LOW45,88227,88797,0.9935808642183858,0.006419135781614238,0.29348012804985046,5.107799053192139,1.0038721561431885
alpha360_LOW44,88229,88797,0.99360338750183,0.006396612498170029,0.2902671992778778,4.952775478363037,1.0033175945281982
alpha360_LOW43,88228,88797,0.9935921258601079,0.006407874139892078,0.3054769039154053,4.900086402893066,1.0027555227279663
alpha360_LOW42,88226,88797,0.9935696025766636,0.006430397423336398,0.2995019257068634,4.900086402893066,1.001985788345337
alpha360_LOW41,88223,88797,0.9935358176514972,0.006464182348502767,0.29947128891944885,4.900086402893066,1.0011677742004395
alpha360_LOW40,88217,88797,0.9934682478011645,0.006531752198835505,0.29608842730522156,4.74316930770874,1.000388741493225
alpha360_LOW39,88208,88797,0.9933668930256653,0.006633106974334724,0.31100019812583923,4.5312628746032715,0.9995183348655701
alpha360_LOW38,88207,88797,0.9933556313839431,0.006644368616056884,0.3141292929649353,4.74316930770874,0.9987326264381409
alpha360_LOW37,88206,88797,0.9933443697422211,0.006655630257778933,0.2962327003479004,4.74316930770874,0.9979470372200012
alpha360_LOW36,88205,88797,0.9933331081004989,0.006666891899501093,0.31443506479263306,4.74316930770874,0.9971826076507568
alpha360_LOW35,88201,88797,0.9932880615336104,0.006711938466389622,0.32889580726623535,4.530055046081543,0.9965730905532837
alpha360_LOW34,88200,88797,0.9932767998918882,0.006723200108111782,0.31698668003082275,4.1039605140686035,0.9959164261817932
alpha360_LOW33,88200,88797,0.9932767998918882,0.006723200108111782,0.3197222054004669,3.9103777408599854,0.9952937364578247
alpha360_LOW32,88196,88797,0.9932317533249997,0.006768246675000311,0.32594162225723267,3.588744640350342,0.9945888519287109
alpha360_LOW31,88193,88797,0.9931979683998333,0.00680203160016668,0.3287544250488281,3.1884617805480957,0.9938103556632996
alpha360_LOW30,88187,88797,0.9931303985495006,0.0068696014504994185,0.33992838859558105,2.8685123920440674,0.9930586814880371
alpha360_LOW29,88184,88797,0.9930966136243341,0.006903386375665899,0.34959185123443604,4.818181991577148,0.99247145652771
alpha360_LOW28,88187,88797,0.9931303985495006,0.0068696014504994185,0.3430291414260864,4.52439022064209,0.9918349385261536
alpha360_LOW27,88188,88797,0.9931416601912226,0.0068583398087773695,0.3674762547016144,4.264368057250977,0.9912205338478088
alpha360_LOW26,88189,88797,0.9931529218329448,0.0068470781670552094,0.3605252802371979,4.52439022064209,0.9906194806098938
alpha360_LOW25,88191,88797,0.9931754451163891,0.006824554883610889,0.36259177327156067,4.264368057250977,0.9901465773582458
alpha360_LOW24,88193,88797,0.9931979683998333,0.00680203160016668,0.3815571963787079,4.264368057250977,0.9897400736808777
alpha360_LOW23,88195,88797,0.9932204916832776,0.00677950831672236,0.37603044509887695,4.05464506149292,0.9893067479133606
alpha360_LOW22,88197,88797,0.9932430149667218,0.006756985033278151,0.3733292818069458,4.05464506149292,0.988772988319397
alpha360_LOW21,88199,88797,0.9932655382501661,0.006734461749833942,0.3922320306301117,4.05464506149292,0.9882740378379822
alpha360_LOW20,88200,88797,0.9932767998918882,0.006723200108111782,0.41228312253952026,3.844559669494629,0.987779974937439
alpha360_LOW19,88201,88797,0.9932880615336104,0.006711938466389622,0.43321579694747925,3.844559669494629,0.9873175024986267
alpha360_LOW18,88202,88797,0.9932993231753325,0.006700676824667462,0.4322149455547333,4.05464506149292,0.9869667291641235
alpha360_LOW17,88203,88797,0.9933105848170546,0.006689415182945413,0.412375807762146,3.844559669494629,0.9866369366645813
alpha360_LOW16,88204,88797,0.9933218464587767,0.006678153541223253,0.41704291105270386,4.05464506149292,0.9863671064376831
alpha360_LOW15,88207,88797,0.9933556313839431,0.006644368616056884,0.4324255585670471,4.201680660247803,0.9861382246017456
alpha360_LOW14,88212,88797,0.9934119395925538,0.006588060407446195,0.41257673501968384,4.201680660247803,0.9860193133354187
alpha360_LOW13,88212,88797,0.9934119395925538,0.006588060407446195,0.41724613308906555,3.8759689331054688,0.9859437346458435
alpha360_LOW12,88214,88797,0.993434462875998,0.0065655371240019855,0.44288432598114014,3.503875970840454,0.9857580065727234
alpha360_LOW11,88216,88797,0.9934569861594423,0.0065430138405576654,0.44935399293899536,3.21212100982666,0.9854915142059326
