outer_split_id,method,model_binary_sha256,model_config_sha256,training_data_sha256,validation_search_sha256,fit_row_count,runtime_path
split_001,lightgbm,fcccff00d8577ba1fc7e77ad8afaab83fc39ae1ea53b9ec21995bb9ccb2d7bca,4d0d45d1dce879117c199516e7c82d3c5f1f0a4520cbce826492afc24c951dc2,7c18e0ee8574c95a6d8f129afa411d2c29c32761b2a8bd39c822ec5e1ece28b0,245e44e4598f4f48a5cb812cd025caff02749e814d49185bcaa30ec4866d4b73,1525954,E:/qlib_prj/qlib_baseline/outputs/research_lightgbm_v1/runtime/development/models/split_001_lightgbm.txt
