outer_split_id,method,validation_label_sha256,mutated_validation_label_sha256,validation_metric_sha256,mutated_validation_metric_sha256,validation_search_sha256,mutated_validation_search_sha256,selected_candidate_change_required,status
split_001,lightgbm,bccaccbfa3a23eded258333890e49a96275c4512d1f368baa98b5c3e56f5a56b,3ccf85866c4511f2e045a934ef0e8440d0cdfc80f00e992a5a5177465f1ee8f1,8891dfe7a5ad917323db2a768d5379e53d813533ca009a4fd07f6a617ade978f,5d60c09dd9a4bd2e71b53c8c2568f43549706abc42ff64968067a5e2445a1929,245e44e4598f4f48a5cb812cd025caff02749e814d49185bcaa30ec4866d4b73,749e6c4b151f7b06d2a88754f3d010939f33f7873bf5f0c9ef2efcb7d76b45bd,False,pass
