method,datetime,rows,minimum_components,median_components,outer_split_id,expected_component_count,required_component_count
stability_weight,2025-07-02,2000,12,46.0,split_002,46,5
stability_weight,2025-07-03,2000,12,46.0,split_002,46,5
stability_weight,2025-07-04,2000,12,46.0,split_002,46,5
stability_weight,2025-07-07,2000,12,46.0,split_002,46,5
stability_weight,2025-07-08,2000,17,46.0,split_002,46,5
stability_weight,2025-07-09,2000,17,46.0,split_002,46,5
stability_weight,2025-07-10,2000,16,46.0,split_002,46,5
stability_weight,2025-07-11,2000,25,46.0,split_002,46,5
stability_weight,2025-07-14,2000,20,46.0,split_002,46,5
stability_weight,2025-07-15,2000,20,46.0,split_002,46,5
stability_weight,2025-07-16,2000,20,46.0,split_002,46,5
stability_weight,2025-07-17,2000,18,46.0,split_002,46,5
stability_weight,2025-07-18,2000,17,46.0,split_002,46,5
stability_weight,2025-07-21,2000,20,46.0,split_002,46,5
stability_weight,2025-07-22,2000,20,46.0,split_002,46,5
stability_weight,2025-07-23,2000,20,46.0,split_002,46,5
stability_weight,2025-07-24,2000,20,46.0,split_002,46,5
stability_weight,2025-07-25,2000,18,46.0,split_002,46,5
stability_weight,2025-07-28,2000,17,46.0,split_002,46,5
stability_weight,2025-07-29,2000,20,46.0,split_002,46,5
stability_weight,2025-07-30,2000,20,46.0,split_002,46,5
stability_weight,2025-07-31,2000,20,46.0,split_002,46,5
stability_weight,2025-08-01,2000,18,46.0,split_002,46,5
stability_weight,2025-08-04,2000,17,46.0,split_002,46,5
equal_weight,2025-08-05,2000,18,52.0,split_003,52,6
equal_weight,2025-08-06,2000,18,52.0,split_003,52,6
equal_weight,2025-08-07,2000,18,52.0,split_003,52,6
equal_weight,2025-08-08,2000,16,52.0,split_003,52,6
equal_weight,2025-08-11,2000,16,52.0,split_003,52,6
equal_weight,2025-08-12,2000,16,52.0,split_003,52,6
equal_weight,2025-08-13,1999,18,52.0,split_003,52,6
equal_weight,2025-08-14,1998,16,52.0,split_003,52,6
equal_weight,2025-08-15,1998,16,52.0,split_003,52,6
equal_weight,2025-08-18,1998,19,52.0,split_003,52,6
equal_weight,2025-08-19,1998,18,52.0,split_003,52,6
equal_weight,2025-08-20,1998,18,52.0,split_003,52,6
equal_weight,2025-08-21,1998,18,52.0,split_003,52,6
equal_weight,2025-08-22,1998,18,52.0,split_003,52,6
equal_weight,2025-08-25,1998,16,52.0,split_003,52,6
equal_weight,2025-08-26,1998,18,52.0,split_003,52,6
equal_weight,2025-08-27,1998,18,52.0,split_003,52,6
equal_weight,2025-08-28,1998,16,52.0,split_003,52,6
equal_weight,2025-08-29,1998,16,52.0,split_003,52,6
equal_weight,2025-09-01,2000,21,52.0,split_003,52,6
equal_weight,2025-09-02,2000,21,52.0,split_003,52,6
equal_weight,2025-09-03,2000,19,52.0,split_003,52,6
equal_weight,2025-09-04,2000,18,52.0,split_003,52,6
equal_weight,2025-09-05,2000,18,52.0,split_003,52,6
equal_weight,2025-09-08,2000,18,52.0,split_003,52,6
equal_weight,2025-09-09,2000,18,52.0,split_003,52,6
equal_weight,2025-09-10,2000,16,52.0,split_003,52,6
equal_weight,2025-09-11,2000,16,52.0,split_003,52,6
equal_weight,2025-09-12,2000,31,52.0,split_003,52,6
equal_weight,2025-09-15,2000,21,52.0,split_003,52,6
equal_weight,2025-09-16,2000,21,52.0,split_003,52,6
equal_weight,2025-09-17,2000,21,52.0,split_003,52,6
equal_weight,2025-09-18,2000,19,52.0,split_003,52,6
equal_weight,2025-09-19,2000,18,52.0,split_003,52,6
equal_weight,2025-09-22,2000,18,52.0,split_003,52,6
equal_weight,2025-09-23,2000,18,52.0,split_003,52,6
equal_weight,2025-09-24,2000,18,52.0,split_003,52,6
equal_weight,2025-09-25,2000,16,52.0,split_003,52,6
equal_weight,2025-09-26,2000,16,52.0,split_003,52,6
equal_weight,2025-09-29,2000,16,52.0,split_003,52,6
equal_weight,2025-09-30,2000,19,52.0,split_003,52,6
equal_weight,2025-10-09,2000,18,52.0,split_003,52,6
equal_weight,2025-10-10,2000,18,52.0,split_003,52,6
equal_weight,2025-10-13,2000,18,52.0,split_003,52,6
equal_weight,2025-10-14,2000,18,52.0,split_003,52,6
equal_weight,2025-10-15,2000,16,52.0,split_003,52,6
equal_weight,2025-10-16,2000,16,52.0,split_003,52,6
equal_weight,2025-10-17,2000,16,52.0,split_003,52,6
equal_weight,2025-10-20,2000,21,52.0,split_003,52,6
equal_weight,2025-10-21,2000,21,52.0,split_003,52,6
equal_weight,2025-10-22,2000,21,52.0,split_003,52,6
equal_weight,2025-10-23,2000,19,52.0,split_003,52,6
equal_weight,2025-10-24,2000,18,52.0,split_003,52,6
equal_weight,2025-10-27,2000,18,52.0,split_003,52,6
equal_weight,2025-10-28,2000,18,52.0,split_003,52,6
equal_weight,2025-10-29,2000,18,52.0,split_003,52,6
equal_weight,2025-10-30,2000,18,52.0,split_003,52,6
equal_weight,2025-10-31,2000,16,52.0,split_003,52,6
equal_weight,2025-11-03,2000,18,52.0,split_003,52,6
equal_weight,2025-11-04,2000,18,52.0,split_003,52,6
equal_weight,2025-11-05,2000,18,52.0,split_003,52,6
equal_weight,2025-11-06,2000,16,52.0,split_003,52,6
equal_weight,2025-11-07,2000,16,52.0,split_003,52,6
equal_weight,2025-11-10,2000,21,52.0,split_003,52,6
equal_weight,2025-11-11,2000,21,52.0,split_003,52,6
equal_weight,2025-11-12,2000,21,52.0,split_003,52,6
equal_weight,2025-11-13,2000,19,52.0,split_003,52,6
equal_weight,2025-11-14,2000,18,52.0,split_003,52,6
equal_weight,2025-11-17,2000,33,52.0,split_003,52,6
equal_weight,2025-11-18,2000,21,52.0,split_003,52,6
equal_weight,2025-11-19,2000,21,52.0,split_003,52,6
equal_weight,2025-11-20,2000,21,52.0,split_003,52,6
equal_weight,2025-11-21,2000,21,52.0,split_003,52,6
equal_weight,2025-11-24,2000,21,52.0,split_003,52,6
equal_weight,2025-11-25,2000,19,52.0,split_003,52,6
equal_weight,2025-11-26,2000,18,52.0,split_003,52,6
equal_weight,2025-11-27,2000,18,52.0,split_003,52,6
equal_weight,2025-11-28,2000,18,52.0,split_003,52,6
equal_weight,2025-12-01,2000,18,52.0,split_003,52,6
equal_weight,2025-12-02,2000,16,52.0,split_003,52,6
equal_weight,2025-12-03,2000,16,52.0,split_003,52,6
equal_weight,2025-12-04,2000,16,52.0,split_003,52,6
equal_weight,2025-12-05,2000,16,52.0,split_003,52,6
equal_weight,2025-12-08,2000,16,52.0,split_003,52,6
equal_weight,2025-12-09,2000,16,52.0,split_003,52,6
equal_weight,2025-12-10,2000,16,52.0,split_003,52,6
equal_weight,2025-12-11,2000,16,52.0,split_003,52,6
equal_weight,2025-12-12,2000,16,52.0,split_003,52,6
equal_weight,2025-12-15,2000,16,52.0,split_003,52,6
equal_weight,2025-12-16,2000,14,52.0,split_003,52,6
equal_weight,2025-12-17,2000,12,52.0,split_003,52,6
equal_weight,2025-12-18,2000,16,52.0,split_003,52,6
equal_weight,2025-12-19,2000,16,52.0,split_003,52,6
equal_weight,2025-12-22,2000,14,52.0,split_003,52,6
equal_weight,2025-12-23,2000,12,52.0,split_003,52,6
equal_weight,2025-12-24,2000,12,52.0,split_003,52,6
equal_weight,2025-12-25,2000,12,52.0,split_003,52,6
equal_weight,2025-12-26,2000,12,52.0,split_003,52,6
equal_weight,2025-12-29,2000,12,52.0,split_003,52,6
equal_weight,2025-12-30,2000,16,52.0,split_003,52,6
equal_weight,2025-12-31,2000,16,52.0,split_003,52,6
equal_weight,2026-01-05,2000,19,52.0,split_003,52,6
equal_weight,2026-01-06,2000,18,52.0,split_003,52,6
equal_weight,2026-01-07,2000,18,52.0,split_003,52,6
equal_weight,2026-01-08,2000,18,52.0,split_003,52,6
equal_weight,2026-01-09,2000,18,52.0,split_003,52,6
equal_weight,2026-01-12,2000,18,52.0,split_003,52,6
equal_weight,2026-01-13,2000,16,52.0,split_003,52,6
equal_weight,2026-01-14,2000,16,52.0,split_003,52,6
equal_weight,2026-01-15,2000,18,52.0,split_003,52,6
equal_weight,2026-01-16,2000,16,52.0,split_003,52,6
equal_weight,2026-01-19,2000,16,52.0,split_003,52,6
equal_weight,2026-01-20,2000,18,52.0,split_003,52,6
equal_weight,2026-01-21,2000,18,52.0,split_003,52,6
equal_weight,2026-01-22,1999,16,52.0,split_003,52,6
equal_weight,2026-01-23,1999,16,52.0,split_003,52,6
equal_weight,2026-01-26,1999,18,52.0,split_003,52,6
equal_weight,2026-01-27,1999,16,52.0,split_003,52,6
equal_weight,2026-01-28,1999,16,52.0,split_003,52,6
equal_weight,2026-01-29,1999,21,52.0,split_003,52,6
equal_weight,2026-01-30,1999,19,52.0,split_003,52,6
equal_weight,2026-02-02,2000,18,52.0,split_003,52,6
equal_weight,2026-02-03,2000,18,52.0,split_003,52,6
equal_weight,2026-02-04,2000,18,52.0,split_003,52,6
stability_weight,2025-08-05,2000,18,52.0,split_003,52,6
stability_weight,2025-08-06,2000,18,52.0,split_003,52,6
stability_weight,2025-08-07,2000,18,52.0,split_003,52,6
stability_weight,2025-08-08,2000,16,52.0,split_003,52,6
stability_weight,2025-08-11,2000,16,52.0,split_003,52,6
stability_weight,2025-08-12,2000,16,52.0,split_003,52,6
stability_weight,2025-08-13,1999,18,52.0,split_003,52,6
stability_weight,2025-08-14,1998,16,52.0,split_003,52,6
stability_weight,2025-08-15,1998,16,52.0,split_003,52,6
stability_weight,2025-08-18,1998,19,52.0,split_003,52,6
stability_weight,2025-08-19,1998,18,52.0,split_003,52,6
stability_weight,2025-08-20,1998,18,52.0,split_003,52,6
stability_weight,2025-08-21,1998,18,52.0,split_003,52,6
stability_weight,2025-08-22,1998,18,52.0,split_003,52,6
stability_weight,2025-08-25,1998,16,52.0,split_003,52,6
stability_weight,2025-08-26,1998,18,52.0,split_003,52,6
stability_weight,2025-08-27,1998,18,52.0,split_003,52,6
stability_weight,2025-08-28,1998,16,52.0,split_003,52,6
stability_weight,2025-08-29,1998,16,52.0,split_003,52,6
stability_weight,2025-09-01,2000,21,52.0,split_003,52,6
stability_weight,2025-09-02,2000,21,52.0,split_003,52,6
stability_weight,2025-09-03,2000,19,52.0,split_003,52,6
stability_weight,2025-09-04,2000,18,52.0,split_003,52,6
stability_weight,2025-09-05,2000,18,52.0,split_003,52,6
stability_weight,2025-09-08,2000,18,52.0,split_003,52,6
stability_weight,2025-09-09,2000,18,52.0,split_003,52,6
stability_weight,2025-09-10,2000,16,52.0,split_003,52,6
stability_weight,2025-09-11,2000,16,52.0,split_003,52,6
stability_weight,2025-09-12,2000,31,52.0,split_003,52,6
stability_weight,2025-09-15,2000,21,52.0,split_003,52,6
stability_weight,2025-09-16,2000,21,52.0,split_003,52,6
stability_weight,2025-09-17,2000,21,52.0,split_003,52,6
stability_weight,2025-09-18,2000,19,52.0,split_003,52,6
stability_weight,2025-09-19,2000,18,52.0,split_003,52,6
stability_weight,2025-09-22,2000,18,52.0,split_003,52,6
stability_weight,2025-09-23,2000,18,52.0,split_003,52,6
stability_weight,2025-09-24,2000,18,52.0,split_003,52,6
stability_weight,2025-09-25,2000,16,52.0,split_003,52,6
stability_weight,2025-09-26,2000,16,52.0,split_003,52,6
stability_weight,2025-09-29,2000,16,52.0,split_003,52,6
stability_weight,2025-09-30,2000,19,52.0,split_003,52,6
stability_weight,2025-10-09,2000,18,52.0,split_003,52,6
stability_weight,2025-10-10,2000,18,52.0,split_003,52,6
stability_weight,2025-10-13,2000,18,52.0,split_003,52,6
stability_weight,2025-10-14,2000,18,52.0,split_003,52,6
stability_weight,2025-10-15,2000,16,52.0,split_003,52,6
stability_weight,2025-10-16,2000,16,52.0,split_003,52,6
stability_weight,2025-10-17,2000,16,52.0,split_003,52,6
stability_weight,2025-10-20,2000,21,52.0,split_003,52,6
stability_weight,2025-10-21,2000,21,52.0,split_003,52,6
stability_weight,2025-10-22,2000,21,52.0,split_003,52,6
stability_weight,2025-10-23,2000,19,52.0,split_003,52,6
stability_weight,2025-10-24,2000,18,52.0,split_003,52,6
stability_weight,2025-10-27,2000,18,52.0,split_003,52,6
stability_weight,2025-10-28,2000,18,52.0,split_003,52,6
stability_weight,2025-10-29,2000,18,52.0,split_003,52,6
stability_weight,2025-10-30,2000,18,52.0,split_003,52,6
stability_weight,2025-10-31,2000,16,52.0,split_003,52,6
stability_weight,2025-11-03,2000,18,52.0,split_003,52,6
stability_weight,2025-11-04,2000,18,52.0,split_003,52,6
stability_weight,2025-11-05,2000,18,52.0,split_003,52,6
stability_weight,2025-11-06,2000,16,52.0,split_003,52,6
stability_weight,2025-11-07,2000,16,52.0,split_003,52,6
stability_weight,2025-11-10,2000,21,52.0,split_003,52,6
stability_weight,2025-11-11,2000,21,52.0,split_003,52,6
stability_weight,2025-11-12,2000,21,52.0,split_003,52,6
stability_weight,2025-11-13,2000,19,52.0,split_003,52,6
stability_weight,2025-11-14,2000,18,52.0,split_003,52,6
stability_weight,2025-11-17,2000,33,52.0,split_003,52,6
stability_weight,2025-11-18,2000,21,52.0,split_003,52,6
stability_weight,2025-11-19,2000,21,52.0,split_003,52,6
stability_weight,2025-11-20,2000,21,52.0,split_003,52,6
stability_weight,2025-11-21,2000,21,52.0,split_003,52,6
stability_weight,2025-11-24,2000,21,52.0,split_003,52,6
stability_weight,2025-11-25,2000,19,52.0,split_003,52,6
stability_weight,2025-11-26,2000,18,52.0,split_003,52,6
stability_weight,2025-11-27,2000,18,52.0,split_003,52,6
stability_weight,2025-11-28,2000,18,52.0,split_003,52,6
stability_weight,2025-12-01,2000,18,52.0,split_003,52,6
stability_weight,2025-12-02,2000,16,52.0,split_003,52,6
stability_weight,2025-12-03,2000,16,52.0,split_003,52,6
stability_weight,2025-12-04,2000,16,52.0,split_003,52,6
stability_weight,2025-12-05,2000,16,52.0,split_003,52,6
stability_weight,2025-12-08,2000,16,52.0,split_003,52,6
stability_weight,2025-12-09,2000,16,52.0,split_003,52,6
stability_weight,2025-12-10,2000,16,52.0,split_003,52,6
stability_weight,2025-12-11,2000,16,52.0,split_003,52,6
stability_weight,2025-12-12,2000,16,52.0,split_003,52,6
stability_weight,2025-12-15,2000,16,52.0,split_003,52,6
stability_weight,2025-12-16,2000,14,52.0,split_003,52,6
stability_weight,2025-12-17,2000,12,52.0,split_003,52,6
stability_weight,2025-12-18,2000,16,52.0,split_003,52,6
stability_weight,2025-12-19,2000,16,52.0,split_003,52,6
stability_weight,2025-12-22,2000,14,52.0,split_003,52,6
stability_weight,2025-12-23,2000,12,52.0,split_003,52,6
stability_weight,2025-12-24,2000,12,52.0,split_003,52,6
stability_weight,2025-12-25,2000,12,52.0,split_003,52,6
stability_weight,2025-12-26,2000,12,52.0,split_003,52,6
stability_weight,2025-12-29,2000,12,52.0,split_003,52,6
stability_weight,2025-12-30,2000,16,52.0,split_003,52,6
stability_weight,2025-12-31,2000,16,52.0,split_003,52,6
stability_weight,2026-01-05,2000,19,52.0,split_003,52,6
stability_weight,2026-01-06,2000,18,52.0,split_003,52,6
stability_weight,2026-01-07,2000,18,52.0,split_003,52,6
stability_weight,2026-01-08,2000,18,52.0,split_003,52,6
stability_weight,2026-01-09,2000,18,52.0,split_003,52,6
stability_weight,2026-01-12,2000,18,52.0,split_003,52,6
stability_weight,2026-01-13,2000,16,52.0,split_003,52,6
stability_weight,2026-01-14,2000,16,52.0,split_003,52,6
stability_weight,2026-01-15,2000,18,52.0,split_003,52,6
stability_weight,2026-01-16,2000,16,52.0,split_003,52,6
stability_weight,2026-01-19,2000,16,52.0,split_003,52,6
stability_weight,2026-01-20,2000,18,52.0,split_003,52,6
stability_weight,2026-01-21,2000,18,52.0,split_003,52,6
stability_weight,2026-01-22,1999,16,52.0,split_003,52,6
stability_weight,2026-01-23,1999,16,52.0,split_003,52,6
stability_weight,2026-01-26,1999,18,52.0,split_003,52,6
stability_weight,2026-01-27,1999,16,52.0,split_003,52,6
stability_weight,2026-01-28,1999,16,52.0,split_003,52,6
stability_weight,2026-01-29,1999,21,52.0,split_003,52,6
stability_weight,2026-01-30,1999,19,52.0,split_003,52,6
stability_weight,2026-02-02,2000,18,52.0,split_003,52,6
stability_weight,2026-02-03,2000,18,52.0,split_003,52,6
stability_weight,2026-02-04,2000,18,52.0,split_003,52,6
