python_version,python_3_10,pyqlib_version,qlib_source_commit,expected_qlib_commit,qlib_commit_matches,qlib_source_exists,qlib_provider_exists,provider_calendar_exists,provider_instruments_exists,provider_features_exists,source_worktree_dirty,source_dirty_files,runtime_code_dirty,runtime_dirty_files,source_path_fingerprint,provider_path_fingerprint
3.10.19,True,0.1.dev6,d5379c520f66a39953bad76234a7019a72796fd0,d5379c520f66a39953bad76234a7019a72796fd0,True,True,True,True,True,True,True,['M examples/benchmarks/LightGBM/workflow_config_lightgbm_Alpha158_csi500.yaml'],False,[],9e3ad54910439eac1efde81a5c049338270517dfb57024f586ca86f4ab43260e,6d42df1b085236c81a955e645cce3680f72ba4097aba1224e787da4f360ef89f
