input_name,artifact_id,path,sha256,join_keys,input_rows,consumed_rows,missing_rows
daily_ic,full_research_daily_ic_v2:3e20d76d7473953d81408d5a229af27d84f9c4c93cad10f4a7b5d12eff35eea7,E:/qlib_prj/qlib_baseline/outputs/full_research_daily_ic_v2/current/daily_rank_ic.csv,c9de44243f4237faff59e6bd8375450cf2b00b5451a6e09bd31e929dc2be852d,datetime,865686,5651712,0
outer_assignments,purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,E:/qlib_prj/qlib_baseline/outputs/purged_walk_forward_v1/full_research_669/date_assignments.csv,69dbc339fd55ac05b789a4cf9ba49e49fd082f1846b366885b9612acff89de63,"outer_split_id,datetime",3027,2422,0
inner_assignments,development_robustness_split_v1:2cb5b7a7286450235c1215b8f3c4876dec02f27a44ea4a3d7b9674df5191586b,E:/qlib_prj/qlib_baseline/outputs/development_robustness_split_v1/full_research_669/development_date_assignments.csv,505cdfb6ef4118386dd8c90374a8032ea2bfc513fd6faa8297e6159eddaeca68,"outer_split_id,inner_split_id,datetime",6026,6026,0
