outer_split_id,factor,test_family,metric,observation_count,contiguous_segment_count,eligible_block_count,legacy_p_value,gap_aware_p_value,p_value_absolute_difference,legacy_ci_lower,legacy_ci_upper,gap_aware_ci_lower,gap_aware_ci_upper,ci_endpoint_max_absolute_difference
split_001,alpha158_BETA10,gap_audit|split_001,rank_ic,688,1,669,0.01996007984031936,0.01996007984031936,0.0,-0.05957581478728553,-0.006482787735346617,-0.05957581478728553,-0.006482787735346617,0.0
split_001,alpha158_BETA20,gap_audit|split_001,rank_ic,688,1,669,0.003992015968063872,0.003992015968063872,0.0,-0.08790943684104008,-0.021559338517772995,-0.08790943684104008,-0.021559338517772995,0.0
split_001,alpha158_BETA30,gap_audit|split_001,rank_ic,688,1,669,0.001996007984031936,0.001996007984031936,0.0,-0.12126891568127782,-0.039493412997695695,-0.12126891568127782,-0.039493412997695695,0.0
split_001,alpha158_BETA5,gap_audit|split_001,rank_ic,688,1,669,0.033932135728542916,0.033932135728542916,0.0,-0.03661400838082145,-0.001065833871797435,-0.03661400838082145,-0.001065833871797435,0.0
split_001,alpha158_BETA60,gap_audit|split_001,rank_ic,688,1,669,0.005988023952095809,0.005988023952095809,0.0,-0.11847602298952023,-0.03239271156528315,-0.11847602298952023,-0.03239271156528315,0.0
split_001,alpha158_CNTD10,gap_audit|split_001,rank_ic,688,1,669,0.17964071856287425,0.17964071856287425,0.0,-0.04484148348922877,0.004558647856242593,-0.04484148348922877,0.004558647856242593,0.0
split_001,alpha158_CNTD20,gap_audit|split_001,rank_ic,688,1,669,0.0718562874251497,0.0718562874251497,0.0,-0.06408665183799941,-0.0010343166293582777,-0.06408665183799941,-0.0010343166293582777,0.0
split_001,alpha158_CNTD30,gap_audit|split_001,rank_ic,688,1,669,0.023952095808383235,0.023952095808383235,0.0,-0.08519087229665825,-0.010089448385778452,-0.08519087229665825,-0.010089448385778452,0.0
split_001,alpha158_CNTD5,gap_audit|split_001,rank_ic,688,1,669,0.18762475049900199,0.18762475049900199,0.0,-0.03134883046525491,0.0055171299787334874,-0.03134883046525491,0.0055171299787334874,0.0
split_001,alpha158_CNTD60,gap_audit|split_001,rank_ic,688,1,669,0.04790419161676647,0.04790419161676647,0.0,-0.08447115786893786,-0.005264519641312658,-0.08447115786893786,-0.005264519641312658,0.0
split_001,alpha158_CNTN10,gap_audit|split_001,rank_ic,688,1,669,0.3592814371257485,0.3592814371257485,0.0,-0.013954827604271436,0.037478882216972,-0.013954827604271436,0.037478882216972,0.0
split_001,alpha158_CNTN20,gap_audit|split_001,rank_ic,688,1,669,0.16766467065868262,0.16766467065868262,0.0,-0.008458010465562146,0.05163695754709209,-0.008458010465562146,0.05163695754709209,0.0
