instrument,old_fill_count,old_buy_executed_shares,old_sell_executed_shares,old_gross_value,old_cash_fee,old_slippage_cost,new_fill_count,new_buy_executed_shares,new_sell_executed_shares,new_gross_value,new_cash_fee,new_slippage_cost,delta_fill_count,delta_buy_executed_shares,delta_sell_executed_shares,delta_gross_value,delta_cash_fee,delta_slippage_cost,is_focus_instrument,absolute_gross_value_impact
SH601128,100,666300.0,666306.8466138833,9308581.83497722,5272.012877603572,9308.580253175065,80,829800.0,829782.7110772411,11531856.584826967,6531.4674353775745,11531.849544344266,-20,163500.0,163475.86446335784,2223274.749849746,1259.4545577740028,2223.269291169201,False,2223274.749849746
SZ000703,50,174900.0,174894.87601269034,2167306.535709823,1236.7149730307074,2167.323791519619,28,355900.0,355891.1946547243,4389674.568008891,2500.926967546688,4389.711577636253,-22,181000.0,180996.318642034,2222368.0322990683,1264.2119945159807,2222.3877861166343,False,2222368.0322990683
SH603529,55,75600.0,62199.382188638134,4660718.4972092165,2530.7672892199826,4660.330129405065,46,107300.0,94299.71444653999,6879414.6240995275,3796.452617017572,6879.042280576059,-9,31700.0,32100.332257901857,2218696.126890311,1265.6853277975893,2218.712151170994,False,2218696.126890311
SH688549,48,49154.0,49151.77513953208,539271.6884838584,383.0244742496123,539.2789664200191,32,258670.0,258673.44096462862,2755948.9855519948,1606.6980653261362,2755.9294353585765,-16,209516.0,209521.66582509654,2216677.2970681363,1223.673591076524,2216.6504689385574,False,2216677.2970681363
SH600674,136,464800.0,464801.42404663365,14848197.021429038,8403.383043529637,14848.176385579369,121,534500.0,534501.4624987664,17060579.278707873,9681.65774849145,17060.557067520873,-15,69700.0,69700.03845213272,2212382.2572788354,1278.2747049618138,2212.380681941504,False,2212382.2572788354
SH600350,56,156400.0,156394.64773949314,2902719.7818962093,1649.2548779803199,2902.761641582665,42,274200.0,274194.33689130034,5113198.464546907,2938.8031373360072,5113.249666317191,-14,117800.0,117799.6891518072,2210478.6826506974,1289.5482593556874,2210.4880247345263,False,2210478.6826506974
SZ002867,44,111100.0,111102.0823034178,2546792.7034106855,1440.9606679192107,2546.8172467042086,29,204400.0,204403.00804303028,4756823.514146838,2688.742270832396,4756.850080310858,-15,93300.0,93300.92573961247,2210030.810736153,1247.7816029131855,2210.0328336066495,False,2210030.810736153
SZ000004,48,73400.0,73401.44311804471,1789440.8139586307,1035.8173950604855,1789.509977955384,30,190300.0,190302.35400114907,3997926.793110994,2280.9309274868283,3997.9634485476513,-18,116900.0,116900.91088310436,2208485.9791523637,1245.1135324263428,2208.453470592267,False,2208485.9791523637
SZ002493,22,82200.0,65600.28597481428,1281793.0153131178,700.3918907901759,1281.6549502631538,18,225900.0,175900.86805631086,3488645.2666463046,1848.1134556041432,3488.226643297694,-4,143700.0,110300.58208149658,2206852.251333187,1147.7215648139672,2206.57169303454,False,2206852.251333187
SZ000581,28,62400.0,62957.226155289274,2376448.2735321415,1333.261573174067,2376.4502317466704,26,122000.0,122841.57505814718,4580590.668453755,2566.290110271636,4580.599886397202,-2,59600.0,59884.348902857906,2204142.3949216134,1233.028537097569,2204.1496546505314,False,2204142.3949216134
SH600872,95,158800.0,158799.5429759926,6074916.45568348,3460.660750050917,6074.9124521735275,66,216700.0,216699.0877943197,8261298.727505405,4708.928023277858,8261.276199768856,-29,57900.0,57899.54481832709,2186382.2718219254,1248.2672732269411,2186.3637475953283,False,2186382.2718219254
SH600894,23,38300.0,38299.36529389871,928469.7885923951,530.6215637482807,928.4693719617777,18,128600.0,128594.90802066248,3113208.5115500293,1752.1561376758261,3113.212572151572,-5,90300.0,90295.54272676377,2184738.7229576344,1221.5345739275454,2184.7432001897946,False,2184738.7229576344
SZ301383,24,13600.0,13599.803843775479,1021673.7241440921,596.3114066412321,1021.6788830309957,18,42900.0,42899.519908200644,3205409.912899895,1797.2657196660373,3205.4220629955744,-6,29300.0,29299.716064425163,2183736.188755803,1200.9543130248053,2183.7431799645788,False,2183736.188755803
SH688153,36,22830.0,22829.520824542513,1407824.409240164,795.103344132225,1407.813526905152,22,59308.0,59308.08612421906,3589391.2370274914,2020.2375826536306,3589.400941185965,-14,36478.0,36478.56529967654,2181566.8277873276,1225.1342385214057,2181.5874142808134,False,2181566.8277873276
SZ300542,54,72000.0,71998.08983974889,2696258.681979519,1531.723751359329,2696.2423282779173,35,131600.0,131592.2625058195,4872019.062639445,2754.4310414276874,4871.987452038042,-19,59600.0,59594.172666070604,2175760.380659926,1222.7072900683584,2175.7451237601244,False,2175760.380659926
SH600757,39,108600.0,108601.83213935849,1835813.2492013471,1051.048201515069,1835.817390596807,32,235900.0,235901.3682190843,4007497.2430616855,2295.8046660125287,4007.4975186161755,-7,127300.0,127299.53607972582,2171683.9938603383,1244.7564644974598,2171.6801280193686,False,2171683.9938603383
SZ301030,24,35700.0,23498.11976929591,1092447.1641493014,567.3170952672871,1092.200134261346,20,97900.0,75193.83224186079,3264076.94534264,1710.404271131411,3263.574880253391,-4,62200.0,51695.712472564875,2171629.7811933383,1143.0871758641238,2171.374745992045,False,2171629.7811933383
SH600886,198,812000.0,781198.8974174253,23418364.611807372,13197.379981110997,23418.00009806537,182,888800.0,858498.6997820411,25586305.825385183,14449.429111808357,25585.948209771617,-16,76800.0,77299.80236461584,2167941.2135778107,1252.04913069736,2167.948111706246,False,2167941.2135778107
SZ002197,57,210800.0,210788.49807572656,1794162.672749952,1033.674639314444,1794.198959773363,37,501300.0,501217.12186787144,3960448.5524047464,2257.657479742281,3960.4403568933835,-20,290500.0,290428.6237921449,2166285.8796547945,1223.982840427837,2166.2413971200203,False,2166285.8796547945
SZ001239,14,18000.0,18000.0,567970.4587149062,319.3124606443664,567.9760227059575,13,85900.0,85900.0,2731924.624444562,1540.6023520966091,2731.952086412666,-1,67900.0,67900.0,2163954.165729656,1221.2898914522427,2163.976063706709,False,2163954.165729656
SH688062,21,17270.0,17269.99986492098,1103880.2392970144,636.4475675919317,1103.8951631643924,18,59609.0,59608.99925450986,3254529.1510138502,1832.8508672747532,3254.5736637583514,-3,42339.0,42338.99938958888,2150648.9117168356,1196.4032996828214,2150.678500593959,False,2150648.9117168356
SH688301,56,13224.0,13223.908258550922,2542629.4896598277,1442.176947740646,2542.635650112705,27,24467.0,24466.729174606087,4690722.025495145,2636.010192519562,4690.725519123583,-29,11243.0,11242.820916055165,2148092.535835317,1193.8332447789162,2148.0898690108775,False,2148092.535835317
SZ000723,36,355300.0,284994.5738671039,2853788.5308480016,1537.8598743329503,2853.5227175644413,30,624900.0,521778.3067793267,5001858.628988281,2717.7240051535073,5001.4564414406905,-6,269600.0,236783.7329122228,2148070.0981402793,1179.864130820557,2147.933723876249,False,2148070.0981402793
SH605358,34,48900.0,48901.3734414504,2055629.5417923275,1165.5007096495192,2055.6391450087976,25,101600.0,101601.51126202242,4198169.988050999,2359.299750347366,4198.192879071667,-9,52700.0,52700.137820572025,2142540.4462586716,1193.799040697847,2142.55373406287,False,2142540.4462586716
SZ002693,32,80200.0,80201.40060214096,1268136.5652864536,726.7795830135317,1268.1516329341741,19,220000.0,220003.6296936688,3409962.10657815,1922.322834319509,3409.9973439418022,-13,139800.0,139802.22909152784,2141825.541291696,1195.5432513059773,2141.845711007628,False,2141825.541291696
SH600609,50,258300.0,197498.1110990916,2263802.5069318237,1234.195367827844,2263.501278217783,42,467300.0,430893.49341374007,4403872.693635509,2501.8736635498017,4403.697889513293,-8,209000.0,233395.38231464848,2140070.1867036857,1267.6782957219577,2140.1966112955106,False,2140070.1867036857
SH600348,62,317300.0,317304.6079612424,4332790.656576323,2457.2100786674796,4332.790663232885,46,475000.0,475004.74042138574,6471081.076752595,3684.5836299759917,6471.07827501848,-16,157700.0,157700.13246014336,2138290.4201762713,1227.373551308512,2138.287611785595,False,2138290.4201762713
SH600323,51,61200.0,61322.24821874597,2676619.4321670947,1531.843547317115,2676.6300302004056,30,110800.0,111294.66758563979,4808485.282087786,2714.817452708139,4808.476408580646,-21,49600.0,49972.419366893824,2131865.8499206915,1182.9739053910241,2131.846378380241,False,2131865.8499206915
SH600271,41,95000.0,94999.85256502095,1629884.6922164739,947.5220192859739,1629.850716958021,32,221500.0,221498.19697097572,3761529.6807107944,2141.6648505125813,3761.483592293305,-9,126500.0,126498.34440595478,2131644.988494321,1194.1428312266075,2131.6328753352836,False,2131644.988494321
SH603499,28,22400.0,22399.875393113914,1117216.1891406486,642.5576095060743,1117.22903015919,19,65500.0,65499.80553235464,3246979.831571914,1837.4134097313158,3247.0081816892457,-9,43100.0,43099.93013924073,2129763.642431265,1194.8558002252416,2129.779151530056,False,2129763.642431265
SZ002919,42,52600.0,52598.203101665604,1679892.9659793614,953.8609833032843,1679.8917417174573,26,119200.0,119194.80235763083,3807343.5611309865,2155.531519178958,3807.3400171032995,-16,66600.0,66596.59925596524,2127450.595151625,1201.670535875674,2127.448275385842,False,2127450.595151625
SH603712,46,69800.0,69793.3746958611,2435274.4240024844,1378.7691320986255,2435.2745625274943,30,137100.0,137091.30683537642,4562642.43075379,2568.2274735725164,4562.638491128936,-16,67300.0,67297.93213951532,2127368.0067513054,1189.4583414738909,2127.363928601442,False,2127368.0067513054
SZ002294,60,75500.0,67200.08792659153,5227320.283528898,2850.7184640066657,5226.915613235285,48,109000.0,100800.09181517847,7354515.59916956,4054.4364723970225,7354.107250536554,-12,33500.0,33600.00388858694,2127195.315640662,1203.7180083903568,2127.191637301269,False,2127195.315640662
SZ002458,16,22500.0,22499.74846594625,364011.4574098584,213.3011431427012,364.0134408502244,14,154200.0,154197.10299019396,2481829.8336680895,1392.3018036720273,2481.842223897424,-2,131700.0,131697.3545242477,2117818.3762582312,1179.000660529326,2117.8287830471995,False,2117818.3762582312
SZ002514,44,230400.0,163611.81543238176,2257980.968729736,1194.1110809742972,2257.622214907193,32,424000.0,358707.229644572,4372798.310655708,2375.944623898504,4372.387590283374,-12,193600.0,195095.41421219026,2114817.3419259726,1181.8335429242065,2114.765375376181,False,2114817.3419259726
SH600820,50,261500.0,261497.24108943733,3074705.495962098,1726.6177144986161,3074.7042361595472,37,438300.0,438294.9497819384,5185175.845059222,2941.5838919545713,5185.18119212988,-13,176800.0,176797.70869250107,2110470.349097124,1214.9661774559552,2110.476955970333,False,2110470.349097124
SH600508,24,13500.0,13499.593130119858,296860.5082730139,196.89592925971968,296.8596539210864,16,108300.0,108300.31123237102,2404881.938003602,1351.3167683485287,2404.8704183553205,-8,94800.0,94800.71810225116,2108021.429730588,1154.420839088809,2108.0107644342343,False,2108021.429730588
SZ300455,32,63700.0,63701.449619170635,1408587.5804213884,807.535963330667,1408.590671064129,23,157700.0,157705.4387518469,3511541.4241880807,1974.8429917425315,3511.5358159220527,-9,94000.0,94003.98913267627,2102953.843766692,1167.3070284118644,2102.945144857924,False,2102953.843766692
SH688110,20,19474.0,19474.53960733192,582530.0727056349,346.1540406066665,582.53226239765,16,89711.0,89713.99533479639,2681019.7828262127,1503.2855492114247,2681.0301217394813,-4,70237.0,70239.45572746446,2098489.710120578,1157.1315086047582,2098.4978593418314,False,2098489.710120578
SH603363,50,203300.0,203301.64590713126,1351548.943608086,808.8672278157245,1351.5564180451688,41,521500.0,521603.2752571445,3441292.213102151,1991.5080843593598,3441.3047038626255,-9,318200.0,318301.6293500132,2089743.269494065,1182.6408565436354,2089.7482858174567,False,2089743.269494065
SZ000736,18,54200.0,54203.97903986405,811022.1533715813,463.8737137025628,811.0274107622724,15,210700.0,210728.25300376103,2899959.336177958,1630.5187188168143,2899.9743264328476,-3,156500.0,156524.27396389697,2088937.1828063768,1166.6450051142515,2088.9469156705754,False,2088937.1828063768
SZ300183,30,27200.0,27200.99982888728,804626.4623833578,460.6416179220554,804.6311535413133,21,98000.0,98001.96537356962,2891745.576119601,1637.3636413586469,2891.739553687513,-9,70800.0,70800.96554468235,2087119.113736243,1176.7220234365914,2087.1084001461995,False,2087119.113736243
SZ000799,59,49500.0,49500.72014799428,4273397.633174885,2414.910287632519,4273.413482638276,41,76100.0,76102.09388225293,6358776.725276299,3580.2923156199936,6358.785863104313,-18,26600.0,26601.373734258646,2085379.0921014138,1165.3820279874744,2085.3723804660367,False,2085379.0921014138
SZ002568,44,68000.0,68000.22728181384,3110952.364426776,1757.2905076361828,3110.9591215485675,33,112900.0,112900.4621548052,5195613.626837593,2930.117204417384,5195.627730544603,-11,44900.0,44900.23487299135,2084661.2624108167,1172.8266967812012,2084.6686089960353,False,2084661.2624108167
SZ000680,33,149200.0,149205.42572897903,2806538.838516579,1594.1892158798546,2806.5520345479968,26,266900.0,266906.75362320343,4890833.649633631,2739.946340995767,4890.842858465055,-7,117700.0,117701.3278942244,2084294.811117052,1145.7571251159125,2084.290823917058,False,2084294.811117052
SZ000739,50,107900.0,107900.09243547863,3172941.1047323975,1796.6282466530802,3172.9600647626435,31,177500.0,177499.1601720211,5238412.590685322,2952.310787804391,5238.442647232668,-19,69600.0,69599.06773654248,2065471.4859529245,1155.682541151311,2065.482582470024,False,2065471.4859529245
SH603589,46,34600.0,34599.77342279388,2323639.553270563,1313.3886991389338,2323.656141448282,24,65800.0,65797.99130953802,4387053.221997127,2463.3335433401753,4387.08394403699,-22,31200.0,31198.21788674414,2063413.668726564,1149.9448442012415,2063.427802588708,False,2063413.668726564
SZ300606,20,10200.0,10200.475917325462,349742.6574371072,212.80151291042708,349.7427642087899,14,69000.0,69006.60062457439,2409865.072424975,1359.0013342144662,2409.869257732649,-6,58800.0,58806.12470724893,2060122.4149878682,1146.199821304039,2060.126493523859,False,2060122.4149878682
SZ000923,59,121300.0,121302.84936561176,3385846.2638142984,1922.229931614271,3385.8370928719532,35,195500.0,195498.38271635096,5430013.911011848,3081.4346474406507,5430.027716674214,-24,74200.0,74195.53335073919,2044167.6471975492,1159.2047158263797,2044.1906238022611,False,2044167.6471975492
SZ300986,38,65600.0,65599.0250116897,1683940.7715896834,966.9184011921501,1683.9682638397123,26,147000.0,146996.33707175925,3727167.675098413,2124.9827179337285,3727.2145475817233,-12,81400.0,81397.31206006955,2043226.9035087298,1158.0643167415783,2043.246283742011,False,2043226.9035087298
SZ002993,34,18500.0,18628.293271724728,1044623.9184746452,590.4574095985678,1044.6299363931917,19,57900.0,58123.39814013988,3077158.9205828127,1725.2194115941386,3077.1561006583033,-15,39400.0,39495.10486841515,2032535.0021081674,1134.7620019955707,2032.5261642651117,False,2032535.0021081674
SH600315,52,73200.0,73199.52921947622,2568263.7512956266,1465.1581649821126,2568.311064395788,29,132900.0,132901.5214199343,4599064.848451988,2608.675180363998,4599.092092582064,-23,59700.0,59701.99220045807,2030801.0971563612,1143.5170153818856,2030.7810281862758,False,2030801.0971563612
SH600754,98,167600.0,167602.25834878825,8098129.8442835035,4574.0798850596475,8098.160192462975,69,209600.0,209603.61596313867,10128350.704573736,5746.902337337944,10128.379101631352,-29,42000.0,42001.35761435042,2030220.860290232,1172.8224522782966,2030.2189091683767,False,2030220.860290232
SZ000957,68,215100.0,214897.94677246353,4741316.357123166,2701.2956316884247,4741.341218450986,47,307700.0,307707.45013112726,6770100.261289513,3842.076583804522,6770.131170596876,-21,92600.0,92809.50335866373,2028783.9041663464,1140.7809521160975,2028.7899521458894,False,2028783.9041663464
SH601800,58,180900.0,181270.1417947503,3026235.875340996,1779.9457408384399,3026.2334226805706,43,302500.0,302508.07925910933,5051880.633858896,2890.927749683092,5051.879168896519,-15,121600.0,121237.93746435904,2025644.7585179,1110.982008844652,2025.6457462159487,False,2025644.7585179
SZ002064,65,258600.0,258602.24788813342,3579287.571690156,2034.9953415264063,3579.2974591058296,42,399200.0,399200.2095774148,5602982.13835472,3178.028351038388,5602.968522796385,-23,140600.0,140597.96168928136,2023694.5666645635,1143.0330095119816,2023.671063690555,False,2023694.5666645635
SZ002948,84,455700.0,455748.9227766035,3996331.025250765,2335.034820163579,3996.3046458296735,62,746900.0,747024.1218301018,6019814.8064397,3494.1642765484503,6019.788919242174,-22,291200.0,291275.19905349833,2023483.7811889346,1159.1294563848714,2023.484273412501,False,2023483.7811889346
