full_research_669_infrastructure_ready,full_research_669_matrix_content_ready,matrix_v3_provenance_ready,purged_exact_assignments_ready,labels_current_lineage,daily_ic_current_lineage,fdr_current_lineage,selection_chain_current,full_research_669_validation_chain_ready,full_research_669_qlib_execution_operational,full_research_authoritative_tradability_ready,historical_selection_evidence_valid,feature_selection_holdout_clean,clustering_holdout_clean,fdr_family_semantics_valid,fdr_artifact_consumed,raw_input_provenance_complete,split_allowlists_frozen,feature_allowlist_frozen,pre_test_freeze_contract_ready,transparent_score_ready,transparent_qlib_execution_ready,selection_integrity_status,model_entry_hard_stop_active,bulk_run_user_review_status,bulk_run_execution_authorized,bulk_run_current_head_binding_satisfied,bulk_run_single_use_enforced_at_execution,core_model_ready,pr5_model_training_ready,historical_oos_comparison_complete,production_model_selected,model_training_started
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,ready,False,consumed,False,False,False,True,True,False,False,False
