parent_role,stage_id,artifact_id,manifest_path,artifact_status,lineage_status,direct_parent
lightgbm_development,research_lightgbm_v1,research_lightgbm_v1:03b0c1d694284d72b4c633b44032d89cc4bbefded3399d345f47f0b13bd57be1,E:/qlib_prj/qlib_baseline/outputs/research_lightgbm_v1/development/artifact_manifest.json,pass,complete,True
lightgbm_test_release_freeze,research_lightgbm_test_release_freeze_v1,research_lightgbm_test_release_freeze_v1:b6cdd17c5f88c73ef4b1c7be063f6762ee209c278915b0c47ce9745a9e74edf0,E:/qlib_prj/qlib_baseline/outputs/research_lightgbm_v1/test_release_freeze/artifact_manifest.json,pass,complete,True
