fee_schedule_id,sell_stamp_tax_rate,transfer_fee_rate,fill_count,commission,stamp_tax,transfer_fee
a_share_from_2023_08_28,0.0005,1e-05,61606,1415688.3539548316,1136060.8213306798,45924.19124963576
