datetime,nav,return,total_turnover,turnover,total_cost,cost,value,cash,bench,calendar_complete,stock_value,accounting_error,benchmark_close,benchmark_return,portfolio_id,outer_split_id,implementation_cost,cumulative_cost,net_cumulative,gross_cumulative_approx,benchmark_cumulative,excess_return,drawdown
2024-08-20,9617971.27895232,-0.010869047831420413,40439151.82415613,0.0,27754.795443555293,0.0,8929380.229006547,688591.049945772,0.0,True,8929380.229006547,0.0,,,P01,split_001,0.0,68184.7040434627,0.9617971278952319,0.9686155982995782,,,-0.03820287210476814
2024-08-21,9606702.33958918,-0.0011716545034605541,40439151.82415613,0.0,27754.795443555293,0.0,8918111.289643409,688591.049945772,0.0,True,8918111.289643407,1.862645149230957e-09,,,P01,split_001,0.0,68184.7040434627,0.960670233958918,0.9674887043632643,,,-0.03932976604108196
2024-08-22,9587828.134617385,-0.001964691348249168,40439151.82415613,0.0,27754.795443555293,0.0,8899237.084671613,688591.049945772,0.0,True,8899237.084671615,-1.862645149230957e-09,,,P01,split_001,0.0,68184.7040434627,0.9587828134617384,0.9656012838660848,,,-0.04121718653826156
2024-08-23,9547298.821101064,-0.003096861721067195,53974727.60538586,1.411745766735095,38591.93102160829,0.0011303014015160448,8895011.909650821,652286.9114502433,0.0,True,8895011.90965082,1.862645149230957e-09,,,P01,split_001,24372.69942784291,92557.4034713056,0.9547298821101063,0.963985622457237,,,-0.04527011788989366
2024-08-26,9686792.217747398,0.014610770989804053,53974727.60538586,0.0,38591.93102160829,0.0,9034505.306297155,652286.9114502433,0.0,True,9034505.306297153,1.862645149230957e-09,,,P01,split_001,0.0,92557.4034713056,0.9686792217747398,0.9779349621218704,,,-0.03132077822526025
2024-08-27,9568588.590618106,-0.01220255627169627,53974727.60538586,0.0,38591.93102160829,0.0,8916301.679167863,652286.9114502433,0.0,True,8916301.679167863,0.0,,,P01,split_001,0.0,92557.4034713056,0.9568588590618106,0.9661145994089412,,,-0.04314114093818944
2024-08-28,9645671.004393026,0.008055776778876153,53974727.60538586,0.0,38591.93102160829,0.0,8993384.092942784,652286.9114502433,0.0,True,8993384.092942787,-3.725290298461914e-09,,,P01,split_001,0.0,92557.4034713056,0.9645671004393026,0.9738228407864332,,,-0.035432899560697395
2024-08-29,9744591.453978274,0.01025542438055325,53974727.60538586,0.0,38591.93102160829,0.0,9092304.542528031,652286.9114502433,0.0,True,9092304.542528033,-1.862645149230957e-09,,,P01,split_001,0.0,92557.4034713056,0.9744591453978274,0.983714885744958,,,-0.02554085460217259
2024-08-30,9924229.779025856,0.01961393849769296,68257650.57310885,1.4657282488628007,50083.423437500205,0.0011792687738797364,9196048.493456826,728181.28556903,0.0,True,9196048.493456827,-1.862645149230957e-09,,,P01,split_001,25774.51705250539,118331.92052381099,0.9924229779025856,1.0042561699549668,,,-0.007577022097414399
2024-09-02,9721613.825844212,-0.020416289998631338,68257650.57310885,0.0,50083.423437500205,0.0,8993432.54027518,728181.28556903,0.0,True,8993432.54027518,0.0,,,P01,split_001,0.0,118331.92052381099,0.9721613825844212,0.9839945746368023,,,-0.027838617415578804
2024-09-03,9814082.972363887,0.009511707436254388,68257650.57310885,0.0,50083.423437500205,0.0,9085901.686794857,728181.28556903,0.0,True,9085901.686794855,1.862645149230957e-09,,,P01,split_001,0.0,118331.92052381099,0.9814082972363888,0.9932414892887699,,,-0.018591702763611218
2024-09-04,9786116.426457193,-0.0028496341416154127,68257650.57310885,0.0,50083.423437500205,0.0,9057935.140888162,728181.28556903,0.0,True,9057935.140888162,0.0,3.8473792,,P01,split_001,0.0,118331.92052381099,0.9786116426457193,0.9904448346981004,,,-0.021388357354280685
2024-09-05,9818900.66580201,0.0033500765693102764,68257650.57310885,0.0,50083.423437500205,0.0,9090719.380232979,728181.28556903,0.0,True,9090719.380232977,1.862645149230957e-09,3.8644657,0.004441023,P01,split_001,0.0,118331.92052381099,0.981890066580201,0.993723258632582,1.004441,-0.0010909463036145282,-0.01810993341979905
2024-09-06,9621915.108450113,-0.018801272277937316,83855183.6594817,1.5885213240517944,62461.15590163314,0.0012606026769618936,9133138.648698783,488776.4597513301,0.0,True,9133138.648698783,0.0,3.8177366,-0.012091994,P01,split_001,27975.054120733203,146306.97464454419,0.9621915108450113,0.9768222083094656,0.9922953,-0.00670927799235382,-0.03780848915498869
2024-09-09,9579288.802522268,-0.004430127001474961,83855183.6594817,0.0,62461.15590163314,0.0,9090512.342770938,488776.4597513301,0.0,True,9090512.34277094,-1.862645149230957e-09,3.7848334,-0.008618534,P01,split_001,0.0,146306.97464454419,0.9579288802522268,0.9725595777166812,0.9837432,0.004188406609822647,-0.04207111974777322
2024-09-10,9664468.881436346,0.008892108868421388,83855183.6594817,0.0,62461.15590163314,0.0,9175692.421685016,488776.4597513301,0.0,True,9175692.421685014,1.862645149230957e-09,3.7921271,0.0019271374,P01,split_001,0.0,146306.97464454419,0.9664468881436347,0.981077585608089,0.985639,0.006964971493543458,-0.033553111856365336
2024-09-11,9628271.99898158,-0.0037453566149189496,83855183.6594817,0.0,62461.15590163314,0.0,9139495.53923025,488776.4597513301,0.0,True,9139495.53923025,0.0,3.782944,-0.0024216175,P01,split_001,0.0,146306.97464454419,0.962827199898158,0.9774578973626123,0.9832521,-0.0013237391069843792,-0.037172800101841985
2024-09-12,9658651.790129134,0.0031552693100867614,83855183.6594817,0.0,62461.15590163314,0.0,9169875.330377804,488776.4597513301,0.0,True,9169875.330377802,1.862645149230957e-09,3.7690675,-0.0036681294,P01,split_001,0.0,146306.97464454419,0.9658651790129135,0.9804958764773678,0.97964543,0.006823398754209076,-0.034134820987086534
2024-09-13,9545061.545593582,-0.010713853515916609,96302606.34258063,1.2887329363938596,72570.0199964962,0.0010466123341555833,8842251.694676548,702809.8509170329,0.0,True,8842251.694676548,0.0,3.7397807,-0.0077703,P01,split_001,22556.523367875805,168863.49801242,0.9545061545593582,0.9713925043606002,0.9720333,-0.0029435536044175852,-0.045493845440641834
2024-09-18,9491071.15170909,-0.005656369382910423,96302606.34258063,0.0,72570.0199964962,0.0,8788261.300792059,702809.8509170329,0.0,True,8788261.300792059,-1.862645149230957e-09,3.7425437,0.0007388592,P01,split_001,0.0,168863.49801242,0.9491071151709091,0.9659934649721511,0.9727515,-0.006395228559546165,-0.050892884829090934
2024-09-19,9665919.02160617,0.018422353715638645,96302606.34258063,0.0,72570.0199964962,0.0,8963109.170689136,702809.8509170329,0.0,True,8963109.170689136,0.0,3.7906542,0.012855053,P01,split_001,0.0,168863.49801242,0.966591902160617,0.9834782519618589,0.98525625,0.005567300767640598,-0.03340809783938303
2024-09-20,9702039.575194608,0.0037368980132875857,96302606.34258063,0.0,72570.0199964962,0.0,8999229.724277575,702809.8509170329,0.0,True,8999229.724277575,0.0,3.7868855,-0.0009942055,P01,split_001,0.0,168863.49801242,0.9702039575194609,0.9870903073207028,0.9842767,0.004731103488141101,-0.02979604248053913
2024-09-23,9794697.134221088,0.009550317570686796,96302606.34258063,0.0,72570.0199964962,0.0,9091887.283304054,702809.8509170329,0.0,True,9091887.283304052,1.862645149230957e-09,3.7957842,0.0023498535,P01,split_001,0.0,168863.49801242,0.9794697134221089,0.9963560632233508,0.9865896,0.007200464055061796,-0.020530286577891133
2024-09-24,10087203.824968675,0.031064043082605942,111090722.0922859,1.5098083735573593,84326.22300743002,0.0012002620244233536,9598286.73974968,488917.0852189965,0.0,True,9598286.739749677,1.862645149230957e-09,3.9498172,0.040580034,P01,split_001,26544.131412003953,195407.62942442394,1.0087203824968676,1.02826114543931,1.0266254,-0.009515991173375503,0.0
2024-09-25,10244816.920998214,0.015625053162840012,111090722.0922859,0.0,84326.22300743002,0.0,9755899.835779218,488917.0852189965,0.0,True,9755899.835779218,0.0,3.9999695,0.012697339,P01,split_001,0.0,195407.62942442394,1.0244816920998214,1.0440224550422639,1.0396608,0.002927714104917649,0.0
2024-09-26,10642190.524383461,0.03878777009384847,111090722.0922859,0.0,84326.22300743002,0.0,10153273.439164465,488917.0852189965,0.0,True,10153273.439164467,-1.862645149230957e-09,4.161154,0.040296435,P01,split_001,0.0,195407.62942442394,1.0642190524383461,1.0837598153807886,1.0815555,-0.0015086652622916669,0.0
2024-09-27,11210507.254678592,0.053402232274737026,111090722.0922859,0.0,84326.22300743002,0.0,10721590.169459596,488917.0852189965,0.0,True,10721590.169459598,-1.862645149230957e-09,4.361144,0.04806125,P01,split_001,0.0,195407.62942442394,1.1210507254678592,1.1405914884103017,1.1335363,0.0053409806344172014,0.0
2024-09-30,12314040.433131639,0.09843739925260728,111090722.0922859,0.0,84326.22300743002,0.0,11825123.347912643,488917.0852189965,0.0,True,11825123.347912647,-3.725290298461914e-09,4.781359,0.096354365,P01,split_001,0.0,195407.62942442394,1.2314040433131639,1.2509448062556063,1.2427576,0.0020830339037913592,0.0
2024-10-08,13436090.136059236,0.09254794246409226,126639079.32808895,1.262652767808793,101915.6255858059,0.0014284022107845754,2663328.8739519124,10772761.262107324,0.0,True,2663328.873951912,0.0,5.1168327,0.07016277,P01,split_001,33148.07680643245,228555.7062308564,1.3436090136059236,1.3664645842290093,1.3299528,0.02238516933176804,0.0
2024-10-09,13224018.161653055,-0.01578375645434461,126639079.32808895,0.0,101915.6255858059,0.0,2451256.8995457315,10772761.262107324,0.0,True,2451256.8995457315,-4.656612873077393e-10,4.735585,-0.07450849,P01,split_001,0.0,228555.7062308564,1.3224018161653055,1.3452573867883912,1.2308601,0.05872473172390856,-0.0157837564543446
2024-10-10,13228971.610747721,0.00037457972562607,126639079.32808895,0.0,101915.6255858059,0.0,2456210.3486403967,10772761.262107324,0.0,True,2456210.348640397,0.0,4.7443724,0.0018556118,P01,split_001,0.0,228555.7062308564,1.3228971610747722,1.3457527316978577,1.2331442,-0.001481032075521391,-0.015415089003880444
2024-10-11,13161880.686041398,-0.0050715147541639475,126639079.32808895,0.0,101915.6255858059,0.0,2389119.4239340746,10772761.262107324,0.0,True,2389119.4239340746,-4.656612873077393e-10,4.585727,-0.033438623,P01,split_001,0.0,228555.7062308564,1.3161880686041398,1.3390436392272254,1.1919096,0.028367108197343623,-0.020408425906724537
2024-10-14,13207131.851233207,0.003438047059627204,126639079.32808895,0.0,101915.6255858059,0.0,2434370.5891258824,10772761.262107324,0.0,True,2434370.589125883,0.0,4.7028747,0.025546074,P01,split_001,0.0,228555.7062308564,1.3207131851233207,1.3435687557464062,1.2223581,-0.022108026853947013,-0.01704054397577759
2024-10-15,12963213.377468294,-0.017999865331622972,140687430.85439563,1.0636943497308176,108107.50461153295,0.00046882844023010814,12290248.3850233,672964.9924449947,0.0,True,12290248.3850233,0.0,4.5963736,-0.02264595,P01,split_001,20230.150985913817,248785.8572167702,1.2963213377468294,1.3211999234685063,1.1946766,0.00464608498575984,-0.03519452115923616
2024-10-16,13010533.172646955,0.0036503136838670664,140687430.85439563,0.0,108107.50461153295,0.0,12337568.18020196,672964.9924449947,0.0,True,12337568.18020196,0.0,4.586987,-0.0020421743,P01,split_001,0.0,248785.8572167702,1.3010533172646954,1.3259319029863725,1.1922369,0.0056924880231614995,-0.031672678517553954
2024-10-17,12895142.220041078,-0.008869041035802619,140687430.85439563,0.0,108107.50461153295,0.0,12222177.227596084,672964.9924449947,0.0,True,12222177.227596084,0.0,4.5518794,-0.007653713,P01,split_001,0.0,248785.8572167702,1.2895142220041078,1.3143928077257847,1.1831119,-0.0012153278094842596,-0.040260813267870454
2024-10-18,13137800.214355655,0.018817783485741535,140687430.85439563,0.0,108107.50461153295,0.0,12464835.221910661,672964.9924449947,0.0,True,12464835.221910661,0.0,4.720947,0.037142277,P01,split_001,0.0,248785.8572167702,1.3137800214355655,1.3386586071572424,1.2270554,-0.01832449327817448,-0.022200649049163634
2024-10-21,13193820.503758144,0.00426405398837435,140687430.85439563,0.0,108107.50461153295,0.0,12520855.51131315,672964.9924449947,0.0,True,12520855.511313148,1.862645149230957e-09,4.771231,0.01065135,P01,split_001,0.0,248785.8572167702,1.3193820503758145,1.3442606360974914,1.2401252,-0.006387296032987955,-0.018031259826911783
2024-10-22,13410218.113324247,0.017591203608748038,160272489.25275326,1.4844114631375347,123805.07790431337,0.0011897670798468954,12767298.055030338,642920.0582939088,0.0,True,12767298.055030338,0.0,4.8033724,0.006736517,P01,split_001,35282.636928839944,284068.49414561014,1.3410218113324248,1.3694286607469857,1.2484792,0.01085468665623339,-0.0019255618615978687
2024-10-23,13492783.50408163,0.006156901406051393,160272489.25275326,0.0,123805.07790431337,0.0,12849863.44578772,642920.0582939088,0.0,True,12849863.445787719,1.862645149230957e-09,4.819992,0.0034600496,P01,split_001,0.0,284068.49414561014,1.349278350408163,1.377685199822724,1.252799,0.0026968517768399675,0.0
2024-10-24,13457396.01146246,-0.0026226977264153834,160272489.25275326,0.0,123805.07790431337,0.0,12814475.95316855,642920.0582939088,0.0,True,12814475.953168549,1.862645149230957e-09,4.7805567,-0.008181632,P01,split_001,0.0,284068.49414561014,1.345739601146246,1.374146450560807,1.2425491,0.005558933838678611,-0.002622697726415435
2024-10-25,13678103.415792396,0.016400454006254065,160272489.25275326,0.0,123805.07790431337,0.0,13035183.357498487,642920.0582939088,0.0,True,13035183.35749849,-1.862645149230957e-09,4.8429804,0.013057828,P01,split_001,0.0,284068.49414561014,1.3678103415792395,1.3962171909938006,1.258774,0.0033426260567301393,0.0
2024-10-28,13962811.969927156,0.02081491457405145,160272489.25275326,0.0,123805.07790431337,0.0,13319891.911633248,642920.0582939088,0.0,True,13319891.911633246,1.862645149230957e-09,4.898913,0.011549234,P01,split_001,0.0,284068.49414561014,1.3962811969927156,1.4246880464072766,1.273312,0.00926568018379266,0.0
2024-10-29,13722897.26116205,-0.015921032270167827,182219171.71053338,1.5717953163767067,141417.40671392376,0.0012613740590035516,13040556.790567,682340.4705950511,0.0,True,13040556.790566998,1.862645149230957e-09,4.839303,-0.01216799,P01,split_001,39559.09024689173,323627.58439250186,1.372289726116205,1.404652484555455,1.2578183,-0.003753042062495708,-0.01718240632917134
2024-10-30,13659044.686422793,-0.004652995174712097,182219171.71053338,0.0,141417.40671392376,0.0,12976704.215827743,682340.4705950511,0.0,True,12976704.215827744,-1.862645149230957e-09,4.831339,-0.0016457438,P01,split_001,0.0,323627.58439250186,1.3659044686422792,1.3982672270815295,1.2557483,-0.0030072513278187867,-0.021755451850143936
2024-10-31,13681324.328962352,0.0016311274361453028,182219171.71053338,0.0,141417.40671392376,0.0,12998983.858367302,682340.4705950511,0.0,True,12998983.858367303,-1.862645149230957e-09,4.870114,0.008025765,P01,split_001,0.0,323627.58439250186,1.3681324328962352,1.4004951913354853,1.2658266,-0.006394637982861045,-0.020159810328397088
2024-11-01,13532747.120594671,-0.010859855727062486,182219171.71053338,0.0,141417.40671392376,0.0,12850406.64999962,682340.4705950511,0.0,True,12850406.649999619,1.862645149230957e-09,4.798192,-0.014768004,P01,split_001,0.0,323627.58439250186,1.353274712059467,1.385637470498717,1.2471329,0.003908148690356947,-0.03080073342380829
2024-11-04,13729432.443527736,0.01453402780531835,182219171.71053338,0.0,141417.40671392376,0.0,13047091.972932685,682340.4705950511,0.0,True,13047091.972932683,1.862645149230957e-09,4.879124,0.01686716,P01,split_001,0.0,323627.58439250186,1.3729432443527736,1.4053060027920237,1.2681684,-0.0023331329918007907,-0.01671436433449569
2024-11-05,13982607.336142542,0.019629506683563457,202581349.1840406,1.4831040945983363,157744.50001087834,0.0011892038046082104,13312183.409464564,670423.9266779772,0.0,True,13312183.409464564,0.0,5.021546,0.029190063,P01,split_001,36689.29554321249,360316.87993571436,1.3982607336142543,1.4342924216078254,1.3051864,-0.009560556792999043,0.0
2024-11-06,14089513.513071764,0.007645653944160261,202581349.1840406,0.0,157744.50001087834,0.0,13419089.586393787,670423.9266779772,0.0,True,13419089.586393785,1.862645149230957e-09,5.02502,0.0006918907,P01,split_001,0.0,360316.87993571436,1.4089513513071765,1.4449830393007477,1.3060894,0.0069537632276075265,0.0
2024-11-07,14511645.10552813,0.029960693253512683,202581349.1840406,0.0,157744.50001087834,0.0,13841221.178850152,670423.9266779772,0.0,True,13841221.178850152,0.0,5.152113,0.025292039,P01,split_001,0.0,360316.87993571436,1.451164510552813,1.4871961985463842,1.339123,0.004668654335971179,0.0
2024-11-08,14404412.155343277,-0.007389441335221332,202581349.1840406,0.0,157744.50001087834,0.0,13733988.2286653,670423.9266779772,0.0,True,13733988.2286653,0.0,5.12947,-0.004394889,P01,split_001,0.0,360316.87993571436,1.4404412155343278,1.4764729035278992,1.3332378,-0.0029945524573526793,-0.007389441335221347
2024-11-11,14531055.413269052,0.00879197683043226,202581349.1840406,0.0,157744.50001087834,0.0,13860631.486591075,670423.9266779772,0.0,True,13860631.486591076,-1.862645149230957e-09,5.1993904,0.013631105,P01,split_001,0.0,360316.87993571436,1.4531055413269052,1.4891372293204765,1.3514112,-0.0048391285925413734,0.0
2024-11-12,14400089.550449139,-0.0076922383579318965,226507235.43013355,1.6465346504869145,176934.02099961,0.001320586870187606,13686180.164162826,713909.3862863127,0.0,True,13686180.164162828,-1.862645149230957e-09,5.1392827,-0.011560559,P01,split_001,43115.49383577707,403432.37377149146,1.4400089550449138,1.4803521924220628,1.3357881,0.003868320914834217,-0.009012825228119525
2024-11-13,14481827.7960907,0.005676231759198456,226507235.43013355,0.0,176934.02099961,0.0,13767918.409804387,713909.3862863127,0.0,True,13767918.40980439,-3.725290298461914e-09,5.152743,0.002619028,P01,split_001,0.0,403432.37377149146,1.44818277960907,1.4885260169862191,1.3392866,0.003057203667767792,-0.0033877523537209075
2024-11-14,14253618.508878047,-0.015758320733123003,226507235.43013355,0.0,176934.02099961,0.0,13539709.122591734,713909.3862863127,0.0,True,13539709.122591734,0.0,5.027682,-0.024270773,P01,split_001,0.0,403432.37377149146,1.4253618508878048,1.4657050882649538,1.306781,0.008512452200836958,-0.019092687798689556
2024-11-15,14177679.204066455,-0.005327721151249525,226507235.43013355,0.0,176934.02099961,0.0,13463769.817780143,713909.3862863127,0.0,True,13463769.817780143,0.0,4.9244514,-0.02053243,P01,split_001,0.0,403432.37377149146,1.4177679204066456,1.4581111577837949,1.2799497,0.015204708067042712,-0.024318688433319857
2024-11-18,14206306.598966159,0.0020191876602407978,226507235.43013355,0.0,176934.02099961,0.0,13492397.212679846,713909.3862863127,0.0,True,13492397.212679846,0.0,4.85642,-0.013814986,P01,split_001,0.0,403432.37377149146,1.4206306598966159,1.4609738972737651,1.2622672,0.01583417341234651,-0.02234860476867695
2024-11-19,14239886.773217753,0.0034332654564661266,245438944.05574074,1.3326270620531953,192127.86845821363,0.0010695142578233076,13526935.282247841,712951.4909699113,0.0,True,13526935.282247841,0.0,4.931329,0.015424728,P01,split_001,34125.58925190338,437557.9630233948,1.4239886773217754,1.4677444736241148,1.2817373,-0.011991462937088561,-0.020037680111343992
2024-11-20,14369098.443563234,0.009073925404273691,245438944.05574074,0.0,192127.86845821363,0.0,13656146.952593323,712951.4909699113,0.0,True,13656146.952593323,0.0,4.984559,0.010794282,P01,split_001,0.0,437557.9630233948,1.4369098443563233,1.480665640658663,1.2955728,-0.0017203565552600004,-0.011145575121675466
2024-11-21,14384554.919252956,0.0010756747022389627,245438944.05574074,0.0,192127.86845821363,0.0,13671603.428283045,712951.4909699113,0.0,True,13671603.428283041,3.725290298461914e-09,4.990522,0.0011962652,P01,split_001,0.0,437557.9630233948,1.4384554919252956,1.482211288227635,1.2971226,-0.00012059051840312713,-0.01008188943263666
2024-11-22,13940368.48953966,-0.03087940031559656,245438944.05574074,0.0,192127.86845821363,0.0,13227416.99856975,712951.4909699113,0.0,True,13227416.998569747,1.862645149230957e-09,4.8215866,-0.033851206,P01,split_001,0.0,437557.9630233948,1.394036848953966,1.4377926452563055,1.2532134,0.0029718059870462617,-0.04064996704850532
2024-11-25,13945337.05715656,0.0003564158021093056,245438944.05574074,0.0,192127.86845821363,0.0,13232385.566186648,712951.4909699113,0.0,True,13232385.566186648,0.0,4.8244004,0.0005835295,P01,split_001,0.0,437557.9630233948,1.394533705715656,1.4382895020179953,1.2539446,-0.00022711367024176864,-0.040308039537007234
2024-11-26,13915037.640877657,-0.0011658053504956906,262945215.49203813,1.2553494666027742,206169.73618141713,0.001006922074787529,13230980.114477796,684057.5263998605,0.0,True,13230980.114477796,0.0,4.7936306,-0.0063779354,P01,split_001,31548.141813676968,469106.1048370718,1.3915037640877657,1.4384143745714728,1.245947,0.005212130059050208,-0.042393188579329055
2024-11-27,14108501.925721284,0.013903252713833485,262945215.49203813,0.0,206169.73618141713,0.0,13424444.399321424,684057.5263998605,0.0,True,13424444.399321428,-3.725290298461914e-09,4.8828015,0.018602014,P01,split_001,0.0,469106.1048370718,1.4108501925721284,1.4577608030558356,1.2691242,-0.004698760874118175,-0.029079339079659206
2024-11-28,14017343.783101872,-0.006461220553347447,262945215.49203813,0.0,206169.73618141713,0.0,13333286.256702011,684057.5263998605,0.0,True,13333286.25670201,1.862645149230957e-09,4.8547034,-0.0057545304,P01,split_001,0.0,469106.1048370718,1.4017343783101872,1.4486449887938944,1.2618209,-0.0007066901235073591,-0.035352671609667374
2024-11-29,14110745.04531122,0.006663264000269799,262945215.49203813,0.0,206169.73618141713,0.0,13426687.51891136,684057.5263998605,0.0,True,13426687.518911362,-1.862645149230957e-09,4.922694,0.014005184,P01,split_001,0.0,469106.1048370718,1.411074504531122,1.457985115014829,1.279493,-0.007341920173314185,-0.028924971793447662
2024-12-02,14197465.10473477,0.006145675451231033,262945215.49203813,0.0,206169.73618141713,0.0,13513407.578334909,684057.5263998605,0.0,True,13513407.578334905,3.725290298461914e-09,4.9952354,0.014736056,P01,split_001,0.0,469106.1048370718,1.419746510473477,1.466657120957184,1.2983477,-0.008590380876588791,-0.022957059831295035
2024-12-03,14246993.69471136,0.004589605928497168,282423170.737061,1.371931897795411,221801.91621914937,0.0011010543024697415,13548307.39685867,698686.2978526893,0.0,True,13548307.39685867,0.0,4.999106,0.0007748604,P01,split_001,35110.18502171073,504216.28985878255,1.4246993694711358,1.4751209984570142,1.2993537,0.00381474554641709,-0.019548595093671017
2024-12-04,14242458.177786734,-0.00031834905116220387,282423170.737061,0.0,221801.91621914937,0.0,13543771.879934045,698686.2978526893,0.0,True,13543771.87993404,3.725290298461914e-09,4.952367,-0.009349465,P01,split_001,0.0,504216.28985878255,1.4242458177786734,1.4746674467645517,1.2872055,0.009031116319016019,-0.019860720868133508
2024-12-05,14214636.966255624,-0.0019533995595297934,282423170.737061,0.0,221801.91621914937,0.0,13515950.668402934,698686.2978526893,0.0,True,13515950.668402934,0.0,4.9758024,0.004732251,P01,split_001,0.0,504216.28985878255,1.4214636966255625,1.4718853256114406,1.2932968,-0.006685650726827157,-0.021775324504267557
2024-12-06,14391517.663200898,0.0124435606315641,282423170.737061,0.0,221801.91621914937,0.0,13692831.365348209,698686.2978526893,0.0,True,13692831.365348209,0.0,5.0351176,0.011920691,P01,split_001,0.0,504216.28985878255,1.43915176632009,1.489573395305968,1.3087138,0.0005228700950650773,-0.009602726443444287
2024-12-09,14413253.022992013,0.0015102896233586418,282423170.737061,0.0,221801.91621914937,0.0,13714566.725139324,698686.2978526893,0.0,True,13714566.725139324,0.0,5.018529,-0.0032945871,P01,split_001,0.0,504216.28985878255,1.4413253022992012,1.4917469312850795,1.3044021,0.004804876758673584,-0.00810693971818921
2024-12-10,14368623.232772449,-0.0020715302648684564,300722013.1681476,1.269584486021046,236574.21658637864,0.0010249109166171233,13512692.450796835,855930.7819756132,0.0,True,13512692.450796833,1.862645149230957e-09,5.0567145,0.0076088905,P01,split_001,33071.333114132474,537287.6229729151,1.4368623232772448,1.4905910855745363,1.3143271,-0.009680420798315721,-0.011178278237675587
2024-12-11,14412450.203963585,0.0030501858446099488,300722013.1681476,0.0,236574.21658637864,0.0,13556519.421987971,855930.7819756132,0.0,True,13556519.421987971,0.0,5.0860424,0.0057997704,P01,split_001,0.0,537287.6229729151,1.4412450203963585,1.49497378269365,1.32195,-0.0027495845106146606,-0.008162188219113298
