datetime,instrument,open,close,volume,amount,can_buy,can_sell,limit_up,limit_down,suspended,factor,change,execution_price
2026-02-06,SH600037,8.01,7.93,186412.0,148879.25,True,True,False,False,False,0.19830813,-0.014906832,8.01
2026-02-09,SH600000,10.11,10.18,611715.44,621933.9,True,True,False,False,False,0.6490139,0.0059288535,10.11
2026-02-09,SH600004,9.550001,9.540001,164432.14,156575.11,True,True,False,False,False,0.30679843,0.0031545742,9.550001
2026-02-09,SH600006,6.9399996,6.95,110847.65,76923.266,True,True,False,False,False,0.75719786,0.005788712,6.9399996
2026-02-09,SH600007,20.800001,20.74,20723.338,43027.082,True,True,False,False,False,0.30863616,-0.0019249278,20.800001
2026-02-09,SH600008,3.08,3.09,720049.6,221596.39,True,True,False,False,False,0.5864999,0.009803922,3.08
2026-02-09,SH600009,31.019999,31.259998,124988.4,389134.3,True,True,False,False,False,0.21363504,0.010342599,31.019999
2026-02-09,SH600010,2.4099998,2.53,15689418.0,3901226.2,True,True,False,False,False,1.3123765,0.063025214,2.4099998
2026-02-09,SH600011,6.94,6.96,499876.16,348019.34,True,True,False,False,False,0.38784677,0.0057803467,6.94
2026-02-09,SH600012,14.2,14.26,35160.82,49956.766,True,True,False,False,False,0.69284064,0.0042253523,14.2
2026-02-09,SH600015,6.58,6.6099997,466659.28,308063.84,True,True,False,False,False,0.8660326,0.0045592706,6.58
2026-02-09,SH600016,3.87,3.9299998,4027832.2,1576946.8,True,True,False,False,False,1.977357,0.012886598,3.87
2026-02-09,SH600017,3.15,3.14,374526.97,117633.67,True,True,False,False,False,0.5623858,0.0031948881,3.15
2026-02-09,SH600018,5.0499997,5.0499997,413041.03,208689.9,True,True,False,False,False,0.44619766,0.001984127,5.0499997
2026-02-09,SH600019,7.1699996,7.1199994,1156474.8,829103.9,True,True,False,False,False,0.562259,0.0028169013,7.1699996
2026-02-09,SH600020,4.1,4.1,121764.73,49911.688,True,True,False,False,False,0.60943604,0.004901961,4.1
2026-02-09,SH600021,20.59,20.45,372613.38,764036.8,True,True,False,False,False,0.27236092,0.0014691479,20.59
2026-02-09,SH600022,1.62,1.63,1574098.9,256987.84,True,True,False,False,False,0.9433962,0.0124223605,1.62
2026-02-09,SH600023,4.9700003,4.98,418726.28,208330.42,True,True,False,False,False,0.22522523,0.004032258,4.9700003
2026-02-09,SH600025,9.2,9.14,163980.02,149902.36,True,True,False,False,False,0.39485496,-0.0054406966,9.2
2026-02-09,SH600026,16.35,16.43,520029.62,860189.1,True,True,False,False,False,0.42646116,0.028804008,16.35
2026-02-09,SH600027,4.89,4.89,475886.1,232309.23,True,True,False,False,False,0.5083001,0.0041067763,4.89
2026-02-09,SH600028,6.5,6.5,1624289.5,1056459.2,True,True,False,False,False,1.0434016,0.0,6.5
2026-02-09,SH600029,8.160001,8.29,783029.8,650736.6,True,True,False,False,False,0.43867284,0.008515815,8.160001
2026-02-09,SH600030,28.009998,28.06,970534.4,2718596.5,True,True,False,False,False,1.3247205,-0.0035511365,28.009998
2026-02-09,SH600031,23.380001,23.58,725567.0,1714567.1,True,True,False,False,False,2.5183473,0.02610966,23.380001
2026-02-09,SH600032,7.9700003,8.0,81397.88,65153.7,True,True,False,False,False,0.20470297,0.008827238,7.9700003
2026-02-09,SH600033,3.84,3.84,356776.56,137123.45,True,True,False,False,False,1.0022364,0.005235602,3.84
2026-02-09,SH600035,3.96,3.9699998,100876.4,40087.49,True,True,False,False,False,0.60428584,0.005063291,3.96
2026-02-09,SH600036,39.6,39.48,658948.9,2601539.0,True,True,False,False,False,0.60814035,-0.003030303,39.6
2026-02-09,SH600037,8.05,8.25,245071.36,200317.31,True,True,False,False,False,0.19828513,0.04035309,8.05
2026-02-10,SH600000,10.190001,10.18,464297.78,472864.72,True,True,False,False,False,0.6490139,0.0,10.190001
2026-02-10,SH600004,9.54,9.5199995,153996.81,146486.58,True,True,False,False,False,0.30684274,-0.002096436,9.54
2026-02-10,SH600006,6.95,6.9199996,97831.02,67807.39,True,True,False,False,False,0.75729495,-0.004316547,6.95
2026-02-10,SH600007,20.84,20.78,14246.09,29518.564,True,True,False,False,False,0.30864528,0.0019286403,20.84
2026-02-10,SH600008,3.08,3.07,547530.25,168243.3,True,True,False,False,False,0.586581,-0.006472492,3.08
2026-02-10,SH600009,31.250002,31.300001,91438.58,285148.56,True,True,False,False,False,0.21362282,0.0012795905,31.250002
2026-02-10,SH600010,2.5400002,2.6100001,15822027.0,4091318.5,True,True,False,False,False,1.3122605,0.031620555,2.5400002
2026-02-10,SH600011,6.96,6.94,341608.72,237028.23,True,True,False,False,False,0.38780245,-0.0028735632,6.96
2026-02-10,SH600012,14.280001,14.41,30524.72,43836.438,True,True,False,False,False,0.69284064,0.010518934,14.280001
2026-02-10,SH600015,6.6,6.6499996,410567.56,272487.16,True,True,False,False,False,0.8660813,0.006051437,6.6
2026-02-10,SH600016,3.93,3.97,3917423.5,1550937.2,True,True,False,False,False,1.9772485,0.010178117,3.93
2026-02-10,SH600017,3.13,3.1200001,402034.0,125437.1,True,True,False,False,False,0.5625124,-0.006369427,3.13
2026-02-10,SH600018,5.05,5.07,479569.53,242714.55,True,True,False,False,False,0.44599876,0.003960396,5.05
2026-02-10,SH600019,7.1200004,7.06,881789.7,623258.44,True,True,False,False,False,0.56238574,-0.008426966,7.1200004
2026-02-10,SH600020,4.1,4.14,161505.05,66513.0,True,True,False,False,False,0.60957056,0.009756098,4.1
2026-02-10,SH600021,20.449999,20.37,260306.4,530440.1,True,True,False,False,False,0.27235475,-0.0039119804,20.449999
2026-02-10,SH600022,1.63,1.62,1050712.4,170161.95,True,True,False,False,False,0.9433962,-0.006134969,1.63
2026-02-10,SH600023,4.98,4.9700003,327972.1,163013.66,True,True,False,False,False,0.22522523,-0.002008032,4.98
2026-02-10,SH600025,9.14,9.16,128491.0,117471.61,True,True,False,False,False,0.39469263,0.0021881838,9.14
2026-02-10,SH600026,16.45,17.14,580063.4,976222.4,True,True,False,False,False,0.42640364,0.043213632,16.45
2026-02-10,SH600027,4.89,4.88,332663.3,162127.25,True,True,False,False,False,0.508433,-0.0020449897,4.89
2026-02-10,SH600028,6.51,6.46,1640655.8,1063304.1,True,True,False,False,False,1.0434715,-0.006153846,6.51
2026-02-10,SH600029,8.309999,8.12,903478.2,727468.1,True,True,False,False,False,0.4386522,-0.020506635,8.309999
2026-02-10,SH600030,28.060001,28.090002,756298.06,2124582.8,True,True,False,False,False,1.3247268,0.0010691376,28.060001
2026-02-10,SH600031,23.679998,23.779999,603072.06,1428750.5,True,True,False,False,False,2.5183313,0.008481764,23.679998
2026-02-10,SH600032,7.9900002,7.86,62124.0,49082.508,True,True,False,False,False,0.204822,-0.0175,7.9900002
2026-02-10,SH600033,3.84,3.84,256006.16,97956.234,True,True,False,False,False,1.0022364,0.0,3.84
2026-02-10,SH600035,3.98,3.9699998,62519.996,24823.006,True,True,False,False,False,0.60428584,0.0,3.98
2026-02-10,SH600036,39.489998,39.34,495964.7,1953983.8,True,True,False,False,False,0.60815847,-0.0035460992,39.489998
2026-02-10,SH600037,8.27,8.540001,511228.88,434212.1,True,True,False,False,False,0.19830179,0.035151515,8.27
2026-02-11,SH600000,10.18,10.17,393388.3,399584.94,True,True,False,False,False,0.6489983,-0.0009823183,10.18
2026-02-11,SH600004,9.53,9.5199995,93952.67,89474.18,True,True,False,False,False,0.30684274,0.0,9.53
2026-02-11,SH600006,6.93,6.91,94202.375,65245.637,True,True,False,False,False,0.7572308,-0.0014450867,6.93
2026-02-11,SH600007,20.800001,20.74,17139.1,35464.207,True,True,False,False,False,0.30863616,-0.0019249278,20.800001
2026-02-11,SH600008,3.07,3.08,510610.8,157174.33,True,True,False,False,False,0.58654034,0.0032573289,3.07
2026-02-11,SH600009,31.34,31.25,76255.19,238155.17,True,True,False,False,False,0.2136381,-0.0015974441,31.34
2026-02-11,SH600010,2.59,2.67,14761762.0,3922633.0,True,True,False,False,False,1.3126171,0.022988506,2.59
2026-02-11,SH600011,6.94,6.94,387924.72,269448.84,True,True,False,False,False,0.38780245,0.0,6.94
2026-02-11,SH600012,14.41,14.46,45163.0,65154.02,True,True,False,False,False,0.69284064,0.0034698127,14.41
2026-02-11,SH600015,6.64,6.6699996,412731.25,274937.16,True,True,False,False,False,0.8660006,0.0030075188,6.64
2026-02-11,SH600016,3.9699998,4.0,3424847.2,1365763.4,True,True,False,False,False,1.9773707,0.007556675,3.9699998
2026-02-11,SH600017,3.1200001,3.14,277134.5,86758.36,True,True,False,False,False,0.5623858,0.0064102565,3.1200001
2026-02-11,SH600018,5.07,5.09,440637.44,224228.36,True,True,False,False,False,0.44631982,0.003944773,5.07
2026-02-11,SH600019,7.06,7.18,1173793.5,838301.3,True,True,False,False,False,0.5623631,0.016997168,7.06
2026-02-11,SH600020,4.14,4.1299996,112499.0,46526.445,True,True,False,False,False,0.60945773,-0.002415459,4.14
2026-02-11,SH600021,20.369999,20.3,282234.7,575992.06,True,True,False,False,False,0.27238482,-0.0034364262,20.369999
2026-02-11,SH600022,1.62,1.64,1185996.5,193599.69,True,True,False,False,False,0.9433962,0.012345679,1.62
2026-02-11,SH600023,4.98,4.98,350249.94,174457.1,True,True,False,False,False,0.22522523,0.0020120724,4.98
2026-02-11,SH600025,9.16,9.14,103233.234,94445.375,True,True,False,False,False,0.39485496,-0.0021834061,9.16
2026-02-11,SH600026,17.13,17.03,348531.22,593430.4,True,True,False,False,False,0.42638057,-0.0064177364,17.13
2026-02-11,SH600027,4.8799996,4.89,370372.0,181027.1,True,True,False,False,False,0.5083001,0.0020491802,4.8799996
2026-02-11,SH600028,6.4700003,6.54,1663085.0,1080708.6,True,True,False,False,False,1.0436832,0.012383901,6.4700003
2026-02-11,SH600029,8.12,7.94,1077257.5,861203.2,True,True,False,False,False,0.43885845,-0.022167487,8.12
2026-02-11,SH600030,28.11,28.04,836659.8,2346138.8,True,True,False,False,False,1.3247399,-0.0017799928,28.11
2026-02-11,SH600031,23.84,23.920002,680064.56,1629492.4,True,True,False,False,False,2.5183318,0.0058873002,23.84
2026-02-11,SH600032,7.92,7.88,62331.92,49311.94,True,True,False,False,False,0.20480475,0.0025445293,7.92
2026-02-11,SH600033,3.8299997,3.8299997,186338.38,71405.09,True,True,False,False,False,1.002198,-0.0026041667,3.8299997
2026-02-11,SH600035,3.9699998,3.9699998,70126.2,27843.695,True,True,False,False,False,0.60428584,0.0,3.9699998
2026-02-11,SH600036,39.36,39.399998,528816.94,2080370.2,True,True,False,False,False,0.6081371,0.0015251653,39.36
2026-02-11,SH600037,8.5,8.31,304019.0,252552.36,True,True,False,False,False,0.1982916,-0.026932085,8.5
2026-02-12,SH600000,10.17,9.9800005,983762.56,985620.9,True,True,False,False,False,0.6490102,-0.0186824,10.17
2026-02-12,SH600004,9.530001,9.44,196518.98,185929.78,True,True,False,False,False,0.30677965,-0.008403362,9.530001
2026-02-12,SH600006,6.92,6.85,124578.0,85588.21,True,True,False,False,False,0.75713474,-0.008683068,6.92
2026-02-12,SH600007,20.75,20.86,21071.01,43768.12,True,True,False,False,False,0.3086634,0.005785921,20.75
2026-02-12,SH600008,3.0800002,3.04,890677.8,272142.34,True,True,False,False,False,0.5865158,-0.012987013,3.0800002
2026-02-12,SH600009,31.2,31.02,96373.54,299345.72,True,True,False,False,False,0.21362123,-0.00736,31.2
2026-02-12,SH600010,2.65,2.68,11415867.0,3050506.0,True,True,False,False,False,1.3123834,0.0037453184,2.65
2026-02-12,SH600011,6.9799995,6.97,571415.4,398605.44,True,True,False,False,False,0.38781625,0.004322767,6.9799995
2026-02-12,SH600012,14.45,14.070001,73063.0,103441.49,True,True,False,False,False,0.69284064,-0.026970955,14.45
2026-02-12,SH600015,6.66,6.6000004,455992.56,301553.1,True,True,False,False,False,0.8660733,-0.010494753,6.66
2026-02-12,SH600016,4.0,3.94,3502046.8,1383557.8,True,True,False,False,False,1.9772613,-0.015,4.0
2026-02-12,SH600017,3.13,3.11,343459.06,107290.586,True,True,False,False,False,0.5623271,-0.00955414,3.13
2026-02-12,SH600018,5.1,5.0499997,414410.0,210043.28,True,True,False,False,False,0.44619766,-0.007858546,5.1
2026-02-12,SH600019,7.1699996,7.1199994,933478.5,666037.1,True,True,False,False,False,0.562259,-0.008356546,7.1699996
2026-02-12,SH600020,4.14,4.08,163592.02,67074.6,True,True,False,False,False,0.6095286,-0.012106538,4.14
2026-02-12,SH600021,20.479998,20.4,410534.03,839385.75,True,True,False,False,False,0.27235,0.0049261083,20.479998
2026-02-12,SH600022,1.64,1.64,1352191.4,221630.75,True,True,False,False,False,0.9433962,0.0,1.64
2026-02-12,SH600023,4.99,5.01,647656.75,324316.5,True,True,False,False,False,0.22522523,0.006024096,4.99
2026-02-12,SH600025,9.179999,9.08,141958.02,129123.16,True,True,False,False,False,0.39464024,-0.0065645515,9.179999
2026-02-12,SH600026,17.48,18.73,876870.9,1615505.1,False,True,True,False,False,0.42640078,0.09982384,17.48
2026-02-12,SH600027,4.8999996,4.9199996,639742.06,314573.88,True,True,False,False,False,0.50835544,0.006134969,4.8999996
2026-02-12,SH600028,6.5299997,6.6,1861215.0,1225551.0,True,True,False,False,False,1.043578,0.0091743115,6.5299997
2026-02-12,SH600029,7.9300003,7.76,812162.9,635128.0,True,True,False,False,False,0.43874216,-0.022670025,7.9300003
2026-02-12,SH600030,28.029999,27.869999,957854.2,2671181.2,True,True,False,False,False,1.3247277,-0.0060627675,28.029999
2026-02-12,SH600031,23.99,23.960001,476174.72,1137666.2,True,True,False,False,False,2.5183403,0.0016722408,23.99
2026-02-12,SH600032,7.89,7.94,69820.73,55359.785,True,True,False,False,False,0.20475347,0.007614213,7.89
2026-02-12,SH600033,3.8300002,3.7700002,379959.06,143895.1,True,True,False,False,False,1.0022628,-0.015665796,3.8300002
2026-02-12,SH600035,3.9799998,3.94,118290.0,46751.445,True,True,False,False,False,0.6038859,-0.007556675,3.9799998
2026-02-12,SH600036,39.399998,38.989998,777525.75,3028037.8,True,True,False,False,False,0.60815614,-0.010406092,39.399998
2026-02-12,SH600037,8.34,8.14,234004.23,190467.05,True,True,False,False,False,0.19828744,-0.02045728,8.34
2026-02-13,SH600000,9.9800005,9.89,700407.2,696614.5,True,True,False,False,False,0.64898473,-0.009018037,9.9800005
2026-02-13,SH600004,9.450001,9.370001,158937.0,149517.88,True,True,False,False,False,0.30687603,-0.007415254,9.450001
2026-02-13,SH600006,6.8500004,6.8700004,165317.98,113787.64,True,True,False,False,False,0.75726414,0.002919708,6.8500004
2026-02-13,SH600007,20.86,20.56,15587.999,32345.45,True,True,False,False,False,0.3086286,-0.014381591,20.86
2026-02-13,SH600008,3.04,3.02,692492.8,209732.6,True,True,False,False,False,0.58659834,-0.0065789474,3.04
2026-02-13,SH600009,31.019999,30.75,92659.3,286089.4,True,True,False,False,False,0.21363863,-0.008704062,31.019999
2026-02-13,SH600010,2.6399999,2.62,10059913.0,2631509.0,True,True,False,False,False,1.3126193,-0.02238806,2.6399999
2026-02-13,SH600011,6.97,6.97,483869.66,335908.25,True,True,False,False,False,0.38781625,0.0,6.97
2026-02-13,SH600012,14.070001,14.15,52459.27,74503.28,True,True,False,False,False,0.69284064,0.0056858566,14.070001
2026-02-13,SH600015,6.68,6.73,1105224.2,745141.3,True,True,False,False,False,0.8661769,0.01969697,6.68
2026-02-13,SH600016,3.9299998,3.9299998,2266114.0,893357.5,True,True,False,False,False,1.977357,-0.002538071,3.9299998
2026-02-13,SH600017,3.11,3.03,458047.88,140104.72,True,True,False,False,False,0.5623353,-0.025723472,3.11
2026-02-13,SH600018,5.05,5.0099998,403637.6,203014.12,True,True,False,False,False,0.44607356,-0.007920792,5.05
2026-02-13,SH600019,7.1000004,6.92,1949458.9,1360328.4,True,True,False,False,False,0.56237364,-0.028089888,7.1000004
2026-02-13,SH600020,4.08,4.04,102795.99,41790.1,True,True,False,False,False,0.6093916,-0.009803922,4.08
2026-02-13,SH600021,20.4,20.16,375111.8,758857.3,True,True,False,False,False,0.27238837,-0.011764706,20.4
2026-02-13,SH600022,1.64,1.58,1692023.8,271101.38,True,True,False,False,False,0.9433962,-0.036585364,1.64
2026-02-13,SH600023,5.01,4.96,601207.56,299139.5,True,True,False,False,False,0.22522523,-0.00998004,5.01
2026-02-13,SH600025,9.08,9.0199995,156542.7,141435.3,True,True,False,False,False,0.39477798,-0.0066079297,9.08
2026-02-13,SH600026,18.41,16.95,1042272.6,1801994.9,True,False,False,True,False,0.42639986,-0.0950347,18.41
2026-02-13,SH600027,4.9199996,4.85,571982.0,278773.38,True,True,False,False,False,0.50837773,-0.014227643,4.9199996
2026-02-13,SH600028,6.53,6.3700004,2318887.8,1486343.9,True,True,False,False,False,1.0434519,-0.034848485,6.53
2026-02-13,SH600029,7.77,7.6,461310.12,353049.12,True,True,False,False,False,0.43882257,-0.020618556,7.77
2026-02-13,SH600030,27.869999,27.619999,1090465.1,3032551.5,True,True,False,False,False,1.324722,-0.008970219,27.869999
2026-02-13,SH600031,23.759998,23.119999,591021.44,1376226.1,True,True,False,False,False,2.5183368,-0.03505843,23.759998
2026-02-13,SH600032,7.9500003,7.78,76564.99,59980.1,True,True,False,False,False,0.20463742,-0.020151133,7.9500003
2026-02-13,SH600033,3.7799997,3.7199998,280645.9,105090.63,True,True,False,False,False,1.0020655,-0.0132626,3.7799997
