datetime,instrument,open,close,volume,amount,can_buy,can_sell,limit_up,limit_down,suspended,factor,change,execution_price
2026-02-04,SH600000,9.999999,10.13,672489.6,678972.1,True,True,False,False,False,0.649013,0.010978044,9.999999
2026-02-04,SH600004,9.44,9.62,341490.47,326996.53,True,True,False,False,False,0.30686072,0.017989418,9.44
2026-02-04,SH600006,6.8599997,6.9600005,140288.75,96930.734,True,True,False,False,False,0.75726163,0.013100437,6.8599997
2026-02-04,SH600007,20.1,20.77,35904.59,73896.336,True,True,False,False,False,0.30865976,0.03076923,20.1
2026-02-04,SH600008,3.07,3.09,967041.4,297936.16,True,True,False,False,False,0.5864999,0.0032467532,3.07
2026-02-04,SH600009,30.43,31.189999,301049.8,934290.4,True,True,False,False,False,0.21363467,0.021283563,30.43
2026-02-04,SH600010,2.4399998,2.46,6664595.5,1634033.6,True,True,False,False,False,1.312246,0.0040816325,2.4399998
2026-02-04,SH600011,6.8399997,6.96,646450.7,447390.47,True,True,False,False,False,0.38784677,0.016058395,6.8399997
2026-02-04,SH600012,14.3,14.31,74044.66,107011.79,True,True,False,False,False,0.69284064,0.0013995802,14.3
2026-02-04,SH600015,6.42,6.48,559439.9,361524.0,True,True,False,False,False,0.86614,0.009345794,6.42
2026-02-04,SH600016,3.7299998,3.79,3714544.0,1401073.8,True,True,False,False,False,1.9773281,0.01608579,3.7299998
2026-02-04,SH600017,3.11,3.18,532148.25,168159.5,True,True,False,False,False,0.56262493,0.022508038,3.11
2026-02-04,SH600018,4.96,5.06,935996.7,471041.0,True,True,False,False,False,0.4458373,0.02016129,4.96
2026-02-04,SH600019,6.9999995,7.2199993,1573242.9,1124177.1,True,True,False,False,False,0.5624315,0.02849003,6.9999995
2026-02-04,SH600020,3.9900002,4.07,187478.1,75849.766,True,True,False,False,False,0.609414,0.0175,3.9900002
2026-02-04,SH600021,21.12,21.220001,461315.44,974446.9,True,True,False,False,False,0.2723704,-0.00047103156,21.12
2026-02-04,SH600022,1.59,1.6500001,1821661.9,295205.78,True,True,False,False,False,0.9433962,0.03125,1.59
2026-02-04,SH600023,4.91,4.9700003,755983.8,374442.75,True,True,False,False,False,0.22522523,0.010162601,4.91
2026-02-04,SH600025,8.9800005,9.12,260200.0,236604.38,True,True,False,False,False,0.39466655,0.0155902,8.9800005
2026-02-04,SH600026,16.0,16.76,729396.75,1193489.9,True,True,False,False,False,0.42639595,0.056080654,16.0
2026-02-04,SH600027,4.81,4.88,704831.94,342303.25,True,True,False,False,False,0.508433,0.010351967,4.81
2026-02-04,SH600028,6.35,6.5,2446846.2,1580214.8,True,True,False,False,False,1.0434016,0.031746034,6.35
2026-02-04,SH600029,7.63,8.18,1666710.4,1347710.8,True,True,False,False,False,0.4389005,0.06928105,7.63
2026-02-04,SH600030,27.85,28.38,1572192.4,4440801.0,True,True,False,False,False,1.3111198,0.014658563,27.85
2026-02-04,SH600031,22.91,23.26,859732.56,1988180.8,True,True,False,False,False,2.5183372,0.00779896,22.91
2026-02-04,SH600032,7.9100003,8.08,151077.73,121735.195,True,True,False,False,False,0.2046368,0.021491783,7.9100003
2026-02-04,SH600033,3.76,3.84,520048.56,198770.6,True,True,False,False,False,1.0022364,0.018567638,3.76
2026-02-04,SH600035,3.91,3.9699998,165358.1,65323.59,True,True,False,False,False,0.60428584,0.0127551025,3.91
2026-02-04,SH600036,38.3,39.01,1021316.3,3961153.5,True,True,False,False,False,0.608157,0.018537859,38.3
2026-02-04,SH600037,8.19,8.08,231002.0,186071.12,True,True,False,False,False,0.19828081,-0.018226003,8.19
2026-02-05,SH600000,10.150001,10.23,972236.9,992778.94,True,True,False,False,False,0.6490148,0.009871668,10.150001
2026-02-05,SH600004,9.62,9.639999,253489.9,244212.61,True,True,False,False,False,0.30681685,0.002079002,9.62
2026-02-05,SH600006,6.93,6.9199996,130895.69,90680.1,True,True,False,False,False,0.75729495,-0.0057471264,6.93
2026-02-05,SH600007,20.8,20.91,28568.51,59680.926,True,True,False,False,False,0.308658,0.006740491,20.8
2026-02-05,SH600008,3.09,3.08,749096.75,230652.8,True,True,False,False,False,0.58654034,-0.003236246,3.09
2026-02-05,SH600009,31.18,31.24,183104.1,572031.06,True,True,False,False,False,0.21364115,0.0016030779,31.18
2026-02-05,SH600010,2.43,2.3899999,6464456.0,1553264.9,True,True,False,False,False,1.3127615,-0.028455285,2.43
2026-02-05,SH600011,6.91,6.9300003,498614.22,344852.53,True,True,False,False,False,0.3878331,-0.004310345,6.91
2026-02-05,SH600012,14.360001,14.35,42212.008,60706.734,True,True,False,False,False,0.69284064,0.002795248,14.360001
2026-02-05,SH600015,6.4900002,6.58,741872.3,485607.06,True,True,False,False,False,0.86615515,0.015432099,6.4900002
2026-02-05,SH600016,3.7900002,3.84,5024338.5,1923400.2,True,True,False,False,False,1.9772584,0.013192612,3.7900002
2026-02-05,SH600017,3.17,3.15,375306.75,118521.59,True,True,False,False,False,0.5625692,-0.009433962,3.17
2026-02-05,SH600018,5.06,5.0499997,575335.56,290436.1,True,True,False,False,False,0.44619766,-0.0019762847,5.06
2026-02-05,SH600019,7.1899996,7.1199994,1149521.5,822607.7,True,True,False,False,False,0.562259,-0.013850415,7.1899996
2026-02-05,SH600020,4.0699997,4.08,187577.97,76579.99,True,True,False,False,False,0.6095286,0.0024570024,4.0699997
2026-02-05,SH600021,21.22,20.32,606106.2,1244946.2,True,True,False,False,False,0.27240053,-0.042412817,21.22
2026-02-05,SH600022,1.64,1.62,1415570.5,230908.9,True,True,False,False,False,0.9433962,-0.018181818,1.64
2026-02-05,SH600023,4.9700003,4.95,416055.62,206444.78,True,True,False,False,False,0.22522523,-0.0040241447,4.9700003
2026-02-05,SH600025,9.12,9.15,178722.42,163395.64,True,True,False,False,False,0.39477372,0.0032894737,9.12
2026-02-05,SH600026,16.69,16.16,585545.4,956539.8,True,True,False,False,False,0.42647845,-0.035799522,16.69
2026-02-05,SH600027,4.8700004,4.8700004,600046.06,291400.06,True,True,False,False,False,0.5085664,-0.0020491802,4.8700004
2026-02-05,SH600028,6.5099998,6.4,2169579.5,1391003.4,True,True,False,False,False,1.043578,-0.015384615,6.5099998
2026-02-05,SH600029,8.18,8.25,1118131.4,924232.0,True,True,False,False,False,0.43892533,0.0085574575,8.18
2026-02-05,SH600030,28.29,28.29,1156841.6,3276268.2,True,True,False,False,False,1.3111281,-0.0031712474,28.29
2026-02-05,SH600031,23.249998,23.27,682882.75,1586163.9,True,True,False,False,False,2.5183446,0.00042992263,23.249998
2026-02-05,SH600032,8.08,7.9,97091.734,77129.83,True,True,False,False,False,0.20478757,-0.022277229,8.08
2026-02-05,SH600033,3.8600001,3.9,826788.5,323545.34,True,True,False,False,False,1.002173,0.015625,3.8600001
2026-02-05,SH600035,3.9699998,3.9699998,130708.016,51864.242,True,True,False,False,False,0.60428584,0.0,3.9699998
2026-02-05,SH600036,38.94,39.71,1218894.5,4810049.0,True,True,False,False,False,0.6081379,0.017944116,38.94
2026-02-05,SH600037,8.01,8.05,163853.0,132440.81,True,True,False,False,False,0.19827746,-0.0037128713,8.01
2026-02-06,SH600000,10.24,10.12,759255.44,769321.56,True,True,False,False,False,0.6489973,-0.010752688,10.24
2026-02-06,SH600004,9.62,9.51,230746.44,220105.92,True,True,False,False,False,0.30680487,-0.013485477,9.62
2026-02-06,SH600006,6.93,6.91,128179.01,88833.555,True,True,False,False,False,0.7572308,-0.0014450867,6.93
2026-02-06,SH600007,20.81,20.78,25248.09,52793.492,True,True,False,False,False,0.30864528,-0.006217121,20.81
2026-02-06,SH600008,3.07,3.06,888343.25,273165.7,True,True,False,False,False,0.58662194,-0.0064935065,3.07
2026-02-06,SH600009,31.05,30.94,147713.28,458185.44,True,True,False,False,False,0.21362391,-0.009603073,31.05
2026-02-06,SH600010,2.37,2.3799999,5928580.0,1413871.5,True,True,False,False,False,1.3123688,-0.0041841003,2.37
2026-02-06,SH600011,6.8999996,6.92,470803.78,327077.72,True,True,False,False,False,0.3878638,-0.0014430014,6.8999996
2026-02-06,SH600012,14.3,14.2,41690.0,59410.57,True,True,False,False,False,0.69284064,-0.010452962,14.3
2026-02-06,SH600015,6.58,6.58,636685.5,418421.7,True,True,False,False,False,0.86615515,0.0,6.58
2026-02-06,SH600016,3.84,3.8799999,4842443.0,1869581.9,True,True,False,False,False,1.9772874,0.010416667,3.84
2026-02-06,SH600017,3.15,3.1299999,383612.03,120774.69,True,True,False,False,False,0.56220126,-0.0063492064,3.15
2026-02-06,SH600018,5.04,5.04,547237.94,276181.28,True,True,False,False,False,0.44603592,-0.001980198,5.04
2026-02-06,SH600019,7.08,7.1,864216.8,615831.9,True,True,False,False,False,0.5622239,-0.0028089888,7.08
2026-02-06,SH600020,4.0699997,4.08,132238.17,54111.81,True,True,False,False,False,0.6095286,0.0,4.0699997
2026-02-06,SH600021,20.0,20.42,364874.66,745689.25,True,True,False,False,False,0.27236566,0.00492126,20.0
2026-02-06,SH600022,1.6100001,1.6100001,1189627.8,192239.6,True,True,False,False,False,0.9433962,-0.0061728396,1.6100001
2026-02-06,SH600023,4.95,4.96,502182.94,249106.6,True,True,False,False,False,0.22522523,0.002020202,4.95
2026-02-06,SH600025,9.16,9.19,196453.0,180245.53,True,True,False,False,False,0.39479926,0.004371585,9.16
2026-02-06,SH600026,15.95,15.97,411086.47,654117.94,True,True,False,False,False,0.42647532,-0.011757426,15.95
2026-02-06,SH600027,4.85,4.8700004,458665.56,223594.6,True,True,False,False,False,0.5085664,0.0,4.85
2026-02-06,SH600028,6.2999997,6.5,2210681.2,1427880.8,True,True,False,False,False,1.0434016,0.015625,6.2999997
2026-02-06,SH600029,8.21,8.22,660715.75,542103.1,True,True,False,False,False,0.438646,-0.0036363637,8.21
2026-02-06,SH600030,28.199999,28.159998,1074026.5,3027616.8,True,True,False,False,False,1.3110852,-0.0045952634,28.199999
2026-02-06,SH600031,23.05,22.98,477209.72,1102389.0,True,True,False,False,False,2.518336,-0.012462398,23.05
2026-02-06,SH600032,7.87,7.93,77660.516,61850.86,True,True,False,False,False,0.20476197,0.0037974683,7.87
2026-02-06,SH600033,3.8799999,3.8199997,529887.5,203066.86,True,True,False,False,False,1.0021594,-0.020512821,3.8799999
2026-02-06,SH600035,3.9599998,3.95,128636.0,51021.19,True,True,False,False,False,0.6040199,-0.005037783,3.9599998
2026-02-06,SH600036,39.7,39.600002,802979.75,3178037.8,True,True,False,False,False,0.60814524,-0.002770083,39.7
