datetime,nav,return,total_turnover,turnover,total_cost,cost,value,cash,bench,calendar_complete,stock_value,accounting_error
2026-05-07,10356319.241500549,0.002874099062010008,74363952.48966467,0.059865000383732665,55819.60119529897,2.317465747402659e-05,8835797.181290101,1520522.060210448,0.0,True,8835797.1812901,1.862645149230957e-09
2026-05-08,10321691.765609471,-0.003313569842764353,75110157.34320988,0.07205309494081263,56130.68996570045,3.003854585274455e-05,9404071.403884629,917620.3617248421,0.0,True,9404071.40388463,-1.862645149230957e-09
2026-05-11,10507845.025885515,0.01818803463162026,76864769.1821913,0.16999266000439553,57708.71697947137,0.00015288453187768143,9265397.611089947,1242447.4147955682,0.0,True,9265397.611089947,0.0
2026-05-12,10568472.749221105,0.005783849510078219,77047947.803357,0.017432558313760525,57856.78794882695,1.4091468706553195e-05,9367977.54188148,1200495.2073396253,0.0,True,9367977.54188148,0.0
2026-05-13,10589736.52624188,0.0020308440334438093,77291301.15027052,0.0230263494724393,58055.93075342134,1.8843101488724294e-05,9408032.790203273,1181703.736038607,0.0,True,9408032.790203273,0.0
2026-05-14,10365805.056439942,-0.021134823578386648,77435560.93716276,0.01362260397458922,58175.18733164028,1.1261524583110987e-05,9220148.801923651,1145656.2545162898,0.0,True,9220148.80192365,1.862645149230957e-09
2026-05-15,10342479.517004695,-0.002117980216005358,78775285.08660333,0.12924458275512754,59546.15673437914,0.0001322588448532632,8622621.498318477,1719858.018686218,0.0,True,8622621.498318477,0.0
2026-05-18,10409848.774978247,0.0066826727639988925,80494597.97240818,0.16623797832792617,61292.30494133109,0.00016883264831039793,7971227.827562747,2438620.9474155,0.0,True,7971227.827562747,0.0
2026-05-19,10654495.965499694,0.023543482232515876,81215211.14421484,0.0692241729331144,61729.2040967616,4.19697888869114e-05,8504182.205093749,2150313.7604059447,0.0,True,8504182.20509375,-1.862645149230957e-09
2026-05-20,10333322.83248449,-0.0301165567665313,81870816.655005,0.061533226246747806,62025.60454821556,2.7819284217079504e-05,8650455.624081856,1682867.2084026332,0.0,True,8650455.624081856,0.0
2026-05-21,10173084.037434155,-0.015394894229903427,84368171.54622743,0.24167975119983565,63183.98754900494,0.00011210169464054788,10172780.84079929,303.19663486479476,0.0,True,10172780.84079929,0.0
2026-05-22,10089100.58000886,-0.008134454767401727,85507630.24287215,0.11200720375962966,64414.95302681472,0.00012100219297119419,9475954.505854301,613146.0741545588,0.0,True,9475954.505854301,0.0
2026-05-25,10079982.203282934,-0.000780616812926581,86638089.28874236,0.11204755437865026,65657.60821267948,0.00012316808381581887,8824037.667166961,1255944.5361159723,0.0,True,8824037.66716696,1.862645149230957e-09
2026-05-26,10080769.85662774,0.00014987449996832304,87762702.30598024,0.11156894869036559,66380.68716027982,7.173414922943441e-05,9181654.656204117,899115.2004236232,0.0,True,9181654.656204117,0.0
2026-05-27,10056818.220018141,-0.00216036023050486,90305980.66319399,0.2522900922633044,68554.22947874806,0.00021561273091054835,8882037.296518559,1174780.9234995814,0.0,True,8882037.296518559,1.862645149230957e-09
2026-05-28,10101383.113645986,0.004517040606225403,91390327.83379194,0.10782209113013078,69416.39212015274,8.572916627731605e-05,8959498.438164279,1141884.6754817066,0.0,True,8959498.438164279,0.0
2026-05-29,10443519.195640337,0.03396265331688329,92578232.0409797,0.11759817381671367,70350.08283557947,9.243196747635474e-05,9342780.953791419,1100738.2418489181,0.0,True,9342780.95379142,-1.862645149230957e-09
2026-06-01,10647768.769470772,0.01960739786117641,93456286.3439839,0.08407647714869432,70870.74494489755,4.985504402916583e-05,9917737.883501684,730030.8859690871,0.0,True,9917737.883501684,0.0
2026-06-02,10478780.41589477,-0.015800253374635247,94798000.31828362,0.12600893232642968,71621.65408873383,7.052267569796256e-05,10410783.518552374,67996.89734239508,0.0,True,10410783.518552374,0.0
2026-06-03,10447923.990244133,-0.002904233494594809,95369207.24791172,0.05451082158012082,72045.25467302385,4.0424607394910164e-05,10447855.846256897,68.143987235846,0.0,True,10447855.846256897,0.0
2026-06-04,10197919.659128038,-0.02386354950604687,96198420.81554493,0.07936634765026039,72725.03441251343,6.506361839197213e-05,10197919.5145201,0.14460793804505556,0.0,True,10197919.5145201,0.0
2026-06-05,9971718.115127554,-0.022069310649546245,97607445.18282384,0.13816782386765544,73865.52147658604,0.0001118352666224212,9971604.402869444,113.71225811043257,0.0,True,9971604.402869442,1.862645149230957e-09
2026-06-08,9795158.485238198,-0.01758731449551519,99069503.78693883,0.14662053090901,75049.40881456778,0.00011872450908793003,9794843.156674713,315.32856348466703,0.0,True,9794843.156674713,0.0
2026-06-09,9866496.945553653,0.007514685456873722,101514828.91557354,0.24964630560290937,77318.48351590575,0.0002316526786940287,9260931.527780762,605565.4177728913,0.0,True,9260931.527780762,0.0
