datetime,instrument,score,method,signal_artifact_id,profile_name,profile_type,research_run_family_id
2026-03-13,SH600032,0.13708687,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-13,SH600033,-0.015322387,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-13,SH600035,0.012320399,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-13,SH600036,0.0012818575,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-13,SH600037,-0.02598548,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600000,0.016791701,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600004,-0.032510817,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600006,0.00995791,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600007,-0.024972856,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600008,0.0588423,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600009,-0.050020576,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600010,0.18509257,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600011,0.10406995,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600012,0.08380294,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600015,0.086625695,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600016,0.012922287,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600017,0.04845822,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600018,0.03169012,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600019,-0.030851483,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600020,0.02427435,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600021,-0.0024885535,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600022,0.03726697,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600023,0.10483861,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600025,0.13339221,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600026,0.48842585,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600027,0.08415401,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600028,-0.026039958,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600029,-0.24946392,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600030,-0.08504081,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600031,-0.09268576,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600032,0.08780491,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600033,0.010330558,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600035,0.01789403,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600036,0.007829547,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-16,SH600037,-0.008940458,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600000,0.019592762,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600004,-0.03436166,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600006,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600007,-0.011096597,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600008,0.042128563,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600009,-0.056636393,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600010,0.09882355,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600011,0.07604563,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600012,0.089761615,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600015,0.09846079,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600016,-0.0025653243,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600017,0.031606674,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600018,0.02693212,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600019,-0.039376557,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600020,0.022058845,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600021,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600022,0.049079776,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600023,0.09236944,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600025,0.1278863,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600026,0.4130504,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600027,0.06958079,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600028,-0.038214386,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600029,-0.25797302,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600030,-0.076625705,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600031,-0.11959523,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600032,0.15719461,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600033,-0.002642393,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600035,0.012320399,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600036,0.016214848,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-17,SH600037,-0.06424576,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600000,0.018645644,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600004,-0.039906085,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600006,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600007,-0.011943519,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600008,0.052279234,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600009,-0.06287515,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600010,0.053832173,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600011,0.079270005,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600012,0.070090175,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600015,0.088635206,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600016,-0.015100539,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600017,0.031802177,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600018,0.019836664,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600019,-0.04838711,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600020,0.002080083,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600021,0.007900119,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600022,0.030864239,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600023,0.098591566,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600025,0.12056732,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600026,0.45177197,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600027,0.07149243,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600028,-0.052739024,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600029,-0.2496382,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600030,-0.075470686,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600031,-0.12951857,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600032,0.14637148,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600033,-0.013211966,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600035,0.00205338,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600036,0.014742732,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-18,SH600037,-0.062058985,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600000,0.0147538185,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600004,-0.048513293,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600006,-0.024511635,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600007,-0.019799829,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600008,0.045440078,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600009,-0.06949252,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600010,-0.022737443,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600011,0.07790792,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600012,0.0857538,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600015,0.06900728,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600016,-0.035013676,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600017,0.015803337,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600018,0.012775779,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600019,-0.08214724,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600020,-0.007299185,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600021,-0.012932777,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600022,-0.03658539,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600023,0.0963856,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600025,0.12255764,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600026,0.39361036,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600027,0.06779659,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600028,-0.03998649,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600029,-0.26849115,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600030,-0.086673856,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600031,-0.17390972,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600032,0.1754601,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600033,-0.01825136,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600035,-0.0027378798,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600036,0.009396315,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-19,SH600037,-0.046928346,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600000,0.030068755,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600004,-0.04222572,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600006,-0.03786713,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600007,-0.027904034,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600008,0.049581528,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600009,-0.0766862,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600010,-0.05197698,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600011,0.08190942,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600012,0.1115849,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600015,0.087839484,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600016,-0.027871907,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600017,0.029255271,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600018,0.01170969,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600019,-0.07711238,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600020,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600021,-0.04899317,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600022,-0.06097561,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600023,0.08383238,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600025,0.12701261,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600026,0.252679,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600027,0.06294334,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600028,-0.07892108,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600029,-0.25662374,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600030,-0.092231154,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600031,-0.18906343,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600032,0.23142517,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600033,-0.016148329,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600035,-0.004830897,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600036,0.019464374,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-20,SH600037,-0.06990421,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600000,-0.002985537,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600004,-0.0715422,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600006,-0.09476119,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600007,-0.05158025,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600008,0.026571631,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600009,-0.10997206,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600010,-0.057246745,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600011,0.053159714,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600012,0.07279158,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600015,0.031190038,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600016,-0.053456306,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600017,-0.01000911,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600018,-0.011806428,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600019,-0.097046435,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600020,-0.054371,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600021,-0.09472805,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600022,-0.06962025,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600023,0.058467627,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600025,0.11431146,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600026,0.3876598,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600027,0.055755377,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600028,-0.05175984,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600029,-0.28129828,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600030,-0.120560825,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600031,-0.19333637,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600032,0.38308454,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600033,-0.0618369,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600035,-0.04798335,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600036,-0.0007570386,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-23,SH600037,-0.119938016,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600000,0.014121413,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600004,-0.05982566,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600006,-0.086443245,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600007,-0.026310027,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600008,0.029421091,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600009,-0.10186529,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600010,-0.056401014,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600011,0.06677401,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600012,0.096728206,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600015,0.054863453,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600016,-0.023125827,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600017,0.006222248,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600018,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600019,-0.08871299,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600020,-0.048947334,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600021,-0.091002226,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600022,-0.07926828,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600023,0.063366294,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600025,0.117803454,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600026,0.38714242,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-03-24,SH600027,0.0776093,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
