outer_split_id,factor,cluster_id
split_002,kunquant_alpha101_alpha026,cluster_023
split_002,kunquant_alpha101_alpha029,cluster_044
split_002,kunquant_alpha101_alpha035,cluster_033
split_002,kunquant_alpha101_alpha040,cluster_022
split_002,kunquant_alpha101_alpha044,cluster_019
split_002,kunquant_alpha101_alpha045,cluster_015
split_002,kunquant_alpha101_alpha050,cluster_024
split_002,kunquant_alpha101_alpha055,cluster_021
split_002,kunquant_alpha101_alpha062,cluster_007
split_002,kunquant_alpha101_alpha077,cluster_004
split_002,kunquant_alpha101_alpha083,cluster_001
split_002,kunquant_alpha101_alpha084,cluster_033
split_002,kunquant_alpha101_alpha088,cluster_009
split_002,kunquant_alpha101_alpha094,cluster_035
split_002,ret_10,cluster_038
split_002,ret_5,cluster_033
split_002,rev_5,cluster_033
split_002,ta_momentum_ao,cluster_029
split_002,ta_momentum_pvo,cluster_028
split_002,ta_momentum_pvo_signal,cluster_028
split_002,ta_momentum_roc,cluster_038
split_002,ta_momentum_rsi,cluster_038
split_002,ta_momentum_stoch,cluster_038
split_002,ta_momentum_stoch_signal,cluster_038
split_002,ta_momentum_uo,cluster_038
split_002,ta_momentum_wr,cluster_038
split_002,ta_trend_adx_pos,cluster_038
split_002,ta_trend_aroon_down,cluster_029
split_002,ta_trend_aroon_ind,cluster_029
split_002,ta_trend_cci,cluster_038
split_002,ta_trend_dpo,cluster_043
split_002,ta_trend_vortex_ind_diff,cluster_038
split_002,ta_trend_vortex_ind_neg,cluster_038
split_002,ta_trend_vortex_ind_pos,cluster_038
split_002,ta_volatility_atr,cluster_002
split_002,ta_volatility_bbhi,cluster_041
split_002,ta_volatility_bbp,cluster_038
split_002,ta_volatility_bbw,cluster_008
split_002,ta_volatility_dcp,cluster_038
split_002,ta_volatility_kcp,cluster_033
split_002,ta_volume_cmf,cluster_040
split_002,ta_volume_em,cluster_014
split_002,ta_volume_mfi,cluster_038
split_002,ta_volume_sma_em,cluster_039
split_003,alpha158_BETA10,cluster_040
split_003,alpha158_CORD10,cluster_022
split_003,alpha158_CORD20,cluster_028
split_003,alpha158_CORD30,cluster_028
split_003,alpha158_CORD5,cluster_023
split_003,alpha158_CORR10,cluster_014
split_003,alpha158_CORR20,cluster_016
split_003,alpha158_CORR30,cluster_016
split_003,alpha158_CORR5,cluster_018
split_003,alpha158_HIGH0,cluster_046
split_003,alpha158_IMAX30,cluster_030
split_003,alpha158_IMAX60,cluster_052
split_003,alpha158_IMIN10,cluster_040
split_003,alpha158_IMIN20,cluster_029
split_003,alpha158_IMIN30,cluster_029
split_003,alpha158_IMIN5,cluster_041
split_003,alpha158_IMXD10,cluster_040
split_003,alpha158_KLEN,cluster_048
split_003,alpha158_KLOW,cluster_051
split_003,alpha158_KMID,cluster_010
split_003,alpha158_KMID2,cluster_010
split_003,alpha158_KUP,cluster_050
split_003,alpha158_LOW0,cluster_009
split_003,alpha158_MA10,cluster_040
split_003,alpha158_MAX5,cluster_047
split_003,alpha158_MIN10,cluster_037
split_003,alpha158_MIN20,cluster_037
split_003,alpha158_MIN5,cluster_037
split_003,alpha158_OPEN0,cluster_010
split_003,alpha158_QTLD10,cluster_040
split_003,alpha158_QTLD30,cluster_040
split_003,alpha158_QTLD5,cluster_038
split_003,alpha158_RANK10,cluster_040
split_003,alpha158_RANK20,cluster_040
split_003,alpha158_RANK30,cluster_040
split_003,alpha158_ROC5,cluster_040
split_003,alpha158_RSQR30,cluster_054
split_003,alpha158_RSV20,cluster_040
split_003,alpha158_RSV30,cluster_040
split_003,alpha158_STD10,cluster_048
split_003,alpha158_STD5,cluster_048
split_003,alpha158_STD60,cluster_049
split_003,alpha158_SUMD10,cluster_040
split_003,alpha158_SUMD5,cluster_040
split_003,alpha158_SUMN10,cluster_040
split_003,alpha158_SUMN5,cluster_040
split_003,alpha158_SUMP10,cluster_040
split_003,alpha158_SUMP5,cluster_040
split_003,alpha158_VMA30,cluster_035
split_003,alpha158_VMA60,cluster_036
split_003,alpha158_VSTD5,cluster_006
split_003,alpha158_VSTD60,cluster_036
split_003,alpha158_VSUMD10,cluster_032
split_003,alpha158_VSUMD20,cluster_035
split_003,alpha158_VSUMD30,cluster_036
split_003,alpha158_VSUMD60,cluster_034
split_003,alpha158_VSUMN20,cluster_035
split_003,alpha158_VSUMN30,cluster_036
split_003,alpha158_VSUMN60,cluster_034
split_003,alpha158_VSUMP10,cluster_032
split_003,alpha158_VSUMP20,cluster_035
split_003,alpha158_VSUMP30,cluster_036
split_003,alpha158_VSUMP60,cluster_034
split_003,alpha360_CLOSE5,cluster_040
split_003,alpha360_CLOSE6,cluster_040
split_003,alpha360_CLOSE7,cluster_040
split_003,alpha360_CLOSE8,cluster_040
split_003,alpha360_CLOSE9,cluster_040
split_003,alpha360_HIGH0,cluster_046
split_003,alpha360_LOW0,cluster_009
split_003,alpha360_LOW1,cluster_038
split_003,alpha360_LOW10,cluster_040
split_003,alpha360_LOW2,cluster_038
split_003,alpha360_LOW3,cluster_040
split_003,alpha360_LOW4,cluster_040
split_003,alpha360_LOW5,cluster_040
split_003,alpha360_LOW6,cluster_040
split_003,alpha360_LOW7,cluster_040
split_003,alpha360_LOW8,cluster_040
split_003,alpha360_OPEN0,cluster_010
split_003,alpha360_OPEN3,cluster_040
split_003,alpha360_OPEN4,cluster_040
split_003,alpha360_OPEN5,cluster_040
split_003,alpha360_OPEN6,cluster_040
split_003,alpha360_OPEN7,cluster_040
split_003,alpha360_OPEN8,cluster_040
split_003,alpha360_OPEN9,cluster_040
split_003,alpha360_VOLUME10,cluster_032
split_003,alpha360_VOLUME11,cluster_032
split_003,alpha360_VOLUME12,cluster_032
split_003,alpha360_VOLUME13,cluster_033
split_003,alpha360_VOLUME14,cluster_033
split_003,alpha360_VOLUME15,cluster_033
split_003,alpha360_VOLUME16,cluster_033
split_003,alpha360_VOLUME17,cluster_035
split_003,alpha360_VOLUME18,cluster_035
split_003,alpha360_VOLUME19,cluster_035
split_003,alpha360_VOLUME20,cluster_035
split_003,alpha360_VOLUME21,cluster_035
split_003,alpha360_VOLUME22,cluster_035
split_003,alpha360_VOLUME23,cluster_035
split_003,alpha360_VOLUME24,cluster_035
split_003,alpha360_VOLUME25,cluster_035
split_003,alpha360_VOLUME26,cluster_035
split_003,alpha360_VOLUME27,cluster_035
split_003,alpha360_VOLUME28,cluster_036
split_003,alpha360_VOLUME29,cluster_036
split_003,alpha360_VOLUME30,cluster_036
split_003,alpha360_VOLUME31,cluster_036
split_003,alpha360_VOLUME32,cluster_036
split_003,alpha360_VOLUME33,cluster_036
split_003,alpha360_VOLUME34,cluster_036
split_003,alpha360_VOLUME35,cluster_036
split_003,alpha360_VOLUME36,cluster_036
split_003,alpha360_VOLUME37,cluster_036
split_003,alpha360_VOLUME38,cluster_036
split_003,alpha360_VOLUME39,cluster_036
split_003,alpha360_VOLUME40,cluster_036
split_003,alpha360_VOLUME41,cluster_036
split_003,alpha360_VOLUME42,cluster_036
split_003,alpha360_VOLUME43,cluster_036
split_003,alpha360_VOLUME44,cluster_036
split_003,alpha360_VOLUME45,cluster_036
split_003,alpha360_VOLUME46,cluster_036
split_003,alpha360_VOLUME47,cluster_036
split_003,alpha360_VOLUME48,cluster_036
split_003,alpha360_VOLUME49,cluster_036
split_003,alpha360_VOLUME50,cluster_036
split_003,alpha360_VOLUME58,cluster_034
split_003,alpha360_VOLUME59,cluster_034
split_003,alpha360_VWAP4,cluster_040
split_003,alpha360_VWAP5,cluster_040
split_003,alpha360_VWAP6,cluster_040
split_003,alpha360_VWAP7,cluster_040
split_003,alpha360_VWAP8,cluster_040
split_003,alpha360_VWAP9,cluster_040
split_003,amount_cv_20,cluster_017
split_003,amount_mean_20,cluster_001
split_003,amount_std_20,cluster_001
split_003,amplitude_20,cluster_048
split_003,corr_ret_amount_20,cluster_027
split_003,corr_ret_volume_20,cluster_027
split_003,downside_std_20,cluster_048
split_003,kunquant_alpha101_alpha002,cluster_025
split_003,kunquant_alpha101_alpha003,cluster_015
split_003,kunquant_alpha101_alpha004,cluster_040
split_003,kunquant_alpha101_alpha005,cluster_003
split_003,kunquant_alpha101_alpha006,cluster_015
split_003,kunquant_alpha101_alpha009,cluster_010
split_003,kunquant_alpha101_alpha011,cluster_004
split_003,kunquant_alpha101_alpha012,cluster_008
split_003,kunquant_alpha101_alpha013,cluster_019
split_003,kunquant_alpha101_alpha014,cluster_015
split_003,kunquant_alpha101_alpha015,cluster_019
split_003,kunquant_alpha101_alpha016,cluster_019
split_003,kunquant_alpha101_alpha020,cluster_005
split_003,kunquant_alpha101_alpha024,cluster_043
split_003,kunquant_alpha101_alpha026,cluster_024
split_003,kunquant_alpha101_alpha029,cluster_053
split_003,kunquant_alpha101_alpha033,cluster_010
split_003,kunquant_alpha101_alpha034,cluster_011
split_003,kunquant_alpha101_alpha035,cluster_038
split_003,kunquant_alpha101_alpha040,cluster_014
split_003,kunquant_alpha101_alpha041,cluster_003
split_003,kunquant_alpha101_alpha042,cluster_003
split_003,kunquant_alpha101_alpha043,cluster_007
split_003,kunquant_alpha101_alpha044,cluster_018
split_003,kunquant_alpha101_alpha045,cluster_008
split_003,kunquant_alpha101_alpha050,cluster_021
split_003,kunquant_alpha101_alpha055,cluster_020
split_003,kunquant_alpha101_alpha062,cluster_013
split_003,kunquant_alpha101_alpha071,cluster_044
split_003,kunquant_alpha101_alpha072,cluster_026
split_003,kunquant_alpha101_alpha083,cluster_002
split_003,kunquant_alpha101_alpha088,cluster_048
split_003,kunquant_alpha101_alpha101,cluster_010
split_003,ret_5,cluster_040
split_003,rev_5,cluster_040
split_003,std_20,cluster_048
split_003,ta_momentum_kama,cluster_003
split_003,ta_momentum_pvo,cluster_036
split_003,ta_momentum_pvo_signal,cluster_036
split_003,ta_trend_adx_pos,cluster_039
split_003,ta_trend_aroon_down,cluster_029
split_003,ta_trend_cci,cluster_040
split_003,ta_trend_dpo,cluster_045
split_003,ta_trend_ema_fast,cluster_003
split_003,ta_trend_ema_slow,cluster_003
split_003,ta_trend_ichimoku_a,cluster_003
split_003,ta_trend_ichimoku_b,cluster_003
split_003,ta_trend_ichimoku_base,cluster_003
split_003,ta_trend_ichimoku_conv,cluster_003
split_003,ta_trend_mass_index,cluster_031
split_003,ta_trend_psar_down,cluster_003
split_003,ta_trend_sma_fast,cluster_003
split_003,ta_trend_sma_slow,cluster_003
split_003,ta_trend_vortex_ind_neg,cluster_039
split_003,ta_volatility_bbh,cluster_003
split_003,ta_volatility_bbhi,cluster_042
split_003,ta_volatility_bbm,cluster_003
split_003,ta_volatility_bbp,cluster_040
split_003,ta_volatility_dch,cluster_003
split_003,ta_volatility_dcl,cluster_003
split_003,ta_volatility_dcm,cluster_003
split_003,ta_volatility_dcp,cluster_040
split_003,ta_volatility_kcc,cluster_003
split_003,ta_volatility_kch,cluster_003
split_003,ta_volatility_kcl,cluster_003
split_003,ta_volatility_kcp,cluster_040
split_003,ta_volatility_kcw,cluster_048
split_003,ta_volume_em,cluster_012
split_003,ta_volume_fi,cluster_040
split_003,ta_volume_mfi,cluster_039
split_003,ta_volume_vwap,cluster_003
split_003,volume_ratio_5_20,cluster_033
