ridge_split_count_complete,elastic_net_split_count_complete,linear_model_development_complete,linear_model_research_complete,pre_test_freeze_ready,research_model_experiment_started,model_training_started,test_read_count_before_freeze,production_model_selected,authoritative_execution,unbiased_final_estimate
0,1,False,False,True,True,True,0,False,False,False
