outer_split_id,method,model_binary_sha256,model_config_sha256,training_data_sha256,validation_search_sha256,fit_row_count,runtime_path
split_001,elastic_net,24fd4d5e4ef0f148b5714afef837e8c9ffa1e46ae28ad67bf5bb21415aaf3a26,937151d30a2ec9c3ab6d611ab37d26df3f19aec0f64917243b14696f3e56ba3d,7c18e0ee8574c95a6d8f129afa411d2c29c32761b2a8bd39c822ec5e1ece28b0,aadc2d67b432ed76c37c31cc5eb2d90552b5542c25d12fa649b8516f43769078,1525954,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/elastic_split_001/models/split_001_elastic_net.joblib
