label,row_count,valid_rows,coverage,terminal_feature_date_count,terminal_key_count,output_path,output_sha256,input_hash,matrix_artifact_id,universe_artifact_id,raw_artifact_id
label_20d_t1,2587671,2538428,0.9809701465139888,21,42000,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/labels_v2.parquet,4acdfd874c339cd094bf702619861714ec9c75eb27547240eaaa7b945a302ac8,872a1fa82ba41fbe8c447da264f09740af00bcdc235a00af7306df3f4b2c083a,full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9
