api,parameters_json,retrieval_time,row_count,raw_path,raw_sha256,status
daily_basic,"{""fields"": ""ts_code,trade_date,total_mv,circ_mv,total_share,float_share,close"", ""trade_date"": ""20250805""}",2026-08-08T15:42:34.190794+00:00,5408,E:/qlib_prj/qlib_baseline/outputs/external_pit_style_data_v1/runtime/raw/daily_basic/20250805.parquet,f1b8a335937bc0dd66c811c1a15a7ff163306e7883448c5a2026fafc90018316,pass
index_classify,"{""level"": ""L1"", ""src"": ""SW2021""}",2026-08-08T15:42:34.648251+00:00,31,E:/qlib_prj/qlib_baseline/outputs/external_pit_style_data_v1/runtime/raw/industry/index_classify_sw2021_l1.parquet,fb516842fda8715957b62f85d8be3721cfab908dea3ae410851b465e5752a568,pass
index_member_all,"{""is_new"": ""Y"", ""l1_code"": ""801010.SI""}",2026-08-08T15:42:34.741525+00:00,126,E:/qlib_prj/qlib_baseline/outputs/external_pit_style_data_v1/runtime/raw/industry/members_801010_SI_Y.parquet,4cc7eee6e52c391827b67706ff25fbe2462a6bd65e4a256dd473694c3ba22a91,pass
index_member_all,"{""is_new"": ""N"", ""l1_code"": ""801010.SI""}",2026-08-08T15:42:35.200748+00:00,58,E:/qlib_prj/qlib_baseline/outputs/external_pit_style_data_v1/runtime/raw/industry/members_801010_SI_N.parquet,ea31c27d445c7638b5c521058568fe9b59a6a04ade12dab542ed30cf86ee034a,pass
