datetime,daily_universe_size,market_cap_matched_count,industry_matched_count,market_cap_missing_count,industry_missing_count,market_cap_coverage_ratio,industry_coverage_ratio
2025-08-05,2000,1996,29,4,1971,0.998,0.0145
