signal_date,instrument,score,liquidity_bucket,tradability_score
2021-02-01,SZ300326,1.3594699374267034,5.0,100.0
2021-02-01,SH603377,1.297405596290316,4.0,100.0
2021-02-01,SZ300448,1.2730952671595983,3.0,100.0
2021-02-01,SZ300449,1.2565062493085861,4.0,100.0
2021-02-01,SZ300278,1.2453799689454692,4.0,100.0
2021-02-01,SZ300464,1.2052023197923387,3.0,100.0
2021-02-01,SZ002456,1.197698610169547,5.0,100.0
2021-02-01,SZ000667,1.1827078206198556,4.0,100.0
2021-02-01,SZ002400,1.17627957037517,5.0,100.0
2021-02-01,SZ300100,1.1677546117986952,4.0,100.0
2021-02-01,SZ000070,1.1535192940916335,3.0,100.0
2021-02-01,SH600498,1.1489208766392298,5.0,100.0
2021-02-01,SZ300252,1.1332279417131628,3.0,100.0
2021-02-01,SZ300102,1.122271593127932,4.0,100.0
2021-02-01,SZ002196,1.111017563513347,4.0,100.0
2021-02-01,SZ300312,1.1099221791539873,3.0,100.0
2021-02-01,SZ300294,1.1050136131899697,5.0,100.0
2021-02-01,SZ000566,1.098363452724048,4.0,100.0
2021-02-01,SZ300333,1.0943761845784528,3.0,100.0
2021-02-01,SZ300194,1.093420420374189,3.0,100.0
2021-02-01,SZ002151,1.0914726640496935,5.0,100.0
2021-02-01,SZ002023,1.0680750629731588,4.0,100.0
2021-02-01,SZ002358,1.0597718230315618,3.0,100.0
2021-02-01,SZ002411,1.0518217555114202,3.0,100.0
2021-02-01,SZ300230,1.0398273169994354,3.0,100.0
2021-02-01,SZ300157,1.0206645322697503,3.0,100.0
2021-02-01,SZ300376,1.0072583769048964,4.0,100.0
2021-02-01,SZ300077,1.0041183563215392,4.0,100.0
2021-02-01,SZ300159,1.003426262310573,4.0,100.0
2021-02-01,SH600664,0.9990467897483281,3.0,100.0
2021-02-01,SZ002662,0.9932812239442553,3.0,100.0
2021-02-01,SH600766,0.9888235689806086,3.0,100.0
2021-02-01,SZ300202,0.9829840979405812,3.0,100.0
2021-02-01,SZ300045,0.9797626244170325,3.0,100.0
2021-02-01,SH603718,0.9769292707954135,4.0,100.0
2021-02-01,SZ300324,0.9720377900770732,4.0,100.0
2021-02-01,SH600109,0.96306169458798,5.0,100.0
2021-02-01,SZ300011,0.9624535015651158,3.0,100.0
2021-02-01,SZ300484,0.9490070002419608,3.0,100.0
2021-02-01,SZ300429,0.9450122607605798,4.0,100.0
2021-02-01,SH600322,0.9403992082391467,3.0,100.0
2021-02-01,SH600150,0.9362761357000896,4.0,100.0
2021-02-01,SZ000816,0.9350091383925506,4.0,100.0
2021-02-01,SZ002276,0.9336101476635251,3.0,100.0
2021-02-01,SZ002463,0.930901261312621,5.0,100.0
2021-02-01,SZ300287,0.9267043342281666,4.0,100.0
2021-02-01,SZ300208,0.9191838634599533,4.0,100.0
2021-02-01,SZ300328,0.9179498340506272,3.0,100.0
2021-02-01,SZ300131,0.9172630927392414,4.0,100.0
2021-02-01,SZ300352,0.9075962100178003,3.0,100.0
2021-02-01,SZ002161,0.9066481164523533,3.0,100.0
2021-02-01,SZ300127,0.9042303689888546,3.0,100.0
2021-02-01,SZ300420,0.9040083118847438,3.0,100.0
2021-02-01,SH601872,0.9031440115400723,4.0,100.0
2021-02-01,SH600391,0.9013674162672812,4.0,100.0
2021-02-01,SZ002009,0.9007921288056033,3.0,100.0
2021-02-01,SZ002547,0.8979468867182732,3.0,100.0
2021-02-01,SH600410,0.8906187037272113,3.0,100.0
2021-02-01,SZ002084,0.8882936260529927,3.0,100.0
2021-02-01,SH603520,0.8861047412667956,5.0,100.0
2021-02-01,SZ300062,0.8860828876495361,4.0,100.0
2021-02-01,SZ300302,0.8843698951282671,3.0,100.0
2021-02-01,SZ002362,0.8832650184631348,3.0,100.0
2021-02-01,SZ300136,0.8792978333575385,5.0,100.0
2021-02-01,SH600804,0.8724462938095842,4.0,100.0
2021-02-01,SZ300094,0.871168865655948,3.0,100.0
2021-02-01,SH600667,0.8710375374981335,4.0,100.0
2021-02-01,SZ300097,0.865753995520728,3.0,100.0
2021-02-01,SZ000903,0.8585119898031864,4.0,100.0
2021-02-01,SZ300052,0.8511731092418943,4.0,100.0
2021-02-01,SZ000851,0.8506478616701705,3.0,100.0
2021-02-01,SZ002321,0.8487520090171269,3.0,100.0
2021-02-01,SH603222,0.8482787715537208,4.0,100.0
2021-02-01,SH601038,0.8475956703935351,3.0,100.0
2021-02-01,SZ300078,0.8447110482624599,3.0,100.0
2021-02-01,SZ300457,0.8443277494183609,5.0,100.0
2021-02-01,SZ000503,0.8418475730078561,3.0,100.0
2021-02-01,SH600239,0.8406308421066829,3.0,100.0
2021-02-01,SZ000627,0.8340385641370501,3.0,100.0
2021-02-01,SH600536,0.826316098017352,5.0,100.0
2021-02-01,SZ002640,0.8187545133488519,4.0,100.0
2021-02-01,SZ300397,0.8133342492261103,3.0,100.0
2021-02-01,SZ300177,0.8094093863453183,3.0,100.0
2021-02-01,SZ002317,0.8091186902352742,3.0,100.0
2021-02-01,SZ300468,0.8042959244921803,3.0,100.0
2021-02-01,SZ300339,0.798161547098841,4.0,100.0
2021-02-01,SH600183,0.7975550413663898,5.0,100.0
2021-02-01,SH600797,0.7963267862796783,3.0,100.0
2021-02-01,SZ300098,0.7942424145128045,3.0,100.0
2021-02-01,SZ000012,0.7926907911896706,5.0,100.0
2021-02-01,SZ002292,0.7915413486106055,4.0,100.0
2021-02-01,SH600360,0.7912380924182278,4.0,100.0
2021-02-01,SZ002537,0.7906383568687099,3.0,100.0
2021-02-01,SZ002285,0.7892892743859973,3.0,100.0
2021-02-01,SH600297,0.7839312021221433,4.0,100.0
2021-02-01,SZ002126,0.7779431502733912,4.0,100.0
2021-02-01,SZ300322,0.7765583502394813,3.0,100.0
2021-02-01,SZ300269,0.7712871794189725,3.0,100.0
2021-02-01,SZ300317,0.7633723688444921,3.0,100.0
2021-02-01,SZ002699,0.7612636970090014,4.0,100.0
2021-03-08,SH603919,1.871971309185028,4.0,100.0
2021-03-08,SZ300395,1.8370437898806162,3.0,100.0
2021-03-08,SZ300034,1.7929106913506985,4.0,100.0
2021-03-08,SH600872,1.785082995891571,5.0,100.0
2021-03-08,SH601689,1.7834748881203788,4.0,100.0
2021-03-08,SH600196,1.772171139717102,5.0,100.0
2021-03-08,SH600779,1.769267493060657,4.0,100.0
2021-03-08,SH600702,1.7655970925199134,5.0,100.0
2021-03-08,SZ300015,1.741947508284024,5.0,100.0
2021-03-08,SH600456,1.7344332103218352,5.0,100.0
2021-03-08,SZ000596,1.7215420646326882,5.0,100.0
2021-03-08,SZ002410,1.7185691823916776,5.0,100.0
2021-03-08,SZ002163,1.7127865638051714,4.0,100.0
2021-03-08,SH603027,1.7108401146251708,4.0,100.0
2021-03-08,SZ300207,1.6922623596287198,5.0,100.0
2021-03-08,SZ300347,1.6719357413905007,5.0,100.0
2021-03-08,SZ002304,1.6682845737252916,5.0,100.0
2021-03-08,SH600197,1.662699158702578,4.0,100.0
2021-03-08,SZ300502,1.6410664937325887,5.0,100.0
2021-03-08,SZ000858,1.6278234346370613,5.0,100.0
2021-03-08,SH600155,1.6149129995277949,4.0,100.0
2021-03-08,SZ000860,1.6030298854623521,5.0,100.0
2021-03-08,SH600588,1.5990470222064428,5.0,100.0
2021-03-08,SZ002007,1.596277728676796,5.0,100.0
2021-03-08,SZ000625,1.5866325625351496,5.0,100.0
2021-03-08,SH600305,1.5821735209652357,4.0,100.0
2021-03-08,SH600741,1.5742172173091344,5.0,100.0
2021-03-08,SZ300073,1.5678395926952362,5.0,100.0
2021-03-08,SH600038,1.5672535172530584,5.0,100.0
2021-03-08,SZ002557,1.5410471388271876,4.0,100.0
2021-03-08,SZ002643,1.512203243694135,4.0,100.0
2021-03-08,SH600030,1.5093627593347005,5.0,100.0
2021-03-08,SH603369,1.5088260684694563,5.0,100.0
2021-03-08,SZ300168,1.4995979922158378,4.0,100.0
2021-03-08,SZ002414,1.480440885892936,5.0,100.0
2021-03-08,SH603198,1.4786255019051688,4.0,100.0
2021-03-08,SH601799,1.457346769315856,5.0,100.0
2021-03-08,SH600845,1.451650228883539,4.0,100.0
2021-03-08,SZ000869,1.4305240554468972,3.0,100.0
2021-03-08,SH600559,1.4275549905640739,5.0,100.0
2021-03-08,SH600862,1.4271349885634013,5.0,100.0
2021-03-08,SZ002695,1.417786761053971,4.0,100.0
2021-03-08,SZ002607,1.4142888230936868,5.0,100.0
2021-03-08,SZ300463,1.4122878653662545,3.0,100.0
2021-03-08,SZ002508,1.3976126659129346,4.0,100.0
2021-03-08,SH600104,1.3647398842232568,5.0,100.0
2021-03-08,SZ000895,1.3584419510194234,5.0,100.0
2021-03-08,SH600570,1.355121104844979,5.0,100.0
2021-03-08,SH603589,1.3489756946052824,4.0,100.0
2021-03-08,SZ002049,1.3337609320878983,5.0,100.0
2021-03-08,SZ002371,1.3269677949803216,5.0,100.0
2021-03-08,SZ300438,1.314739044223513,3.0,100.0
2021-03-08,SH603866,1.3026730588504247,3.0,100.0
2021-03-08,SZ300001,1.2913080581596919,5.0,100.0
2021-03-08,SH600486,1.2912110601152693,5.0,100.0
2021-03-08,SH600699,1.2850081771612167,4.0,100.0
2021-03-08,SH603883,1.2748684856508459,3.0,100.0
2021-03-08,SH600161,1.2296318677919251,5.0,100.0
2021-03-08,SZ002726,1.216559731534549,3.0,100.0
2021-03-08,SZ300285,1.2151695702757155,5.0,100.0
2021-03-08,SZ002475,1.2108071425131388,5.0,100.0
2021-03-08,SZ002568,1.203477491225515,5.0,100.0
2021-03-08,SH600600,1.190292360527175,5.0,100.0
2021-03-08,SH600885,1.1720948676977838,5.0,100.0
2021-03-08,SH601633,1.167696041720254,5.0,100.0
2021-03-08,SZ002460,1.1662860637796777,5.0,100.0
2021-03-08,SZ002240,1.1560432655470712,5.0,100.0
2021-03-08,SH600298,1.1285178193024226,5.0,100.0
2021-03-08,SZ002581,1.11004004973386,4.0,100.0
2021-03-08,SZ300449,1.104213290980884,3.0,100.0
2021-03-08,SZ300014,1.087545422571046,5.0,100.0
2021-03-08,SZ300318,1.0830463213579995,4.0,100.0
2021-03-08,SH603308,1.0801171575273787,4.0,100.0
2021-03-08,SZ300457,1.0729638380663735,4.0,100.0
2021-03-08,SZ300059,1.0723317063280515,5.0,100.0
2021-03-08,SZ000799,1.0679361586059843,5.0,100.0
2021-03-08,SZ002050,1.066444946186883,5.0,100.0
2021-03-08,SZ300244,1.066373306193522,4.0,100.0
2021-03-08,SZ300294,1.06473422901971,5.0,100.0
2021-03-08,SZ002791,1.0530211366713047,4.0,100.0
2021-03-08,SH600887,1.0495227298566274,5.0,100.0
2021-03-08,SH600276,1.0456551781722478,5.0,100.0
2021-03-08,SZ002074,1.029045206095491,5.0,100.0
2021-03-08,SZ002625,1.0257148700101035,5.0,100.0
2021-03-08,SH603799,1.0253805816173553,5.0,100.0
2021-03-08,SZ300408,1.0244878658226557,5.0,100.0
2021-03-08,SZ002156,1.0209573677607946,5.0,100.0
2021-03-08,SZ000876,1.0189654252358846,5.0,100.0
2021-03-08,SZ000333,1.0133662564413888,5.0,100.0
2021-03-08,SZ002179,1.0081539036972182,5.0,100.0
2021-03-08,SH603806,1.0011212059429713,5.0,100.0
2021-03-08,SZ300496,0.9988900369831494,5.0,100.0
2021-03-08,SZ002168,0.9978368282318115,4.0,100.0
2021-03-08,SH600176,0.9907815020817977,5.0,100.0
2021-03-08,SH600438,0.9794538553271975,5.0,100.0
2021-03-08,SZ300316,0.9784773914642366,5.0,100.0
2021-03-08,SZ002738,0.9777489421623093,4.0,100.0
2021-03-08,SH600436,0.975018207515989,5.0,100.0
2021-03-08,SZ300118,0.9722597279718944,5.0,100.0
2021-03-08,SZ000733,0.9707421319825309,5.0,100.0
2021-04-06,SH600291,1.5507264653486865,3.0,100.0
2021-04-06,SZ000876,1.5295295885631017,5.0,100.0
2021-04-06,SZ002726,1.420892528125218,3.0,100.0
2021-04-06,SZ002157,1.4101691373756953,5.0,100.0
2021-04-06,SZ002385,1.390335887670517,5.0,100.0
2021-04-06,SH600958,1.363762331860406,4.0,100.0
2021-04-06,SH600151,1.3167667857238226,4.0,100.0
2021-04-06,SZ002041,1.3120030526603972,3.0,100.0
2021-04-06,SZ000426,1.3062786247049059,3.0,100.0
2021-04-06,SZ300406,1.2921455635556154,3.0,100.0
2021-04-06,SH600739,1.2819082691733326,4.0,100.0
2021-04-06,SZ300318,1.2604067623615265,3.0,100.0
2021-04-06,SZ300221,1.2601408926503999,3.0,100.0
2021-04-06,SZ300024,1.2511192368609565,4.0,100.0
2021-04-06,SZ300034,1.2423312025410789,3.0,100.0
2021-04-06,SZ300082,1.2326252649405174,3.0,100.0
2021-04-06,SZ002120,1.2318234677825655,3.0,100.0
2021-04-06,SZ300457,1.2221123868865627,4.0,100.0
2021-04-06,SZ002581,1.1970935400043214,3.0,100.0
2021-04-06,SZ002027,1.1918188875008906,5.0,100.0
2021-04-06,SZ002466,1.1833012348839216,5.0,100.0
2021-04-06,SH600711,1.1749080515333585,5.0,100.0
2021-04-06,SZ002299,1.1745142199631249,4.0,100.0
2021-04-06,SH600267,1.1696923737015044,3.0,100.0
2021-04-06,SZ002085,1.1502307621496064,3.0,100.0
2021-04-06,SZ300498,1.1357931569218636,5.0,100.0
2021-04-06,SZ002182,1.131557968045984,3.0,100.0
2021-04-06,SZ002500,1.1269765017288071,3.0,100.0
2021-04-06,SZ300207,1.126834545816694,5.0,100.0
2021-04-06,SH600016,1.1245524574603354,5.0,100.0
2021-04-06,SZ300068,1.1224587699065782,5.0,100.0
2021-04-06,SH600837,1.114296453339713,5.0,100.0
2021-04-06,SH600580,1.1128621058804649,4.0,100.0
2021-04-06,SZ000999,1.107087734288403,4.0,100.0
2021-04-06,SZ300208,1.1050591133534908,4.0,100.0
2021-04-06,SZ300297,1.093863005350743,4.0,100.0
2021-04-06,SZ300113,1.0901408227426665,3.0,100.0
2021-04-06,SH600705,1.0876771839601653,3.0,100.0
2021-04-06,SZ000887,1.0855692039643015,3.0,100.0
2021-04-06,SZ000961,1.0740133311067308,4.0,100.0
2021-04-06,SH600104,1.0620110992874419,5.0,100.0
2021-04-06,SZ300168,1.0554529231573855,4.0,100.0
2021-04-06,SH600095,1.0546771325170994,3.0,100.0
2021-04-06,SZ002131,1.0372015280382973,4.0,100.0
2021-04-06,SH600418,1.0334112159907818,5.0,100.0
2021-04-06,SZ002506,1.0241058245301247,4.0,100.0
2021-04-06,SZ300224,1.0142600001501185,3.0,100.0
2021-04-06,SZ000063,1.0129618176392146,5.0,100.0
2021-04-06,SZ002607,1.0098102294972964,5.0,100.0
2021-04-06,SH600313,1.0067954829760961,3.0,100.0
2021-04-06,SZ002126,1.0045435789174266,3.0,100.0
2021-04-06,SZ300443,1.00313415484769,4.0,100.0
2021-04-06,SH600893,0.9972542183739799,5.0,100.0
2021-04-06,SZ002171,0.9836760581071887,3.0,100.0
2021-04-06,SH601933,0.9622073612575021,4.0,100.0
2021-04-06,SH600547,0.9582325049809047,5.0,100.0
2021-04-06,SZ000768,0.9524028572653022,5.0,100.0
2021-04-06,SZ002782,0.9497268136058535,3.0,100.0
2021-04-06,SZ300378,0.9442167069230761,4.0,100.0
2021-04-06,SZ300317,0.9390837217548064,3.0,100.0
2021-04-06,SH600372,0.9389560475413289,4.0,100.0
2021-04-06,SH600521,0.9355255556958062,4.0,100.0
2021-04-06,SH600155,0.930596150457859,3.0,100.0
2021-04-06,SZ002149,0.9254312893109662,4.0,100.0
2021-04-06,SH600446,0.9243253629122462,3.0,100.0
2021-04-06,SZ300489,0.9237563014030457,3.0,100.0
2021-04-06,SZ000066,0.9226691677634206,5.0,100.0
2021-04-06,SZ002456,0.9145505486854485,5.0,100.0
2021-04-06,SZ002505,0.9098444400089127,3.0,100.0
2021-04-06,SH600219,0.9063294785363334,5.0,100.0
2021-04-06,SZ000983,0.8981774715440614,4.0,100.0
2021-04-06,SZ002352,0.8981494403311184,5.0,100.0
2021-04-06,SZ300062,0.8873959851584264,4.0,100.0
2021-04-06,SH603993,0.8776480065924781,5.0,100.0
2021-04-06,SZ002104,0.8752737194299698,3.0,100.0
2021-04-06,SZ002384,0.87434748227575,5.0,100.0
2021-04-06,SZ000750,0.8731016226645026,4.0,100.0
2021-04-06,SZ000970,0.8649457671812603,3.0,100.0
2021-04-06,SH600300,0.8649166002869606,3.0,100.0
2021-04-06,SZ000860,0.8643445010696139,5.0,100.0
2021-04-06,SH600861,0.8629021091120583,3.0,100.0
2021-04-06,SH600176,0.8607624817107405,5.0,100.0
2021-04-06,SZ300251,0.8530444085065808,3.0,100.0
2021-04-06,SZ300185,0.8514600662248475,4.0,100.0
2021-04-06,SH603866,0.8510223978332111,4.0,100.0
2021-04-06,SZ002475,0.8510051228638206,5.0,100.0
2021-04-06,SZ000895,0.8472825320703643,5.0,100.0
2021-04-06,SZ300278,0.8446761923176902,4.0,100.0
2021-04-06,SH600340,0.8430425875953266,5.0,100.0
2021-04-06,SZ000686,0.8399769139609167,3.0,100.0
2021-04-06,SZ002214,0.838388404492954,3.0,100.0
2021-04-06,SZ000816,0.8300593323739511,4.0,100.0
2021-04-06,SH600621,0.8272079261285918,4.0,100.0
2021-04-06,SZ000732,0.8223979745858482,3.0,100.0
2021-04-06,SH600048,0.8184578940272331,5.0,100.0
2021-04-06,SH601901,0.8142356861914907,5.0,100.0
2021-04-06,SH600316,0.8119860195687839,5.0,100.0
2021-04-06,SH600583,0.8080748654901981,3.0,100.0
2021-04-06,SH601857,0.8065291259969983,5.0,100.0
2021-04-06,SZ000728,0.8039245198347739,4.0,100.0
2021-05-07,SZ300246,1.634859221322196,3.0,100.0
2021-05-07,SH600009,1.5826585122517176,5.0,100.0
2021-05-07,SZ300443,1.5754234407629286,4.0,100.0
2021-05-07,SZ000913,1.4961222090891428,3.0,100.0
2021-05-07,SH600536,1.4806344594274248,4.0,100.0
2021-05-07,SZ002131,1.4637958662850517,4.0,100.0
2021-05-07,SZ300221,1.460310629435948,4.0,100.0
2021-05-07,SH603883,1.4472551537411553,4.0,100.0
2021-05-07,SZ300033,1.4371734942708696,5.0,100.0
2021-05-07,SZ002594,1.433772623538971,5.0,100.0
2021-05-07,SZ000876,1.429921690906797,5.0,100.0
2021-05-07,SH600699,1.4255151876381464,5.0,100.0
2021-05-07,SZ002553,1.400240238223757,3.0,100.0
2021-05-07,SZ000066,1.3747213461569376,5.0,100.0
2021-05-07,SZ002375,1.370668032339641,3.0,100.0
2021-05-07,SZ300315,1.3647038085120065,4.0,100.0
2021-05-07,SH603027,1.3589189840214593,4.0,100.0
2021-05-07,SH601020,1.358396298119,3.0,100.0
2021-05-07,SZ300378,1.3318376229809863,3.0,100.0
2021-05-07,SZ000338,1.3242115548678808,5.0,100.0
2021-05-07,SZ300203,1.321465641260147,3.0,100.0
2021-05-07,SZ002416,1.309961152928216,3.0,100.0
2021-05-07,SH600685,1.3091002449925457,4.0,100.0
2021-05-07,SZ002560,1.308896120105471,3.0,100.0
2021-05-07,SZ002384,1.3022330382040568,5.0,100.0
2021-05-07,SZ002572,1.2881936132907867,4.0,100.0
2021-05-07,SH601933,1.2851076849869318,5.0,100.0
2021-05-07,SZ300115,1.2804701449349523,4.0,100.0
2021-05-07,SZ002008,1.2603424191474915,5.0,100.0
2021-05-07,SZ002683,1.2523750492504664,4.0,100.0
2021-05-07,SZ002335,1.2456142348902566,3.0,100.0
2021-05-07,SZ000589,1.244074591568538,3.0,100.0
2021-05-07,SZ300502,1.2389284798077174,4.0,100.0
2021-05-07,SH600621,1.237776517868042,4.0,100.0
2021-05-07,SZ300418,1.2244127179895128,4.0,100.0
2021-05-07,SH600239,1.224349530679839,3.0,100.0
2021-05-07,SZ002298,1.2106653196471078,3.0,100.0
2021-05-07,SZ002463,1.194913102047784,4.0,100.0
2021-05-07,SH600893,1.1897660046815872,5.0,100.0
2021-05-07,SZ300017,1.187644554036004,4.0,100.0
2021-05-07,SZ300280,1.1862804591655731,3.0,100.0
2021-05-07,SZ002625,1.184022143483162,4.0,100.0
2021-05-07,SZ300019,1.1715088444096702,3.0,100.0
2021-05-07,SH600305,1.1695123636829001,4.0,100.0
2021-05-07,SH600340,1.166826605796814,4.0,100.0
2021-05-07,SH600496,1.162160768040589,4.0,100.0
2021-05-07,SZ300297,1.1616414136120252,3.0,100.0
2021-05-07,SH600155,1.1609667113849096,3.0,100.0
2021-05-07,SH600597,1.1543327399662562,5.0,100.0
2021-05-07,SZ002607,1.1525798024875777,5.0,100.0
2021-05-07,SZ000021,1.141841092279979,4.0,100.0
2021-05-07,SH601231,1.1369581116097314,4.0,100.0
2021-05-07,SZ000895,1.1347440489168679,5.0,100.0
2021-05-07,SZ300253,1.1340332797595434,4.0,100.0
2021-05-07,SZ002467,1.1277493312954903,3.0,100.0
2021-05-07,SZ300256,1.1248874068260193,3.0,100.0
2021-05-07,SZ002056,1.1207690281527383,4.0,100.0
2021-05-07,SZ300053,1.1176360143082482,3.0,100.0
2021-05-07,SZ300078,1.1160412090165275,4.0,100.0
2021-05-07,SZ300383,1.1148418220026153,4.0,100.0
2021-05-07,SZ002695,1.0956410403762544,3.0,100.0
2021-05-07,SZ002019,1.093456689800535,4.0,100.0
2021-05-07,SZ002707,1.0925663635134697,3.0,100.0
2021-05-07,SH600095,1.0893839533839906,3.0,100.0
2021-05-07,SZ002124,1.0846375482422965,4.0,100.0
2021-05-07,SZ000157,1.0820997314793723,5.0,100.0
2021-05-07,SZ000333,1.0812889209815435,5.0,100.0
2021-05-07,SH601555,1.079538763874942,4.0,100.0
2021-05-07,SH600109,1.077095052227378,5.0,100.0
2021-05-07,SH601877,1.0749584391180957,5.0,100.0
2021-05-07,SZ300024,1.0678098797798157,3.0,100.0
2021-05-07,SZ002123,1.0425540038517542,3.0,100.0
2021-05-07,SH601788,1.0421997149075781,5.0,100.0
2021-05-07,SH600004,1.041935737643923,4.0,100.0
2021-05-07,SH600498,1.0399869361094065,3.0,100.0
2021-05-07,SZ002562,1.0303763917514257,3.0,100.0
2021-05-07,SH600872,1.0302032446488738,5.0,100.0
2021-05-07,SZ002023,1.0294096107993806,3.0,100.0
2021-05-07,SH600864,1.015237963625363,3.0,100.0
2021-05-07,SZ002352,1.014393683922078,5.0,100.0
2021-05-07,SH600031,1.0136815926858358,5.0,100.0
2021-05-07,SZ000750,1.0126130878925323,3.0,100.0
2021-05-07,SZ300379,1.010613196662494,4.0,100.0
2021-05-07,SH600267,1.0058307690279824,4.0,100.0
2021-05-07,SZ300236,0.9918517861515284,3.0,100.0
2021-05-07,SZ000733,0.9897546193429402,4.0,100.0
2021-05-07,SZ300082,0.9889880333627973,3.0,100.0
2021-05-07,SZ002202,0.9884804827826363,5.0,100.0
2021-05-07,SH601601,0.9872856267860958,5.0,100.0
2021-05-07,SZ300188,0.9868067822286061,3.0,100.0
2021-05-07,SH601318,0.9824194290808269,5.0,100.0
2021-05-07,SH603019,0.9770061118262154,4.0,100.0
2021-05-07,SZ002673,0.9762152263096401,4.0,100.0
2021-05-07,SZ300068,0.9723092189856938,4.0,100.0
2021-05-07,SZ000423,0.9687883550567287,4.0,100.0
2021-05-07,SZ002387,0.9617354279117925,3.0,100.0
2021-05-07,SZ002727,0.9574740741934095,4.0,100.0
2021-05-07,SZ002643,0.9546845353075436,3.0,100.0
2021-05-07,SH600054,0.9456317887774536,3.0,100.0
2021-05-07,SZ300083,0.9430115755115237,5.0,100.0
2021-06-04,SZ002124,1.6401617995330267,4.0,100.0
2021-06-04,SZ000918,1.6222988707678658,4.0,100.0
2021-06-04,SH600875,1.5256771658148085,5.0,100.0
2021-06-04,SH600466,1.471816891006061,4.0,100.0
2021-06-04,SZ000157,1.454347346510206,5.0,100.0
2021-06-04,SH600496,1.429544367960521,3.0,100.0
2021-06-04,SZ002785,1.4182591608592443,3.0,100.0
2021-06-04,SZ000889,1.4097896292805672,3.0,100.0
2021-06-04,SZ002081,1.387358886854989,4.0,100.0
2021-06-04,SZ300064,1.3647966427462441,3.0,100.0
2021-06-04,SZ000528,1.3647947566849845,4.0,100.0
2021-06-04,SH600720,1.3637616501322813,4.0,100.0
2021-06-04,SZ002506,1.3623418084212713,4.0,100.0
2021-06-04,SZ002582,1.317548896585192,3.0,100.0
2021-06-04,SZ000680,1.3120772455419814,3.0,100.0
2021-06-04,SZ002099,1.2931536436080933,4.0,100.0
2021-06-04,SZ002043,1.2791510415928704,3.0,100.0
2021-06-04,SZ000910,1.275155701807567,3.0,100.0
2021-06-04,SH600801,1.259162071027926,4.0,100.0
2021-06-04,SZ300010,1.2494500279426575,4.0,100.0
2021-06-04,SZ000656,1.2451182641088963,4.0,100.0
2021-06-04,SZ000785,1.2254454323223658,3.0,100.0
2021-06-04,SZ000876,1.2240122514111655,5.0,100.0
2021-06-04,SZ002233,1.1714594896350587,3.0,100.0
2021-06-04,SZ000816,1.168694583433015,3.0,100.0
2021-06-04,SZ002078,1.1674004441925458,4.0,100.0
2021-06-04,SZ000671,1.1545788829347916,3.0,100.0
2021-06-04,SZ300356,1.1492889045205499,3.0,100.0
2021-06-04,SZ002637,1.1487222228731429,3.0,100.0
2021-06-04,SZ000425,1.1400126264645503,5.0,100.0
2021-06-04,SH600585,1.139625376888684,5.0,100.0
2021-06-04,SH600166,1.137169063091278,5.0,100.0
