start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,candidate_count,warning_low_monotonicity_count,positive_direction_count,negative_direction_count,score_policy,score_clip,min_score_components
2021-02-03,2023-12-22,700,37,35,2,0.05405405405405406,0.07691570823031002,0.06578766515246337,0.0035450592086367916,0.07170311544013885,0.06063233220041564,0.639602716414795,0.5528426168565775,-0.32170836880149045,0.8248571428571427,1.0,1131.942857142857,100.0,label_20d_t1,100,20,10.0,3,75.0,2.0,14,4,14,0,equal_directional_zscore,3.0,8
