level,cluster_id,comparison_view,members,comparable_pairs,all_pairs,co_membership_retention,eligible_reference_members,eligible_universe_members,best_eligible_member_jaccard,full_max_within_cluster_distance
0.995,001c3dcf6b9a48f57a67,A,1,0,0,,1,481,1.0,0.0
0.995,0023c4fe77b52c52b7f2,A,13,78,78,1.0,13,480,0.6190476190476191,0.002853782893573964
0.995,01b40219ad52f369ade9,A,1,0,0,,1,481,1.0,0.0
0.995,021c9f985e366e0de673,A,1,0,0,,1,481,1.0,0.0
0.995,0346c930b6da9feb2eb5,A,1,0,0,,1,481,0.5,0.0
0.995,04c44cc1db242bf454ac,A,1,0,0,,1,481,0.5,0.0
0.995,04d099c0d6f80a9931d2,A,1,0,0,,1,481,1.0,0.0
0.995,05dfc03e5438877ddcb0,A,1,0,0,,1,481,1.0,0.0
0.995,05f31a2908653bfcd522,A,1,0,0,,1,481,1.0,0.0
0.995,06e4724c13eac8d534a2,A,1,0,0,,1,481,1.0,0.0
0.995,09b333d1eced136ffe86,A,1,0,0,,1,481,1.0,0.0
0.995,0a4619b74e630e60cf86,A,1,0,0,,1,479,1.0,0.0
0.995,0a69c31621660d21e772,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.0041337237773886315
0.995,0c76d277d07fd3d6ec5d,A,1,0,0,,1,481,0.5,0.0
0.995,0d58d8b65be7711016a7,A,1,0,0,,1,481,1.0,0.0
0.995,0ddfd1c7c63a283494ac,A,1,0,0,,1,481,1.0,0.0
0.995,0e7baeaf172d53e7c8a5,A,2,1,1,0.0,2,481,0.3333333333333333,0.0037282078362987914
0.995,0f31a580edef05f30e7e,A,1,0,0,,1,481,1.0,0.0
0.995,1020f2d34ce4536fe8b7,A,1,0,0,,1,481,1.0,0.0
0.995,109daa6c9ef8dfbf4020,A,3,3,3,0.3333333333333333,3,481,0.5,0.004033047575602744
0.995,118affab4565dc571f1e,A,1,0,0,,1,481,0.5,0.0
0.995,129217575f32e4ed8122,A,2,1,1,0.0,2,481,0.3333333333333333,0.003942706182313627
0.995,12fcc6d40c570b0c286b,A,1,0,0,,1,481,1.0,0.0
0.995,141d63ff2986f956d32a,A,1,0,0,,1,481,1.0,0.0
0.995,146ef802bb1424ba5fe1,A,1,0,0,,1,481,1.0,0.0
0.995,1549bc57fb7959d8c2e9,A,1,0,0,,1,481,1.0,0.0
0.995,15bccdda56f44d6c954e,A,1,0,0,,1,481,1.0,0.0
0.995,164c4496e5931b3dd4f2,A,1,0,0,,1,481,0.5,0.0
0.995,16e4d7eba6abdba5fa60,A,1,0,0,,1,481,1.0,0.0
0.995,1733a3b5823eac999a5c,A,1,0,0,,1,481,0.5,0.0
0.995,181131f17bd479b9b42d,A,2,1,1,0.0,2,481,0.5,0.004592407534868892
0.995,1836f8f695d5feb1be16,A,2,1,1,1.0,2,480,1.0,0.0
0.995,18cb3ba6311442251e84,A,1,0,0,,1,481,1.0,0.0
0.995,19268328b54e82b3c381,A,1,0,0,,1,481,1.0,0.0
0.995,19cc2c431527aa1a06d8,A,2,1,1,0.0,2,481,0.3333333333333333,0.003378003232413551
0.995,1acdb566b64828ed3252,A,1,0,0,,1,481,1.0,0.0
0.995,1bf52e624e1d24d242db,A,1,0,0,,1,480,1.0,0.0
0.995,1cb5ae70952107981baf,A,1,0,0,,1,481,1.0,0.0
0.995,1d3d85b9844b52c461c0,A,1,0,0,,1,1,1.0,0.0
0.995,1dd74b76ddcdb3a9dc51,A,1,0,0,,1,481,1.0,0.0
0.995,1f7b8d8a08594ad5cba6,A,1,0,0,,1,481,1.0,0.0
0.995,208cec3d0edfc0423e49,A,1,0,0,,1,481,1.0,0.0
0.995,211e7adc00e4c8056bb6,A,1,0,0,,1,481,1.0,0.0
0.995,21af19e53c7b130cc690,A,1,0,0,,1,481,1.0,0.0
0.995,21c094d991d549b915d5,A,1,0,0,,1,481,1.0,0.0
0.995,2446ce5e7eb869bcd22d,A,1,0,0,,1,481,1.0,0.0
0.995,25a316b552ab38763c96,A,1,0,0,,1,481,1.0,0.0
0.995,25df1203dd31f63bf6ea,A,2,1,1,1.0,2,481,1.0,7.613638608461315e-10
0.995,2601402b2ea0651598b4,A,1,0,0,,1,481,1.0,0.0
0.995,268aa2b53f9b2846b8cb,A,1,0,0,,1,481,1.0,0.0
0.995,26b66b84e2eac97ca67c,A,3,3,3,1.0,3,481,1.0,1.1102230246251565e-16
0.995,270aab90881e94505cc8,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.0049478040107422405
0.995,27b46a52df377305dd47,A,1,0,0,,1,481,1.0,0.0
0.995,28000ec70892021d8d79,A,1,0,0,,1,481,0.5,0.0
0.995,28089b6967d19f6e1f6b,A,1,0,0,,1,480,1.0,0.0
0.995,283c0a8bed4026efdb61,A,1,0,0,,1,481,1.0,0.0
0.995,2873c831d867c4625a01,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.004677354886148066
0.995,2a1bb7de677b626226ff,A,1,0,0,,1,481,0.5,0.0
0.995,2a62888350c0cb56a22f,A,1,0,0,,1,481,1.0,0.0
0.995,2a6ff4627ffc914b3150,A,1,0,0,,1,481,1.0,0.0
0.995,2a9d3eb0b5c2356f4e90,A,2,1,1,1.0,2,481,1.0,0.002765525908860811
0.995,2aec0839a35e00bc3892,A,3,3,3,1.0,3,481,1.0,2.220446049250313e-16
0.995,2afcd506038b98c69f9f,A,1,0,0,,1,481,1.0,0.0
0.995,2b3d002537add8ed85bd,A,1,0,0,,1,481,0.5,0.0
0.995,2c2c5d00fa09f776c52f,A,1,0,0,,1,481,1.0,0.0
0.995,2d4502e2f22dcb12866c,A,1,0,0,,1,481,1.0,0.0
0.995,2d45ac0065c78fe0521c,A,2,1,1,0.0,2,481,0.3333333333333333,0.003038017651816216
0.995,2e89265f61e9bec55479,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.004178466337789732
0.995,2e96f96db9531bd84be2,A,1,0,0,,1,481,1.0,0.0
0.995,2f45337e1200e80092db,A,1,0,0,,1,481,1.0,0.0
0.995,34289b567c616668a802,A,1,0,0,,1,481,1.0,0.0
0.995,34a4f2f432a22139e30a,A,1,0,0,,1,481,1.0,0.0
0.995,3504209659e6ebf5243e,A,1,0,0,,1,481,1.0,0.0
0.995,358d75208b12edd6d8c3,A,3,3,3,1.0,3,481,1.0,4.2187475735033786e-10
0.995,3590b6e33d625ead7e5a,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.0042895137403419215
0.995,36978b099b13f35c9f78,A,1,0,0,,1,481,1.0,0.0
0.995,3708276b86a4eb3e271e,A,1,0,0,,1,480,1.0,0.0
0.995,38a53942a7d1a86a3315,A,2,1,1,0.0,2,481,0.5,0.004796049820831594
0.995,39078be26c126a16253f,A,2,1,1,0.0,2,481,0.5,0.004743408869989807
0.995,39109e47b99eddcb5949,A,2,1,1,0.0,2,481,0.5,0.004675268761645368
0.995,3913794b10f341b31c2b,A,1,0,0,,1,481,1.0,0.0
0.995,3b9f92617f7a6ea88d27,A,1,0,0,,1,481,1.0,0.0
0.995,3d00a10a5c56fa277785,A,1,0,0,,1,481,0.5,0.0
0.995,3d12abf43135c5f27ba1,A,1,0,0,,1,481,1.0,0.0
0.995,3d1a6972aefeff2ca797,A,1,0,0,,1,481,1.0,0.0
0.995,3f5763e9f7dd83663199,A,2,1,1,1.0,2,480,1.0,0.00276912577987809
0.995,4028d26cac60a63a0651,A,1,0,0,,1,481,0.5,0.0
0.995,4030626c1e875f6499cc,A,2,1,1,1.0,2,481,1.0,0.0022840548119339443
0.995,40e6ee1256b835ca4a2f,A,1,0,0,,1,481,1.0,0.0
0.995,4106bed86fd7a6b1eed4,A,1,0,0,,1,481,1.0,0.0
0.995,41251dab2d34c0b17b15,A,1,0,0,,1,481,1.0,0.0
0.995,41636a749bf9d0000b37,A,1,0,0,,1,481,0.5,0.0
0.995,4178e6d8867d185ce07d,A,1,0,0,,1,481,1.0,0.0
0.995,41eb086ec42546f58afa,A,1,0,0,,1,481,1.0,0.0
0.995,42a4dbef3c0dd43a0de6,A,1,0,0,,1,481,1.0,0.0
0.995,42d0b6aff9772aedbe12,A,1,0,0,,1,481,1.0,0.0
0.995,43305fe4e331fe26c38b,A,2,1,1,0.0,2,481,0.3333333333333333,0.0029895800231145575
0.995,43823a0576d9f1221e30,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.004016847537165358
0.995,43fe79ec07ee0c58f7ce,A,1,0,0,,1,481,1.0,0.0
0.995,441d65ed10f07afea38c,A,1,0,0,,1,481,1.0,0.0
0.995,457896c4d0dc7def40d3,A,1,0,0,,1,481,1.0,0.0
0.995,458b410f60bc42aa91d7,A,3,3,3,1.0,3,481,1.0,1.5067721514938626e-09
0.995,4674117d6926f847877f,A,1,0,0,,1,481,1.0,0.0
0.995,46cbb80459d7150dd337,A,1,0,0,,1,481,0.5,0.0
0.995,485b903bd2e2ef697d02,A,1,0,0,,1,481,1.0,0.0
0.995,487d1e21ff9853417ad0,A,1,0,0,,1,481,1.0,0.0
0.995,4a7132f860686375a0d3,A,2,0,1,,0,0,,0.0
0.995,4ab09a58fe75a7272217,A,1,0,0,,1,481,1.0,0.0
0.995,4b1e4c10cd819ec38598,A,1,0,0,,1,481,1.0,0.0
0.995,4b2192a6d9ebea83e86e,A,1,0,0,,1,481,0.5,0.0
0.995,4b648b6cae2527f11cfd,A,1,0,0,,1,481,1.0,0.0
0.995,4bd5e26e45acc58f5420,A,2,1,1,0.0,2,481,0.3333333333333333,0.003438023751443864
0.995,4cf19a32e1114da14ecb,A,1,0,0,,1,480,1.0,0.0
0.995,4d089b9ec2eec6bbfc4a,A,1,0,0,,1,481,1.0,0.0
0.995,4d8c7d623ae7fb6b07c4,A,1,0,0,,1,481,1.0,0.0
0.995,4e10915579a6f8148d94,A,1,0,0,,1,481,1.0,0.0
0.995,4f07a867832fb1e5f3bf,A,1,0,0,,1,481,1.0,0.0
0.995,4f8d55f9df820e7c7284,A,1,0,0,,1,481,1.0,0.0
0.995,4ff0b9d2dc21deee3469,A,1,0,0,,1,480,1.0,0.0
0.995,50059b888163ab66aee1,A,1,0,0,,1,481,1.0,0.0
0.995,50f4e2b35efc16fca9d4,A,1,0,0,,1,481,0.5,0.0
0.995,51258ce4be61a78db270,A,1,0,0,,1,481,0.3333333333333333,0.0
0.995,51b703ae4cf9bdbe0dbd,A,1,0,0,,1,481,1.0,0.0
0.995,52b845fdc3901cfabd83,A,1,0,0,,1,481,1.0,0.0
0.995,52cbcc1e7aa4ed5b78e6,A,1,0,0,,1,481,1.0,0.0
0.995,530384cde46c2129a31a,A,2,1,1,0.0,2,481,0.3333333333333333,0.00330239576422664
0.995,548aa251e470c1a24415,A,1,0,0,,1,481,1.0,0.0
0.995,54c83998eeac17845b43,A,1,0,0,,1,480,1.0,0.0
0.995,5513ccc59f2e87ad6e73,A,1,0,0,,1,481,0.5,0.0
0.995,55adf27ee110a274758a,A,1,0,0,,1,481,1.0,0.0
0.995,57bc08940da95f84d88a,A,1,0,0,,1,481,1.0,0.0
0.995,5803605e0c7779bab549,A,1,0,0,,1,480,1.0,0.0
0.995,58afb3de956d8bd0822e,A,1,0,0,,1,481,1.0,0.0
0.995,59228537b3482834928d,A,1,0,0,,1,481,1.0,0.0
0.995,59ec6277b2c38af0bef2,A,1,0,0,,1,481,1.0,0.0
0.995,5a1294d667e1e4495db8,A,1,0,0,,1,481,1.0,0.0
0.995,5b0d3fef240a6459f7f0,A,1,0,0,,1,481,1.0,0.0
0.995,5b852bcedbadc5eea352,A,1,0,0,,1,481,1.0,0.0
0.995,5beb2314b44077cc90db,A,1,0,0,,1,481,0.5,0.0
0.995,5c4871a5af3b1c69b752,A,1,0,0,,1,481,1.0,0.0
0.995,5c4e3993b9d2d6fe759d,A,1,0,0,,1,481,0.5,0.0
0.995,5c7f90c4a1ff8337c374,A,1,0,0,,1,481,1.0,0.0
0.995,5da88ac4bc6131745127,A,1,0,0,,1,481,1.0,0.0
0.995,5dd31285948d79a0ce96,A,1,0,0,,1,481,1.0,0.0
0.995,5e6d2ad2656feca9c247,A,1,0,0,,1,481,1.0,0.0
0.995,5e8abf32fed9363dcdbe,A,1,0,0,,1,1,1.0,0.0
0.995,5ec198603b5cbda9ec23,A,2,1,1,1.0,2,480,1.0,0.0001380714424861207
0.995,612c738bfcc8b8028555,A,1,0,0,,1,481,1.0,0.0
0.995,6182bca166436bf26274,A,1,0,0,,1,479,1.0,0.0
0.995,61bff22d7dffad914ca7,A,1,0,0,,1,481,1.0,0.0
0.995,621f894fed12b93ca949,A,1,0,0,,1,481,0.5,0.0
0.995,629b459ea056edcb338c,A,1,0,0,,1,480,1.0,0.0
0.995,639fae6a65758640d4e3,A,1,0,0,,1,480,1.0,0.0
0.995,641d894642cacf2e1e63,A,1,0,0,,1,481,1.0,0.0
0.995,644fe6b02ad7526f7335,A,1,0,0,,1,481,1.0,0.0
0.995,64977f7e393bf818973d,A,1,0,0,,1,481,1.0,0.0
0.995,67016bb2c1805286e087,A,1,0,0,,1,481,1.0,0.0
0.995,6721dcc9baa649345f7f,A,1,0,0,,1,480,1.0,0.0
0.995,6819f17426b15a6aaddf,A,1,0,0,,1,481,1.0,0.0
0.995,684d40643479fe56cf83,A,1,0,0,,1,481,1.0,0.0
0.995,6902e3a26f3a758d6204,A,1,0,0,,1,481,1.0,0.0
0.995,69684d8d7d22367f1a5c,A,1,0,0,,1,481,0.5,0.0
0.995,699ec0ac8a5ca56bf61a,A,1,0,0,,1,1,1.0,0.0
0.995,6ac3d5e9ccb70d974bcb,A,1,0,0,,1,481,1.0,0.0
0.995,6b3de5bfc866a0cb6b00,A,1,0,0,,1,481,1.0,0.0
0.995,6b96441dc99abc512f57,A,1,0,0,,1,480,1.0,0.0
0.995,6c518a1831435b36bd0c,A,1,0,0,,1,481,1.0,0.0
0.995,6cd93057366b847f2ac8,A,2,1,1,1.0,2,481,1.0,0.0023483107201989206
0.995,6d40e78a131cbc9d0e6d,A,1,0,0,,1,481,1.0,0.0
0.995,704c8d1b868c8ab5dfcd,A,1,0,0,,1,481,1.0,0.0
0.995,708453d85a7ae204b4b2,A,1,0,0,,1,481,1.0,0.0
0.995,70d695c0466b6ce16dfe,A,1,0,0,,1,481,1.0,0.0
0.995,70dc3bf4c1a363dcbd44,A,1,0,0,,1,481,1.0,0.0
0.995,70f0204e4b59a48895f6,A,1,0,0,,1,481,1.0,0.0
0.995,70f70d61d915d910d721,A,1,0,0,,1,481,1.0,0.0
0.995,7193e6035babf4afc193,A,1,0,0,,1,481,0.5,0.0
0.995,722a91a2464476bd3879,A,1,0,0,,1,481,1.0,0.0
0.995,74bdd8d5509e4291c465,A,1,0,0,,1,481,1.0,0.0
0.995,75051713182f887b0b83,A,1,0,0,,1,481,1.0,0.0
0.995,758a464652054052923e,A,1,0,0,,1,1,1.0,0.0
0.995,75cee712b75bbcbc2ff2,A,1,0,0,,1,481,1.0,0.0
0.995,7660a1402f710c1a6ad4,A,1,0,0,,1,481,1.0,0.0
0.995,775fca1fbd5138a0dc49,A,1,0,0,,1,481,1.0,0.0
0.995,77de8075b5a50a3d11f3,A,1,0,0,,1,481,1.0,0.0
0.995,79057194ab3e099f2a8b,A,1,0,0,,1,481,1.0,0.0
0.995,798fba25053b6a13390e,A,1,0,0,,1,481,1.0,0.0
0.995,79952df2992578df6a64,A,1,0,0,,1,1,1.0,0.0
0.995,7a24f910d284d2000a87,A,1,0,0,,1,481,1.0,0.0
0.995,7bbee534468d4839e0d3,A,1,0,0,,1,481,1.0,0.0
0.995,7bedb07cd4439301ab02,A,1,0,0,,1,481,1.0,0.0
0.995,7cca7726802188cf252f,A,1,0,0,,1,481,1.0,0.0
0.995,7cd089fe935ec604ce24,A,1,0,0,,1,480,1.0,0.0
0.995,7d8f646bd55a94c7526f,A,1,0,0,,1,481,1.0,0.0
0.995,7e540e74e6ee9db83a15,A,1,0,0,,1,481,1.0,0.0
0.995,7e94364880118cb84fed,A,1,0,0,,1,481,1.0,0.0
0.995,7f3c916e92ce16207739,A,1,0,0,,1,481,1.0,0.0
0.995,7f428e3964e0f3d887b4,A,1,0,0,,1,481,1.0,0.0
0.995,7f985eb448e830e130fa,A,1,0,0,,1,481,1.0,0.0
0.995,7f98d713a07e53a1b104,A,2,1,1,0.0,2,481,0.3333333333333333,0.003237778440907113
0.995,800c01e2c6dc62635a2c,A,1,0,0,,1,480,1.0,0.0
0.995,805969ad8578b1e3472e,A,1,0,0,,1,481,1.0,0.0
0.995,808219408c7bad9e2471,A,1,0,0,,1,481,1.0,0.0
0.995,81bfc98903edd5e52981,A,2,1,1,0.0,2,481,0.3333333333333333,0.0035063211393608906
0.995,81c1bd9715c51f9bdc67,A,1,0,0,,1,481,1.0,0.0
0.995,82bcce09bc2024dba8bd,A,1,0,0,,1,481,1.0,0.0
0.995,831d98108cef82725869,A,1,0,0,,1,480,1.0,0.0
0.995,836bea986a82cb98f025,A,2,1,1,0.0,2,481,0.5,0.004523697822405026
0.995,83c3ab7fe46dbc2c850b,A,1,0,0,,1,481,1.0,0.0
0.995,851fe3bee73c15486432,A,1,0,0,,1,481,1.0,0.0
0.995,860b4d060e2db9cf0c88,A,1,0,0,,1,481,1.0,0.0
0.995,8754630351bc153fc9bd,A,1,0,0,,1,481,1.0,0.0
0.995,8794e046868fc68d9130,A,1,0,0,,1,481,1.0,0.0
0.995,87f9b20220583b84dee3,A,1,0,0,,1,481,0.5,0.0
0.995,8803e694e320e13c4477,A,1,0,0,,1,481,1.0,0.0
0.995,883799231fd35942ddb9,A,2,1,1,0.0,2,481,0.5,0.004423356099497622
0.995,88924a19acdc16a7aab6,A,1,0,0,,1,481,1.0,0.0
0.995,8ad4cc82f49af2928685,A,1,0,0,,1,1,1.0,0.0
0.995,8ae2fbf6f712e7fcc5e6,A,1,0,0,,1,481,1.0,0.0
0.995,8b1b8a3355693cfef9d2,A,1,0,0,,1,481,1.0,0.0
0.995,8d3644d99bdfce0ca18c,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.00450429889120274
0.995,8de8f28d1ea1c41cfc54,A,1,0,0,,1,481,1.0,0.0
0.995,9226cf5da77330476c1d,A,1,0,0,,1,481,1.0,0.0
0.995,92b16e27b7289d31b2d8,A,2,1,1,0.0,2,481,0.5,0.004915186393977589
0.995,92cb9e44cbb37c1ca493,A,1,0,0,,1,481,1.0,0.0
0.995,92ddb93a2cb7504c23ba,A,1,0,0,,1,481,1.0,0.0
0.995,9400ab941585b39bdcc1,A,1,0,0,,1,481,1.0,0.0
0.995,94edb0b08782464e3777,A,1,0,0,,1,481,1.0,0.0
0.995,950ed9cf0b71ae184e18,A,1,0,0,,1,480,1.0,0.0
0.995,95626cd700881db07ef8,A,1,0,0,,1,481,0.5,0.0
0.995,95847fb1c3cfae1841e2,A,1,0,0,,1,481,1.0,0.0
0.995,95a8cc8666682250b7a3,A,1,0,0,,1,1,1.0,0.0
0.995,963aaa8c7e25d871466f,A,3,3,3,1.0,3,481,1.0,5.451530338262955e-10
0.995,967539051fecb0a01e35,A,1,0,0,,1,481,1.0,0.0
0.995,97a90b9c5d46f2c944cc,A,3,3,3,1.0,3,481,1.0,1.130078031152948e-09
0.995,97e4aae8caf1c38e274e,A,1,0,0,,1,481,0.5,0.0
0.995,996c165a7ad99cefa71a,A,1,0,0,,1,481,1.0,0.0
0.995,99981275f78b11604537,A,1,0,0,,1,481,0.5,0.0
0.995,99cc2fba2c9e935b421d,A,1,0,0,,1,481,1.0,0.0
0.995,9a0e3adf7cf0d296d487,A,1,0,0,,1,481,1.0,0.0
0.995,9ac05d83c3191c9b3332,A,1,0,0,,1,481,1.0,0.0
0.995,9be17b9f88e6f597809b,A,1,0,0,,1,481,1.0,0.0
0.995,9beed40886ca039402d5,A,1,0,0,,1,481,1.0,0.0
0.995,9c99f15bdf3176395c77,A,1,0,0,,1,481,1.0,0.0
0.995,9cea1235c4eba854a20e,A,1,0,0,,1,481,0.5,0.0
0.995,9e215464f5adef45f703,A,1,0,0,,1,481,1.0,0.0
0.995,9e64cc2e295bfcf4f0c1,A,2,1,1,1.0,2,481,1.0,6.026145138449124e-10
0.995,9e6e3e2a25a93cf9ffb6,A,1,0,0,,1,481,1.0,0.0
0.995,9f292e1b417a9433e07f,A,1,0,0,,1,481,0.5,0.0
0.995,9f6f09145909854e78cd,A,1,0,0,,1,481,1.0,0.0
0.995,9fefd07ad21a772f5bed,A,1,0,0,,1,480,1.0,0.0
0.995,a0f9321c0296140244ae,A,1,0,0,,1,481,0.5,0.0
0.995,a10058de7a8e37ff58c7,A,1,0,0,,1,1,1.0,0.0
0.995,a3bf45255d020a6585af,A,1,0,0,,1,1,1.0,0.0
0.995,a49cf24859025c6696e4,A,2,1,1,0.0,2,481,0.3333333333333333,0.0031693730984818647
0.995,a57a964cfcef2780130d,A,1,0,0,,1,481,1.0,0.0
0.995,a57fc0dd3ede3a735bc9,A,1,0,0,,1,481,1.0,0.0
0.995,a61822b58e18eb20ed4a,A,1,0,0,,1,481,1.0,0.0
0.995,a61c39df1c3aa23482ed,A,1,0,0,,1,481,1.0,0.0
0.995,a63b2524dc2709595376,A,1,0,0,,1,1,1.0,0.0
0.995,a6e21389c5091f194a7b,A,1,0,0,,1,481,1.0,0.0
0.995,a70fe0069b49a04e334b,A,1,0,0,,1,480,1.0,0.0
0.995,a728edfe6318fa28c84c,A,1,0,0,,1,481,1.0,0.0
0.995,a746d7ea32f94efe24d1,A,1,0,0,,1,481,1.0,0.0
0.995,a7d29ec1593b64cb89bb,A,2,1,1,1.0,2,481,1.0,0.0
0.995,a8257c0f2abf5ced2c56,A,2,1,1,0.0,2,481,0.3333333333333333,0.0036378636975247236
0.995,a8d89e02400765b4b7c5,A,1,0,0,,1,481,1.0,0.0
0.995,aa0edb60ff93e8cbdb5d,A,1,0,0,,1,481,0.5,0.0
0.995,aa147706b6f37c98e718,A,1,0,0,,1,481,0.5,0.0
0.995,ae9976767ab8ebdaf3f9,A,1,0,0,,1,481,1.0,0.0
0.995,aed31557c0b7e01cb60c,A,1,0,0,,1,481,1.0,0.0
0.995,af1e245f6e56d4709b06,A,2,1,1,0.0,2,481,0.3333333333333333,0.002928503585541753
0.995,af2450b93a401873f3a0,A,2,1,1,0.0,2,481,0.3333333333333333,0.00415648502761945
0.995,af978cb0c9447a675683,A,1,0,0,,1,481,1.0,0.0
0.995,b067806ca732b09822b3,A,1,0,0,,1,481,1.0,0.0
0.995,b09765b4937b3eb19449,A,1,0,0,,1,481,0.5,0.0
0.995,b11e77dd9047ec10282f,A,1,0,0,,1,481,1.0,0.0
0.995,b1397db4abd68e6ce73b,A,1,0,0,,1,481,0.5,0.0
0.995,b2ed0017f62f475056cc,A,1,0,0,,1,481,0.5,0.0
0.995,b702894686ea328a34dd,A,1,0,0,,1,481,1.0,0.0
0.995,b7806c7a975b4ca6537b,A,1,0,0,,1,481,1.0,0.0
0.995,b837c2f5c25ef604e084,A,1,0,0,,1,481,1.0,0.0
0.995,b8851a6d67d703a2233f,A,1,0,0,,1,480,1.0,0.0
0.995,b8a53a9e9249b570380c,A,1,0,0,,1,481,1.0,0.0
0.995,b8f3c9093edca45a8388,A,1,0,0,,1,481,0.5,0.0
0.995,b92f287d0965d59ec7fc,A,1,0,0,,1,481,1.0,0.0
0.995,bbb5bbab8d8fc500c589,A,1,0,0,,1,481,1.0,0.0
0.995,bbefefa0fe381565e5ca,A,1,0,0,,1,481,1.0,0.0
0.995,bd213f69200b47b9f248,A,1,0,0,,1,481,0.5,0.0
0.995,be56df1ab92268009497,A,1,0,0,,1,481,1.0,0.0
0.995,bf7af0682d97e0a2b4b7,A,1,0,0,,1,481,0.5,0.0
0.995,bf9e179f4851012e1aac,A,1,0,0,,1,481,1.0,0.0
0.995,c1080ec8aaea7a367c23,A,1,0,0,,1,481,0.5,0.0
0.995,c127ae9a3551f23ea2c1,A,2,1,1,0.0,2,481,0.3333333333333333,0.0028428326717908625
0.995,c280d8714b748ca92ed7,A,1,0,0,,1,481,0.5,0.0
0.995,c4527ea9c91b055d3616,A,1,0,0,,1,481,1.0,0.0
0.995,c468404ea5fc3e65edf1,A,1,0,0,,1,481,1.0,0.0
0.995,c50f7f0975b1760a5c91,A,2,1,1,0.0,2,481,0.3333333333333333,0.0028730222404644845
0.995,c51c9e7c70356696ffeb,A,1,0,0,,1,481,1.0,0.0
0.995,c55c2ace0a541577175a,A,1,0,0,,1,481,1.0,0.0
0.995,c5c2279889353b96306d,A,1,0,0,,1,481,1.0,0.0
0.995,c60d267958733d9341d3,A,1,0,0,,1,481,1.0,0.0
0.995,c6e1bdb112c357ea3f27,A,1,0,0,,1,481,1.0,0.0
0.995,c7a37a0937ce0ce43909,A,1,0,0,,1,481,0.5,0.0
0.995,caf59ad025dfa8353d55,A,1,0,0,,1,481,1.0,0.0
0.995,cb20b2ca5bc3735caf00,A,1,0,0,,1,481,0.5,0.0
0.995,cc7a888d934c2457a387,A,1,0,0,,1,481,1.0,0.0
0.995,cc99e622d5c3fa2d5ed9,A,2,1,1,1.0,2,480,1.0,0.0
0.995,cd3988748d4c9fffb34b,A,1,0,0,,1,481,1.0,0.0
0.995,cdad79daa48318f8b357,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.004370540939044543
0.995,cdb825b3b03d50254c68,A,2,1,1,0.0,2,481,0.5,0.004978987588921457
0.995,cde26c63e0b027cd9d11,A,1,0,0,,1,481,1.0,0.0
0.995,cded97c992a82adc7401,A,1,0,0,,1,481,1.0,0.0
0.995,ce4411bf34c689130567,A,1,0,0,,1,481,1.0,0.0
0.995,ce68d97c56fc7ed9626c,A,1,0,0,,1,481,1.0,0.0
0.995,cf03be3726c9f855cc13,A,1,0,0,,1,481,1.0,0.0
0.995,cf32e3c752b81cd24172,A,1,0,0,,1,481,0.5,0.0
0.995,cf67895c38d3e798a504,A,1,0,0,,1,481,1.0,0.0
0.995,d01d091f629f220567f7,A,1,0,0,,1,481,1.0,0.0
0.995,d02105cf9ebd98387d4b,A,1,0,0,,1,481,0.5,0.0
0.995,d1882d657075ba48a56b,A,1,0,0,,1,481,0.5,0.0
0.995,d19860acc1a8add3bab6,A,3,3,3,1.0,3,481,1.0,3.7953629128395505e-10
0.995,d28d4e8b638681c78f7d,A,1,0,0,,1,481,1.0,0.0
0.995,d2daa33daa1bae7ddcb8,A,1,0,0,,1,481,1.0,0.0
0.995,d3340a4f727143f3c047,A,1,0,0,,1,481,1.0,0.0
0.995,d371e3512e5b3b29b3fe,A,1,0,0,,1,481,1.0,0.0
0.995,d592ff8809b35ae23d92,A,1,0,0,,1,481,1.0,0.0
0.995,d6482cd1e6d457402afc,A,1,0,0,,1,480,1.0,0.0
0.995,d788148bf1ef3da17441,A,3,3,3,0.3333333333333333,3,481,0.6666666666666666,0.004768305035436127
0.995,d86e631a7bb930c44afa,A,1,0,0,,1,1,1.0,0.0
0.995,d987aca76407a9029e56,A,1,0,0,,1,481,1.0,0.0
0.995,da138bd37d16059cbe41,A,1,0,0,,1,479,1.0,0.0
0.995,dc4742514c889238a8c8,A,1,0,0,,1,481,1.0,0.0
0.995,dca3495eeb65dbf1322c,A,1,0,0,,1,481,1.0,0.0
0.995,dd158e093b1f242a9689,A,2,1,1,0.0,2,481,0.5,0.004276789917009194
0.995,dd30a1c0e3a21a564d4a,A,1,0,0,,1,481,1.0,0.0
0.995,de0447dfb5648c1dffa8,A,1,0,0,,1,481,1.0,0.0
0.995,def065bb3ca7dcb81164,A,1,0,0,,1,481,1.0,0.0
0.995,dfaea578e30f18192ae3,A,1,0,0,,1,481,0.5,0.0
0.995,e05fe7adae4fa67e9f70,A,1,0,0,,1,481,1.0,0.0
