check_name,status,observed_value,required_value,severity,reason
canary_protocol_binding_valid,pass,0f305eeaecfca2f37bc0afb2e71f3edafe4f37b670b7cb393b2c63878a787b4a,non-empty canonical binding,critical,
sample_eligibility_exact,pass,"{'receipt_dates': 30, 'train_eligible_rows': 39886, 'train_fit_rows': 39886}","{'receipt_dates': 30, 'rank_within_final_eligible_sample': True}",critical,
validation_transform_ready,pass,"{'outer_split_id': 'split_001', 'factor_count': 5, 'input_row_count': 20000, 'feature_eligible_row_count': 20000, 'all_nan_row_count': 0, 'label_and_feature_eligible_row_count': 19995, 'output_row_count': 20000, 'output_feature_count': 5, 'feature_order_valid': True, 'transform_coverage': 1.0, 'minimum_transform_coverage': 0.95, 'status': 'pass'}","{'minimum_transform_coverage': 0.95, 'feature_order_and_width_exact': True}",critical,
matrix_runtime_authority_valid,pass,"[{'batch_id': 'alpha158_001', 'recorded_sha256': 'ebfe02588ebe3027938c44a5fb5fa799674930be4273dd0eb20d9926e1e76b74', 'observed_sha256': 'ebfe02588ebe3027938c44a5fb5fa799674930be4273dd0eb20d9926e1e76b74', 'hash_verified': True}, {'batch_id': 'alpha158_002', 'recorded_sha256': 'b874d2b7d2965e491f0ace16f523f467ae047a4f164769b4c0420fad05424080', 'observed_sha256': 'b874d2b7d2965e491f0ace16f523f467ae047a4f164769b4c0420fad05424080', 'hash_verified': True}, {'batch_id': 'alpha158_003', 'recorded_sha256': 'bd5616ba8258cf0718b2c967f90b18e5eac1ce01e73463c438ea96e663f4926c', 'observed_sha256': 'bd5616ba8258cf0718b2c967f90b18e5eac1ce01e73463c438ea96e663f4926c', 'hash_verified': True}]",all selected partitions hash-verified,critical,
test_read_count_before_freeze_zero,pass,0,0,critical,
canary_mutation_contracts_pass,pass,4,4,critical,
