dataset_id,schema,path,column,dtype,nullable_observed
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,datetime,datetime64[ns],False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,instrument,object,False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_atr,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kch,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_conv,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ema_fast,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcc,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volume_vwap,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_sma_fast,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcl,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_momentum_kama,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_b,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcw,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha083,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha042,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha041,float32,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha005,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha094,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha011,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha040,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha088,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,can_buy,bool,False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,liquidity_bucket,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,tradability_score,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,can_sell,bool,False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,data_quality_status,object,False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,has_core_missing,bool,False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,disabled_reason,object,False
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,liquidity_value,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha083__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_atr__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha042__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha041__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha005__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kch__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_conv__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ema_fast__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcc__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volume_vwap__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_sma_fast__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcl__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_momentum_kama__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_b__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha094__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha011__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha040__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcw__resid_liquidity,float64,True
residualized_factor_frame,factor_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha088__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,datetime,datetime64[ns],False
