dataset_id,schema,path,column,dtype,nullable_observed
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,instrument,object,False
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_atr,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kch,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_conv,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ema_fast,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcc,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volume_vwap,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_sma_fast,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcl,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_momentum_kama,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_b,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcw,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha083,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha042,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha041,float32,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha005,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha094,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha011,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha040,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha088,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,can_buy,bool,False
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,liquidity_bucket,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,tradability_score,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,can_sell,bool,False
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,data_quality_status,object,False
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,has_core_missing,bool,False
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,disabled_reason,object,False
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,liquidity_value,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha083__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_atr__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha042__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha041__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha005__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kch__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_conv__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ema_fast__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcc__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volume_vwap__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_sma_fast__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcl__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_momentum_kama__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_trend_ichimoku_b__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha094__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha011__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha040__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,ta_volatility_kcw__resid_liquidity,float64,True
residualized_tradability_frame,tradability_frame,outputs/liquidity_residualized_factor_evaluation_v1/current/residualized_factor_frame.pkl,kunquant_alpha101_alpha088__resid_liquidity,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,pool_name,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,factor,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,source_family,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,source_project,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,category,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,stage,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,screening_gate,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,promotion_decision,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,promotion_reason,object,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,role,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,included,bool,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,pool_reason,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,judgement_label,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,expected_direction,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,consensus_direction,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,coverage,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,missing_rate,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,valid_rows,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,total_rows,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,alphalens_status,object,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,jqfactor_status,object,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,qlib_status,object,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,metric_value_count,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,alphalens_mean_ic_10d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,alphalens_mean_ic_20d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,jqfactor_mean_ic_10d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,jqfactor_mean_ic_20d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,qlib_mean_10d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,qlib_mean_20d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,qlib_information_ratio_10d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,qlib_information_ratio_20d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,alphalens_ann_alpha_10d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,alphalens_ann_alpha_20d,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,primary_rank_ic,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,primary_abs_rank_ic,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,max_abs_rank_ic,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,max_abs_rank_icir,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,max_rank_ic_win_rate,float64,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,issue_tags,object,True
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,license,object,False
multi_source_screening,screening_frame,outputs/multi_source_screening_v1/current/multi_source_screening_input.csv,compute_adapter,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,pool_name,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,factor,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,source_family,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,source_project,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,category,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,screening_gate,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,promotion_decision,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,promotion_reason,object,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,upstream_role,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,judgement_role,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,research_included,bool,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,downstream_default_included,bool,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,judgement_label,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,judgement_reason,object,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,source_policy,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,expected_direction,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,consensus_direction,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,consensus_direction_sign,int64,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,direction_agreement_count,int64,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,direction_observation_count,int64,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,direction_agreement_ratio,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,primary_mean_ic,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,max_abs_mean_ic,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,max_abs_qlib_ir,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,max_abs_ann_alpha,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,coverage,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,missing_rate,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,valid_rows,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,total_rows,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,metric_value_count,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,alphalens_status,object,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,jqfactor_status,object,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,qlib_status,object,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,alphalens_mean_ic_10d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,alphalens_mean_ic_20d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,jqfactor_mean_ic_10d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,jqfactor_mean_ic_20d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,qlib_information_ratio_10d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,qlib_information_ratio_20d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,alphalens_ann_alpha_10d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,alphalens_ann_alpha_20d,float64,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,judgement_issue_tags,object,True
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,license,object,False
multi_source_judgement,judgement_frame,outputs/multi_source_judgement_v1/current/multi_source_judgement_board.csv,compute_adapter,object,False
