datetime,holding_count,gross_return,turnover,cost,net_return,universe_return,excess_return,net_excess_return,average_liquidity_bucket,average_amount_mean_20
2017-02-07,200,0.005600476,1.0,0.0005,0.005100476,0.008637177,-0.0030367007,-0.0035367007,3.0,134595.36849804688
2017-02-08,200,0.003991494,0.16500000000000004,8.250000000000001e-05,0.003908994,-0.00065286475,0.0046443585,0.0045618587,3.0,137291.5987927246
2017-02-09,200,0.0069278455,0.15000000000000002,7.500000000000001e-05,0.0068528457,0.0068009,0.00012694532,5.1945448e-05,3.0,132036.88658544922
2017-02-10,200,-0.0015376478,0.17500000000000004,8.750000000000003e-05,-0.0016251478,-0.00039142556,-0.0011462222,-0.0012337222,3.0,135104.78766088866
2017-02-13,200,-0.0039212825,0.17000000000000004,8.500000000000002e-05,-0.0040062824,-0.010147673,0.0062263906,0.0061413907,3.0,135994.56542749025
2017-02-14,200,0.0042754263,0.15500000000000003,7.750000000000001e-05,0.0041979263,0.0073669604,-0.0030915341,-0.0031690341,3.0,136866.1691484375
2017-02-15,200,-0.0051394855,0.18000000000000005,9.000000000000003e-05,-0.0052294857,-0.009197951,0.004058466,0.0039684656,3.0,141351.41448535156
2017-02-16,200,0.011100412,0.18500000000000005,9.250000000000003e-05,0.011007912,0.010477976,0.0006224364,0.0005299365,3.0,149506.3170786133
2017-02-17,200,0.006923693,0.19499999999999995,9.749999999999997e-05,0.006826193,0.009665596,-0.002741903,-0.0028394032,3.0,147232.48487719725
2017-02-20,200,0.002596341,0.29000000000000004,0.00014500000000000003,0.0024513411,0.004752396,-0.002156055,-0.002301055,3.0,140595.1219794922
2017-02-21,200,0.002086743,0.25,0.000125,0.001961743,-0.0011280853,0.0032148282,0.0030898284,3.0,145546.77432275392
2017-02-22,200,0.0032546737,0.26,0.00013000000000000002,0.0031246736,0.0029276963,0.00032697734,0.00019697729,3.0,152964.02113598632
2017-02-23,200,-0.006656089,0.255,0.0001275,-0.006783589,-0.00833778,0.001681691,0.0015541911,3.0,154272.0327507324
2017-02-24,200,0.0023953926,0.265,0.00013250000000000002,0.0022628927,0.004275591,-0.0018801985,-0.0020126984,3.0,157528.77645947266
2017-02-27,200,0.0013995763,0.22999999999999998,0.00011499999999999999,0.0012845763,0.0032024013,-0.001802825,-0.0019178251,3.0,282485.02674560546
2017-02-28,200,-0.00585796,0.19499999999999995,9.749999999999997e-05,-0.00595546,-0.007422507,0.001564547,0.0014670468,3.0,160897.6459475098
2017-03-01,200,0.0007157764,0.15500000000000003,7.750000000000001e-05,0.0006382764,0.002556693,-0.0018409167,-0.0019184167,3.0,166608.56007910156
2017-03-02,200,0.007404866,0.19499999999999995,9.749999999999997e-05,0.007307366,0.011644672,-0.0042398055,-0.0043373057,3.0,175190.87402392577
2017-03-03,200,0.0027354464,0.245,0.0001225,0.0026129466,0.0026855574,4.9889088e-05,-7.26108e-05,3.0,175767.90789477542
2017-03-06,200,-0.0031192086,0.235,0.0001175,-0.0032367087,-0.0043851812,0.0012659726,0.0011484725,3.0,180478.731512207
2017-03-07,200,-0.0075188642,0.18500000000000005,9.250000000000003e-05,-0.007611364,-0.008204265,0.00068540033,0.00059290044,3.0,181986.21624072266
2017-03-08,200,-0.0010194943,0.18000000000000005,9.000000000000003e-05,-0.0011094942,-0.00016285882,-0.00085663545,-0.00094663544,3.0,181782.4334926758
2017-03-09,200,0.007158831,0.18500000000000005,9.250000000000003e-05,0.0070663313,0.008487519,-0.0013286876,-0.0014211875,3.0,176700.40489257814
2017-03-10,200,-0.00196564,0.18000000000000005,9.000000000000003e-05,-0.00205564,-0.0018668172,-9.882287e-05,-0.00018882286,3.0,178599.99767138672
2017-03-13,200,-0.0009531668,0.21499999999999997,0.00010749999999999998,-0.0010606667,-0.0011730874,0.00021992059,0.00011242065,3.0,180983.34756835937
2017-03-14,200,0.008815757,0.18500000000000005,9.250000000000003e-05,0.008723257,0.010391709,-0.0015759524,-0.0016684523,3.0,173242.57416381835
2017-03-15,200,-0.006518471,0.21499999999999997,0.00010749999999999998,-0.006625971,-0.00837339,0.0018549189,0.0017474191,3.0,169075.21898925782
2017-03-16,200,0.0030505273,0.20499999999999996,0.00010249999999999998,0.0029480273,0.003697939,-0.0006474117,-0.00074991165,3.0,169081.40459863283
2017-03-17,200,0.0007310459,0.18500000000000005,9.250000000000003e-05,0.0006385459,0.0014431126,-0.0007120667,-0.0008045667,3.0,175704.8114755859
2017-03-20,200,-0.008125731,0.19499999999999995,9.749999999999997e-05,-0.008223231,-0.006285502,-0.0018402287,-0.0019377288,3.0,165912.16279052733
2017-03-21,200,-1.39063595e-05,0.19499999999999995,9.749999999999997e-05,-0.00011140636,0.00041876084,-0.0004326672,-0.0005301672,3.0,161890.4341357422
2017-03-22,200,0.0044424464,0.17500000000000004,8.750000000000003e-05,0.0043549463,0.003569141,0.00087330537,0.0007858053,3.0,160426.30994482423
2017-03-23,200,1.0579824e-06,0.17000000000000004,8.500000000000002e-05,-8.394202e-05,-0.002907507,0.0029085649,0.002823565,3.0,163209.46169091796
2017-03-24,200,-0.0022990797,0.24,0.00012,-0.0024190797,-0.0029146003,0.00061552064,0.00049552065,3.0,161353.72436816408
2017-03-27,200,-0.0068433727,0.19499999999999995,9.749999999999997e-05,-0.006940873,-0.00702495,0.00018157717,8.407701e-05,3.0,338341.55106201174
2017-03-28,200,-0.014216822,0.21499999999999997,0.00010749999999999998,-0.014324321,-0.021577822,0.0073610004,0.0072535006,3.0,337668.3160883789
2017-03-29,200,0.0044755912,0.20499999999999996,0.00010249999999999998,0.0043730913,0.0027178081,0.0017577831,0.0016552832,3.0,166872.1445981445
2017-03-30,200,0.017213922,0.21999999999999997,0.00010999999999999999,0.017103922,0.022407431,-0.005193509,-0.0053035095,3.0,164026.93567626952
2017-03-31,200,0.002105861,0.20999999999999996,0.00010499999999999999,0.0020008609,0.0031836105,-0.0010777495,-0.0011827496,3.0,168043.69767236328
2017-04-05,200,0.0010790741,0.26,0.00013000000000000002,0.0009490741,0.0015210648,-0.00044199068,-0.0005719907,3.0,167333.5230373535
2017-04-06,200,-0.0077882446,0.17000000000000004,8.500000000000002e-05,-0.007873245,-0.009392371,0.0016041268,0.0015191268,3.0,369539.11628686526
2017-04-07,200,0.0066379993,0.21999999999999997,0.00010999999999999999,0.0065279994,0.008925457,-0.0022874572,-0.0023974571,3.0,177946.77120825194
2017-04-10,200,0.001524339,0.19499999999999995,9.749999999999997e-05,0.0014268389,-0.008467069,0.009991407,0.009893908,3.0,185238.11576489254
2017-04-11,200,0.0019754972,0.18000000000000005,9.000000000000003e-05,0.0018854972,0.0039027475,-0.0019272503,-0.0020172503,3.0,188013.93933569334
2017-04-12,200,-0.010672991,0.18999999999999995,9.499999999999998e-05,-0.010767991,-0.015130977,0.004457986,0.0043629864,3.0,186268.1494543457
2017-04-13,200,-0.0071703102,0.15500000000000003,7.750000000000001e-05,-0.0072478103,-0.014942989,0.0077726785,0.0076951785,3.0,185498.2726257324
2017-04-14,200,-0.010233321,0.15500000000000003,7.750000000000001e-05,-0.010310821,-0.010035582,-0.00019773934,-0.00027523935,3.0,187856.66133813476
2017-04-17,200,-0.013392115,0.20999999999999996,0.00010499999999999999,-0.013497115,-0.013726746,0.00033463072,0.00022963062,3.0,392047.6312543945
2017-04-18,200,-0.0029533599,0.235,0.0001175,-0.00307086,-0.0037164174,0.0007630575,0.0006455574,3.0,183734.5645915527
2017-04-19,200,0.0014094088,0.20499999999999996,0.00010249999999999998,0.0013069088,-0.004989991,0.0063993996,0.0062968996,3.0,186773.56827270507
2017-04-20,200,-0.023181893,0.15000000000000002,7.500000000000001e-05,-0.023256892,-0.03210571,0.008923817,0.008848818,3.0,386592.3441672363
2017-04-21,200,0.0008608273,0.14500000000000002,7.250000000000001e-05,0.0007883273,0.003243597,-0.0023827697,-0.0024552697,3.0,374054.34549658204
2017-04-24,200,0.0001927039,0.15500000000000003,7.750000000000001e-05,0.0001152039,0.0023044217,-0.0021117178,-0.0021892178,3.0,366094.20803466794
2017-04-25,200,-0.00034110993,0.18999999999999995,9.499999999999998e-05,-0.00043610993,0.005480635,-0.005821745,-0.005916745,3.0,172359.42723120115
2017-04-26,200,0.003697277,0.235,0.0001175,0.003579777,0.005535767,-0.0018384899,-0.00195599,3.0,162645.10425048828
2017-04-27,200,-0.004246287,0.25,0.000125,-0.004371287,-0.00010637014,-0.004139917,-0.0042649168,3.0,158760.63886230468
2017-04-28,200,-0.0023762991,0.18500000000000005,9.250000000000003e-05,-0.002468799,-0.0018718546,-0.00050444447,-0.00059694436,3.0,161323.3079121094
