start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,topk,liquidity_buckets,selection_mode,min_liquidity_bucket,cost_bps,min_count,average_liquidity_bucket,average_amount_mean_20
2017-02-07,2020-07-29,849,-0.032530248165130615,-0.055316388607025146,-0.0063362717628479,-0.04081594944000244,-0.06340616941452026,-0.4322416209234523,-0.7043410811275983,-0.4390951991081238,0.1891048292108363,9.455241460541814e-05,200,5,bucket_balanced,3,5.0,100,3.0,181310.99409398355
