trading_days,holding_count,mean_score,mean_rev_5,mean_std_20,mean_amplitude_20,mean_ret_20,mean_amount_mean_20,mean_volume_ratio_5_20,mean_liquidity_bucket
849,200.0,2.8259840153296683,0.018639180424707656,0.01327646192280285,0.020320721537661315,-0.03000061114945036,181310.99409398355,0.9922655820026689,3.0
