outer_split_id,allowed_date_count,allowed_dates_sha256,allowed_dates_hash_match,exposure_date_min,exposure_date_max,performance_date_min,performance_date_max,exposure_outside_allowed_count,performance_outside_allowed_count
split_001,765,1c374814f32cd3f87c404ad09942788eaee0c5ac8fc2a69e54f8f9c19f9f5205,True,2021-02-01,2024-06-03,2021-02-01,2024-06-03,0,0
