trading_day_count,accounting_day_count,order_count,fill_count,partial_count,rejected_count,ending_nav,total_cash_fee,total_slippage_cost,outer_split_id,method
9,9,92,92,61,0,9545366.413534496,47209.98668918812,88505.1799673455,split_001,equal_weight
9,9,91,91,62,0,9565920.787743304,44833.85206779992,84264.96406407004,split_001,stability_weight
