trading_day_count_old_superseded,accounting_day_count_old_superseded,order_count_old_superseded,fill_count_old_superseded,partial_count_old_superseded,rejected_count_old_superseded,ending_nav_old_superseded,total_cash_fee_old_superseded,total_slippage_cost_old_superseded,outer_split_id,method,trading_day_count_new_corrected,accounting_day_count_new_corrected,order_count_new_corrected,fill_count_new_corrected,partial_count_new_corrected,rejected_count_new_corrected,ending_nav_new_corrected,total_cash_fee_new_corrected,total_slippage_cost_new_corrected,ending_nav_delta,total_cash_fee_delta,total_slippage_cost_delta,order_count_delta,fill_count_delta,partial_count_delta,rejected_count_delta
9,9,107,107,89,0,9959186.43559641,5708.501893186414,11289.19163935429,split_001,equal_weight,9,9,92,92,61,0,9545366.413534496,47209.98668918812,88505.1799673455,-413820.0220619142,41501.48479600171,77215.9883279912,-15,-15,-28,0
9,9,109,109,93,0,9926102.80243909,6768.246877753632,13085.088313192757,split_001,stability_weight,9,9,91,91,62,0,9565920.787743304,44833.85206779992,84264.96406407004,-360182.01469578594,38065.605190046284,71179.87575087728,-18,-18,-31,0
