fee_schedule_id,sell_stamp_tax_rate,transfer_fee_rate,fill_count,commission,stamp_tax,transfer_fee
a_share_from_2023_08_28,0.0005,1e-05,183,51857.56280447138,38458.38668610488,1727.8892664117668
