table,path,rows,sha256
orders,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\orders.parquet,183,278a2d89d25df7fd76838b0bbfc030c71e140306b7185264af318995aadd5d68
fills,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\fills.parquet,183,278a2d89d25df7fd76838b0bbfc030c71e140306b7185264af318995aadd5d68
rejected_orders,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\rejected_orders.parquet,0,a3d016f742b840005e663413ce07645e98067c18f4467d64ce77c257781da360
partial_fills,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\partial_fills.parquet,123,1ffce76fe087a0f57b6f67434ba7ef8203a1e54aeaf85527d6dc3dc80808b9b4
transaction_costs,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\transaction_costs.parquet,183,93b476426048c96e716affeb98c460fe3966a25387f4dd3092c1044fd7c4e56a
daily_accounting,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\daily_accounting.parquet,18,36827efdf364e9de0cab16cb38efab80bc3b3be9adf0083a13446d4dc9e7f8cb
positions,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\positions.parquet,127,713ec5fb28cfef4a759e8ba1ee1b0cf85fd931512af7b4bd67d5798a2984f111
execution_summary,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\canary\runtime\execution_summary.parquet,2,e59be1ea627029c7e6cd94196570c3c1eb92da122dc5f09e21b7d312077b415f
