factor,source_family,batch_id,dependency_class,cross_sectional_operator_present,max_lookback_trading_days,state_propagation_rule,classification_evidence,classifier_version,affected_date_count,fallback_sensitive,filter_only_reuse_allowed,recompute_policy,review_status
alpha360_VOLUME53,alpha360,alpha360_012,pure_time_series,False,53,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 53)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME54,alpha360,alpha360_012,pure_time_series,False,54,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 54)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME55,alpha360,alpha360_012,pure_time_series,False,55,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 55)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME56,alpha360,alpha360_012,pure_time_series,False,56,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 56)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME57,alpha360,alpha360_012,pure_time_series,False,57,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 57)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME58,alpha360,alpha360_012,pure_time_series,False,58,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 58)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME59,alpha360,alpha360_012,pure_time_series,False,59,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 59)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME6,alpha360,alpha360_012,pure_time_series,False,6,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 6)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME7,alpha360,alpha360_012,pure_time_series,False,7,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 7)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME8,alpha360,alpha360_012,pure_time_series,False,8,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 8)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VOLUME9,alpha360,alpha360_012,pure_time_series,False,9,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($volume, 9)/($volume+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP0,alpha360,alpha360_012,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$vwap/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP1,alpha360,alpha360_012,pure_time_series,False,1,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 1)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP10,alpha360,alpha360_013,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP11,alpha360,alpha360_013,pure_time_series,False,11,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 11)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP12,alpha360,alpha360_013,pure_time_series,False,12,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 12)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP13,alpha360,alpha360_013,pure_time_series,False,13,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 13)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP14,alpha360,alpha360_013,pure_time_series,False,14,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 14)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP15,alpha360,alpha360_013,pure_time_series,False,15,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 15)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP16,alpha360,alpha360_013,pure_time_series,False,16,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 16)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP17,alpha360,alpha360_013,pure_time_series,False,17,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 17)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP18,alpha360,alpha360_013,pure_time_series,False,18,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 18)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP19,alpha360,alpha360_013,pure_time_series,False,19,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 19)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP2,alpha360,alpha360_013,pure_time_series,False,2,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 2)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP20,alpha360,alpha360_013,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 20)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP21,alpha360,alpha360_013,pure_time_series,False,21,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 21)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP22,alpha360,alpha360_013,pure_time_series,False,22,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 22)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP23,alpha360,alpha360_013,pure_time_series,False,23,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 23)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP24,alpha360,alpha360_013,pure_time_series,False,24,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 24)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP25,alpha360,alpha360_013,pure_time_series,False,25,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 25)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP26,alpha360,alpha360_013,pure_time_series,False,26,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 26)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP27,alpha360,alpha360_013,pure_time_series,False,27,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 27)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP28,alpha360,alpha360_013,pure_time_series,False,28,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 28)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP29,alpha360,alpha360_013,pure_time_series,False,29,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 29)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP3,alpha360,alpha360_013,pure_time_series,False,3,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 3)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP30,alpha360,alpha360_013,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP31,alpha360,alpha360_013,pure_time_series,False,31,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 31)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP32,alpha360,alpha360_013,pure_time_series,False,32,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 32)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP33,alpha360,alpha360_014,pure_time_series,False,33,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 33)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP34,alpha360,alpha360_014,pure_time_series,False,34,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 34)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP35,alpha360,alpha360_014,pure_time_series,False,35,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 35)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP36,alpha360,alpha360_014,pure_time_series,False,36,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 36)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP37,alpha360,alpha360_014,pure_time_series,False,37,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 37)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP38,alpha360,alpha360_014,pure_time_series,False,38,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 38)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP39,alpha360,alpha360_014,pure_time_series,False,39,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 39)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP4,alpha360,alpha360_014,pure_time_series,False,4,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 4)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP40,alpha360,alpha360_014,pure_time_series,False,40,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 40)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP41,alpha360,alpha360_014,pure_time_series,False,41,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 41)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP42,alpha360,alpha360_014,pure_time_series,False,42,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 42)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP43,alpha360,alpha360_014,pure_time_series,False,43,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 43)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP44,alpha360,alpha360_014,pure_time_series,False,44,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 44)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP45,alpha360,alpha360_014,pure_time_series,False,45,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 45)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP46,alpha360,alpha360_014,pure_time_series,False,46,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 46)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP47,alpha360,alpha360_014,pure_time_series,False,47,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 47)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP48,alpha360,alpha360_014,pure_time_series,False,48,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 48)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP49,alpha360,alpha360_014,pure_time_series,False,49,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 49)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP5,alpha360,alpha360_014,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP50,alpha360,alpha360_014,pure_time_series,False,50,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 50)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP51,alpha360,alpha360_014,pure_time_series,False,51,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 51)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP52,alpha360,alpha360_014,pure_time_series,False,52,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 52)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP53,alpha360,alpha360_014,pure_time_series,False,53,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 53)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP54,alpha360,alpha360_014,pure_time_series,False,54,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 54)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP55,alpha360,alpha360_014,pure_time_series,False,55,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 55)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP56,alpha360,alpha360_015,pure_time_series,False,56,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 56)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP57,alpha360,alpha360_015,pure_time_series,False,57,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 57)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP58,alpha360,alpha360_015,pure_time_series,False,58,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 58)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP59,alpha360,alpha360_015,pure_time_series,False,59,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 59)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP6,alpha360,alpha360_015,pure_time_series,False,6,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 6)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP7,alpha360,alpha360_015,pure_time_series,False,7,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 7)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP8,alpha360,alpha360_015,pure_time_series,False,8,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 8)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_VWAP9,alpha360,alpha360_015,pure_time_series,False,9,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($vwap, 9)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
amount_cv_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
amount_mean_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
amount_std_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
amplitude_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
corr_ret_amount_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
corr_ret_volume_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
downside_std_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
max_drawdown_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ret_10,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ret_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ret_5,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
rev_20_exclude_5,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
rev_5,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
std_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
volume_ratio_5_20,project_basic,project_basic_001,pure_time_series,False,20,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_ao,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_kama,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_ppo,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_ppo_hist,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_ppo_signal,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_pvo,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_pvo_hist,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_pvo_signal,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_roc,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_rsi,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_stoch,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_stoch_rsi,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_stoch_rsi_d,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_stoch_rsi_k,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_stoch_signal,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
