factor,cluster_id,window_count,eligible_window_count,selected_window_count,selection_frequency,direction_adjusted_positive_window_ratio,direction_agreement_ratio,median_train_ic,median_validation_ic,median_test_ic,worst_test_ic,median_oos_degradation,worst_oos_degradation,fdr_pass_frequency,coverage_min,coverage_median,stability_role,role_reason,representative_score,exclusion_reason
alpha158_KSFT2,cluster_001,3,3,2,0.6666666666666666,0.6666666666666666,1.0,-0.0084949483377173,-0.0192850488799834,-0.0161487046462508,-0.0185148940623774,-0.0058713686323031,-0.0109725824470002,0.6666666666666666,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=0.667;worst_oos_degradation=-0.010972582447000275,0.7999999999999999,redundant_with_cluster_representative
alpha158_VMA30,cluster_005,3,3,2,0.6666666666666666,1.0,1.0,0.0228836012184277,0.0440211408043693,0.0481468086013639,0.0277719345078647,-0.0107795740614428,-0.0256848159198803,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02568481591988038,0.8666666666666666,redundant_with_cluster_representative
volume_ratio_5_20,cluster_005,3,3,2,0.6666666666666666,1.0,1.0,-0.0169816475486666,-0.0395566957062308,-0.0392172478277257,-0.057988657724191,-0.0091663778983944,-0.0179933079182836,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.017993307918283647,0.8666666666666666,redundant_with_cluster_representative
